partnerid,MaxSameIpCount,NoOfUniqueIp,IpClickRatio,IpVariance,MaxSameAgentCount,NoOfUniqueAgent,AgentClickRatio,AgentVariance,MaxSameCidCount,NoOfUniqueCid,CidClickRatio,CidVariance,MaxSameCntrCount,NoOfUniqueCntr,CntrClickRatio,CntrVariance,TotalClicks,NoOfUniqueReferer,RefererClickRatio,NonRefererClickRatio,AvgClickPer1Min,AvgClickPer5Min,AvgClickPer3Hr,AvgClickPer6Hr,MaxClickPer1Min,MaxClickPer5Min,MaxClickPer3Hr,MaxClickPer6Hr,TimeatVariance1Min,TimeatVariance5Min,TimeatVariance3Hr,TimeatVariance6Hr,Skew1Min,Skew5Min,Skew3Hr,Skew6Hr,EntropyIplong,EntropyCid,EntropyAgent,EntropyCntr,CategoryPrior,status
8j8sf,50,62,0.51,38.1,9,61,0.5,3.8,6,71,0.58,1.1,46,27,0.22,73.88,122,77,0.63,0.37,1.02,1.12,5.08,10.17,2,2,13,15,0.02,0.11,7.08,10.31,7.55,2.35,1.03,0.23,4.41,5.92,5.45,3.59,122,OK
8j8sv,69,39,0.3,117.01,31,59,0.45,15.94,32,44,0.33,23.05,71,11,0.08,416.73,132,83,0.63,0.37,1.02,1.11,5.74,11,2,3,18,23,0.02,0.13,10.63,19.5,6.33,3.5,2.09,1.42,3.25,4.61,5.04,2.03,132,OK
8j8t2,71,114,0.16,106.9,201,150,0.21,276.43,85,141,0.2,91.85,587,8,0.01,36198.94,702,174,0.25,0.75,1.18,1.76,28.08,54,4,11,73,99,0.21,1.8,294.87,786.31,2.77,3.08,1.23,0.21,5.63,5.86,5.52,0.91,702,OK
8j8tf,9,20,0.59,3.01,3,24,0.71,0.58,4,22,0.65,0.79,21,5,0.15,59.36,34,19,0.56,0.44,1.03,1.13,2.13,3.09,2,2,6,9,0.03,0.12,2.61,7.36,5.48,2.16,1.58,1.3,3.9,4.26,4.41,1.48,34,OK
8j8u2,38,64,0.29,25.58,46,81,0.37,26.88,19,86,0.39,9.23,161,5,0.02,3699.04,218,62,0.28,0.72,1.12,1.33,8.72,16.77,4,4,34,40,0.13,0.44,48.04,95.25,3.87,2.27,2.01,0.62,5.23,5.78,5.42,1.11,218,OK
8j8wj,1,2,1,0,1,2,1,0,1,2,1,0,1,2,1,0,2,1,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,OK
8j8yz,407,689,0.5,242.25,107,258,0.19,105.11,949,178,0.13,5010.32,514,63,0.05,5024.88,1380,448,0.32,0.68,1.22,2.12,55.2,106.15,5,11,88,165,0.26,1.9,369.28,1621.36,2.89,1.92,-0.29,-0.54,7.21,3.09,6.83,3.5,1380,OK
8j8zb,36,73,0.66,16.55,9,66,0.6,2.13,73,24,0.22,207.74,37,23,0.21,69.21,110,9,0.08,0.92,1.04,1.11,4.78,9.17,2,3,9,17,0.04,0.12,4.78,11.97,4.85,3.19,0.45,0.67,5.05,2.24,5.68,3.3,110,OK
8j90l,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8j90q,2,7,0.88,0.12,3,5,0.63,0.64,3,6,0.75,0.56,3,5,0.63,0.64,8,3,0.38,0.63,1,1,1.33,1.33,1,1,2,2,0,0,0.22,0.22,0,0,0.71,0.71,2.75,2.41,2.16,2.16,8,OK
8j92i,198,320,0.55,121.03,28,186,0.32,15.97,31,183,0.31,25.09,319,44,0.07,2292.45,587,8,0.01,0.99,1.12,1.51,23.48,45.15,3,6,44,82,0.12,0.72,99.53,417.51,2.68,2.06,0.11,-0.07,6.34,6.55,6.81,2.94,587,OK
8j94o,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8j94s,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8j94z,14,35,0.67,4.71,5,35,0.67,0.99,39,13,0.25,102.15,37,9,0.17,123.06,52,13,0.25,0.75,1,1.06,2.26,4,1,2,9,10,0,0.06,3.24,5.08,0,3.66,2.3,1.17,4.52,1.7,4.89,1.66,52,OK
8j95g,2,2,0.67,0.25,2,2,0.67,0.25,1,3,1,0,2,2,0.67,0.25,3,1,0.33,0.67,1,1,1,1.5,1,1,1,2,0,0,0,0.25,0,0,0,0,0.92,1.58,0.92,0.92,3,OK
8j967,202,458,0.58,88.76,37,201,0.25,34.76,516,118,0.15,2225.18,483,46,0.06,4955.03,795,181,0.23,0.77,1.13,1.64,31.8,61.15,3,7,63,97,0.13,0.85,197.52,729.98,2.74,1.75,0.21,-0.21,7.23,3.12,6.69,2.64,795,OK
8j9a2,4,14,0.74,0.66,2,17,0.89,0.1,2,17,0.89,0.1,8,7,0.37,5.35,19,15,0.79,0.21,1,1.06,1.58,2.11,1,2,3,4,0,0.05,0.41,1.21,0,3.88,0.64,0.78,3.62,4.04,4.04,2.38,19,OK
8j9a5,5,5,0.56,2.56,6,4,0.44,4.69,7,3,0.33,8,8,2,0.22,12.25,9,2,0.22,0.78,1.13,1.5,2.25,2.25,2,3,6,6,0.11,0.58,4.69,4.69,2.27,1.12,1.15,1.15,1.88,0.99,1.45,0.5,9,OK
8j9aa,2,7,0.88,0.12,4,5,0.63,1.44,1,8,1,0,5,4,0.5,3,8,8,1,0,1,1.14,1.14,1.14,1,2,2,2,0,0.12,0.12,0.12,0,2.04,2.04,2.04,2.75,3,2,1.55,8,OK
8j9d9,108,116,0.42,98.34,30,89,0.32,17.2,18,95,0.34,13.6,74,27,0.1,334.07,279,238,0.85,0.15,1.05,1.3,11.63,23.25,3,5,39,55,0.05,0.38,66.57,164.52,5.05,2.46,1.44,0.98,4.97,5.8,5.72,3.28,279,OK
8j9eq,2,29,0.97,0.03,6,20,0.67,1.35,5,13,0.43,1.75,21,5,0.17,60,30,14,0.47,0.53,1.07,1.07,1.76,3,2,2,3,5,0.07,0.07,0.65,1.8,3.33,3.33,0.45,-0.25,4.84,3.47,4.03,1.32,30,OK
8j9ey,1,2,1,0,1,2,1,0,1,2,1,0,1,2,1,0,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,OK
8j9ge,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8j9h2,1,2,1,0,1,2,1,0,1,2,1,0,2,1,0.5,0,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,2,OK
8j9h9,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8j9i6,3260,3898,0.44,2730.38,588,518,0.06,2599.42,1260,218,0.02,20614.81,1523,112,0.01,30642.75,8917,1228,0.14,0.86,2.75,10.44,356.68,685.92,14,54,1010,1897,3.99,69.89,66585.66,254788.53,1.6,1.44,1.08,1.18,8.15,5.2,6.82,5.31,8917,OK
8j9i7,135,170,0.48,105.7,27,145,0.41,11.59,179,92,0.26,343.75,149,44,0.12,527.02,355,205,0.58,0.42,1.08,1.35,14.2,27.31,2,4,32,47,0.07,0.42,39.04,106.21,3.21,1.88,0.86,-0.43,5.39,3.95,6.5,3.54,355,OK
8j9i9,686,426,0.24,1108.59,170,289,0.16,170.53,936,122,0.07,7112.8,951,17,0.01,64984.8,1797,837,0.47,0.53,1.27,2.51,71.88,138.23,5,12,152,221,0.3,2.75,952.51,2793.87,2.19,1.64,0.47,-0.63,5.81,3.84,6.98,1.69,1797,OK
8j9jc,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8j9m9,79,65,0.39,96.83,23,58,0.35,14.17,40,10,0.06,219.45,130,2,0.01,2256.25,165,2,0.01,0.99,1.11,1.38,8.25,12.69,4,7,35,54,0.15,0.93,105.29,322.37,4.48,4.29,1.41,1.69,3.79,2.65,5.09,0.75,165,OK
8j9ml,11,13,0.57,7.1,5,18,0.78,0.87,8,6,0.26,5.14,22,2,0.09,110.25,23,1,0.04,0.96,1,1,1.53,2.3,1,1,4,5,0,0,0.65,1.61,0,0,1.8,0.89,2.87,2.33,3.93,0.26,23,OK
8j9o0,341,389,0.44,297.15,95,188,0.21,80.68,635,120,0.14,3313.77,237,51,0.06,2077.14,886,335,0.38,0.62,1.16,1.71,35.44,68.15,6,7,58,115,0.21,1,174.41,744.75,3.94,1.94,0.04,-0.27,6.08,2.69,6.41,3.6,886,OK
8j9p4,241,210,0.41,272.92,49,156,0.3,25.32,346,108,0.21,1089.32,224,46,0.09,1157.57,517,356,0.69,0.31,1.08,1.39,20.68,39.77,4,5,34,57,0.11,0.58,47.1,178.49,4.54,2.46,-0.62,-1.43,5.01,3.06,6.47,3.37,517,Observation
8j9pe,28,40,0.53,17.81,7,35,0.47,2.58,9,45,0.6,1.91,57,12,0.16,234.85,75,25,0.33,0.67,1.09,1.23,4.17,6.82,4,4,11,13,0.17,0.28,10.36,13.42,5.76,2.92,0.87,0.03,4.19,5.18,4.79,1.58,75,OK
8j9q3,5,7,0.58,1.92,2,11,0.92,0.08,6,7,0.58,3.06,4,5,0.42,1.04,12,5,0.42,0.58,1,1,1.2,1.33,1,1,3,3,0,0,0.36,0.44,0,0,2.67,1.75,2.45,2.29,3.42,2.19,12,OK
8jb5v,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jc3s,357,575,0.38,234.85,145,317,0.21,133.48,69,379,0.25,59.93,572,52,0.03,7902.58,1501,468,0.31,0.69,1.25,2.28,60.04,115.46,5,10,116,204,0.28,2.19,611.88,2590.56,2.46,1.5,0.56,0.22,7.1,7.37,6.85,3.2,1501,OK
8jc5o,21,63,0.64,6.75,12,43,0.44,6.34,5,57,0.58,1.15,82,9,0.09,632.99,98,55,0.56,0.44,1.03,1.2,4.67,8.91,2,3,12,19,0.03,0.21,12.79,27.72,5.36,2.29,0.95,0.61,5.29,5.59,4.84,1.1,98,OK
8jc8u,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jc8v,8076,6087,0.19,12561.47,6362,1086,0.03,42865.87,913,1069,0.03,6906.49,10895,127,0,999999.99,31229,1743,0.06,0.94,7.31,36.14,1249.16,2402.23,65,163,2258,4249,23.88,359.68,275084.77,999999.99,2.62,1.35,0.24,0.14,7.91,7.85,6.91,3.58,31229,OK
8jccm,44,45,0.45,40.96,8,56,0.57,1.75,21,29,0.29,25.62,73,16,0.16,299.03,99,40,0.4,0.6,1.01,1.1,4.3,8.25,2,2,9,12,0.01,0.09,3.86,6.85,9.75,2.67,0.74,-0.91,3.86,3.83,5.5,1.78,99,OK
8jcez,4,3,0.5,2,3,4,0.67,0.75,2,5,0.83,0.16,3,4,0.67,0.75,6,2,0.33,0.67,1.2,1.2,2,2,2,2,3,3,0.16,0.16,0.67,0.67,1.5,1.5,0,0,1.25,2.25,1.79,1.79,6,OK
8jcfz,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jcgp,14,4,0.17,28.69,7,10,0.43,2.81,7,11,0.48,3.17,10,5,0.22,13.44,23,8,0.35,0.65,1.44,1.77,2.56,3.29,5,7,7,10,1,2.64,2.91,8.49,2.81,2.53,1.78,1.59,1.35,3.06,3.03,1.86,23,OK
8jch5,24,45,0.58,12.37,11,44,0.56,3.45,4,58,0.74,0.54,44,12,0.15,136.25,78,21,0.27,0.73,1.04,1.1,3.25,6.5,3,3,9,13,0.07,0.17,3.6,8.08,6.76,4.15,1.36,0.69,4.49,5.69,4.98,2.28,78,OK
8jchh,39,69,0.51,21.24,16,67,0.5,5.61,17,61,0.46,7.99,34,23,0.17,85.8,134,60,0.45,0.55,1.06,1.19,6.38,11.17,2,4,24,32,0.05,0.35,24.52,60.64,3.9,3.59,2.15,1.64,5.01,5.27,5.52,3.36,134,OK
8jciv,17,64,0.65,4.56,7,53,0.54,2.34,11,54,0.55,2.88,71,4,0.04,817.19,99,47,0.47,0.53,1.06,1.19,4.71,8.25,2,3,14,17,0.06,0.2,10.49,17.52,3.55,2.31,1.14,-0.06,5.44,5.36,5.38,0.98,99,OK
8jclv,1131,729,0.31,1756.29,384,436,0.18,388.73,110,306,0.13,181.99,372,100,0.04,2383.27,2382,206,0.09,0.91,1.41,3.09,95.28,183.23,6,16,198,332,0.53,4.76,1633.8,6391.25,2.12,1.61,0.68,0.08,5.59,7.08,7.09,5.14,2382,OK
8jcoh,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jcru,5,4,0.44,2.69,2,8,0.89,0.11,1,9,1,0,3,6,0.67,0.58,9,4,0.44,0.56,1,1,1.13,1.13,1,1,2,2,0,0,0.11,0.11,0,0,2.27,2.27,1.66,3.17,2.95,2.42,9,OK
8jcuw,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jg20,545,954,0.48,317.04,203,284,0.14,297,928,316,0.16,2715.65,1432,53,0.03,37767.59,1995,658,0.33,0.67,1.31,2.79,79.8,153.46,7,13,153,247,0.35,3.07,1116,4151.17,2.24,1.25,0.18,-0.42,7.61,5.05,6.65,2.09,1995,OK
8jg2a,2,5,0.83,0.16,1,6,1,0,1,6,1,0,4,3,0.5,2,6,3,0.5,0.5,1,1,1.2,1.2,1,1,2,2,0,0,0.16,0.16,0,0,1.5,1.5,2.25,2.58,2.58,1.25,6,OK
8jg49,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jg5r,3,5,0.5,0.8,4,6,0.6,1.22,3,6,0.6,0.89,4,5,0.5,1.6,10,5,0.5,0.5,1,1.25,1.43,1.43,1,2,3,3,0,0.19,0.53,0.53,0,1.15,1.36,1.36,2.17,2.37,2.32,2.05,10,OK
8jg82,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jg8w,1,3,1,0,1,3,1,0,1,3,1,0,2,2,0.67,0.25,3,2,0.67,0.33,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.58,1.58,1.58,0.92,3,OK
8jg9s,16,15,0.43,13.69,5,22,0.63,0.88,3,28,0.8,0.26,18,10,0.29,24.45,35,23,0.66,0.34,1,1.09,2.5,3.5,1,2,4,8,0,0.08,1.39,6.05,0,2.79,0,0.67,2.99,4.71,4.26,2.43,35,OK
8jgac,21,124,0.72,4.09,26,58,0.34,20.83,41,72,0.42,23.65,152,7,0.04,2725.96,172,12,0.07,0.93,1.06,1.14,7.48,13.23,2,3,16,30,0.05,0.16,22.25,76.49,3.9,2.97,0.34,0.49,6.44,5.18,4.96,0.7,172,OK
8jgbu,1802,3796,0.48,918.61,951,615,0.08,2596.46,6197,304,0.04,125817.16,5223,109,0.01,250527.95,7966,428,0.05,0.95,2.33,9.27,318.64,612.77,12,29,588,864,1.92,22.28,16096.47,59312.02,1.33,0.54,-0.13,-0.86,8.92,2.3,6.85,2.51,7966,OK
8jgcj,21,28,0.42,18.73,6,36,0.55,1.69,5,43,0.65,1.09,23,17,0.26,35.28,66,30,0.45,0.55,1.03,1.16,3.3,5.5,2,3,14,15,0.03,0.17,10.91,16.58,5.39,2.61,1.97,1.04,3.68,5.17,4.88,3,66,OK
8jgcw,24,69,0.73,7.57,20,45,0.47,12.94,4,72,0.76,0.36,78,13,0.14,417.14,95,25,0.26,0.74,1.02,1.14,3.8,7.31,2,2,15,19,0.02,0.12,12.08,28.06,6.6,2.02,1.73,1,5.35,6.05,4.59,1.28,95,OK
8jgel,1,4,1,0,1,4,1,0,1,4,1,0,2,3,0.75,0.22,4,3,0.75,0.25,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,2,1.5,4,OK
8jgf3,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jgg3,68,99,0.5,44.81,17,95,0.48,4.79,22,92,0.46,10.5,98,20,0.1,478.89,198,72,0.36,0.64,1.1,1.36,8.25,16.5,3,5,32,37,0.11,0.57,54.77,100.92,3.51,2.35,2.22,1.01,5.19,5.76,6.1,2.56,198,OK
8jggg,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jgk9,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jgkk,79,636,0.75,12.8,102,140,0.16,154.02,41,154,0.18,49.6,816,9,0.01,65047.33,852,332,0.39,0.61,1.16,1.84,34.08,65.54,4,9,75,137,0.18,1.43,482.87,1796.71,2.8,1.98,0.09,-0.01,8.59,6.45,5.88,0.37,852,Observation
8jgl8,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jgls,69,138,0.48,41.02,87,94,0.33,78.99,196,39,0.14,940.13,187,12,0.04,2675.24,287,102,0.36,0.64,1.06,1.26,11.48,22.08,3,4,29,39,0.06,0.33,31.69,96.69,4.64,2.53,0.97,-0.29,5.62,2.44,5.17,1.65,287,OK
8jgok,1,3,1,0,2,2,0.67,0.25,1,3,1,0,3,1,0.33,0,3,2,0.67,0.33,1,1.5,3,3,1,2,3,3,0,0.25,0,0,0,0,0,0,1.58,1.58,0.92,0,3,OK
8jgq9,1,2,1,0,2,1,0.5,0,1,2,1,0,2,1,0.5,0,2,1,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,OK
8jgqa,22,30,0.57,14.18,3,48,0.91,0.13,3,44,0.83,0.25,8,20,0.38,4.63,53,48,0.91,0.09,1.02,1.1,2.79,4.42,2,2,8,9,0.02,0.09,4.38,8.74,7,2.59,1.21,0.34,3.8,5.36,5.52,3.9,53,OK
8jgqb,38,7,0.15,163.63,15,17,0.36,11.24,9,26,0.55,2.85,19,9,0.19,31.95,47,28,0.6,0.4,1.04,1.31,3.36,4.27,3,4,10,12,0.09,0.43,7.52,11.65,6.48,2.49,1.48,1.1,1.17,4.29,3.42,2.51,47,OK
8jgqr,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jgt1,5,33,0.56,1.44,6,33,0.56,1.99,13,23,0.39,9.9,54,4,0.07,514.19,59,22,0.37,0.63,1,1.05,2.95,4.54,1,3,8,10,0,0.09,3.55,6.71,0,5.77,0.88,0.65,4.77,3.78,4.7,0.53,59,OK
8jgts,4,31,0.82,0.43,16,20,0.53,10.69,6,18,0.47,3.1,22,4,0.11,80.25,38,16,0.42,0.58,1.15,1.19,2.53,4.22,4,4,8,11,0.31,0.34,4.12,9.51,4.25,3.73,1.46,0.97,4.81,3.76,3.39,1.26,38,OK
8jgu2,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jgul,15,30,0.61,6.37,7,31,0.63,1.6,6,30,0.61,0.97,30,6,0.12,103.81,49,13,0.27,0.73,1.02,1.04,2.88,4.45,2,2,6,10,0.02,0.04,2.22,8.07,6.71,4.53,0.31,0.44,4.2,4.71,4.64,1.7,49,OK
8jgvx,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jh5s,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jh5u,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jh5v,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jh60,3,1,0.33,0,3,1,0.33,0,1,3,1,0,3,1,0.33,0,3,1,0.33,0.67,1,1.5,3,3,1,2,3,3,0,0.25,0,0,0,0,0,0,0,1.58,0,0,3,OK
8jh7b,70,136,0.52,37.56,26,89,0.34,18.89,25,78,0.3,23.28,168,22,0.08,1202.57,261,18,0.07,0.93,1.06,1.24,10.44,20.08,2,4,28,43,0.06,0.29,45.85,151.76,3.67,2.33,0.64,0.14,5.67,5.34,5.57,2.13,261,OK
8jh9c,23,21,0.45,21.99,3,35,0.74,0.34,5,35,0.74,0.74,11,17,0.36,8.18,47,27,0.57,0.43,1.04,1.04,2.61,4.27,2,2,5,10,0.04,0.04,1.79,7.11,4.42,4.42,0.46,0.54,3.13,4.92,5.01,3.49,47,OK
8jhbl,130,196,0.38,88.96,58,171,0.33,26.75,35,186,0.36,15.79,241,34,0.07,2046.96,513,135,0.26,0.74,1.11,1.47,20.52,39.46,3,6,45,76,0.11,0.61,108.73,377.79,3.24,1.99,0.75,0.21,6.04,6.82,6.56,2.66,513,OK
8jhcs,2,1,0.5,0,1,2,1,0,2,1,0.5,0,2,1,0.5,0,2,1,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,OK
8jhct,1,3,1,0,1,3,1,0,1,3,1,0,2,2,0.67,0.25,3,3,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.58,1.58,1.58,0.92,3,OK
8jhdz,2,16,0.94,0.06,16,2,0.12,56.25,3,9,0.53,0.32,16,2,0.12,56.25,17,2,0.12,0.88,1.55,1.55,2.43,2.43,4,4,4,4,0.98,0.98,1.67,1.67,1.57,1.57,-0.04,-0.04,3.97,3.1,0.32,0.32,17,OK
8jhep,3,5,0.5,0.8,4,6,0.6,1.22,2,8,0.8,0.19,6,2,0.2,1,10,4,0.4,0.6,1,1.11,1.67,2,1,2,3,4,0,0.1,0.56,1.2,0,2.47,0.63,0.91,2.17,2.92,2.32,0.97,10,OK
8jhfv,5330,3913,0.33,7294.37,913,754,0.06,2633.88,800,719,0.06,1979.58,3708,103,0.01,157711.2,11877,7162,0.6,0.4,3.15,13.75,475.08,913.62,18,64,1111,1965,5.49,88.81,69610.31,270054.39,1.96,2.02,1.1,0.73,6.92,7.71,7.39,4.26,11877,OK
8jhge,28,32,0.46,22.34,6,42,0.6,1.46,8,45,0.64,1.8,19,24,0.34,18.58,70,37,0.53,0.47,1.13,1.27,3.68,5.83,3,5,18,28,0.18,0.71,16.53,48.14,3.39,3.49,2.42,2.63,3.8,5.15,5.11,3.66,70,OK
8jhgj,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jhgx,2830,3986,0.45,2013.41,420,546,0.06,2361.49,382,368,0.04,2976.58,4363,26,0,768231.13,8784,4927,0.56,0.44,2.78,10.47,351.36,675.69,28,68,1062,1677,5.01,82.4,64742.95,223357.14,2.49,2.15,1.26,0.8,8.62,6.7,6.9,2.41,8784,OK
8jhh0,48,46,0.31,57.13,113,14,0.09,818.24,27,28,0.19,46.13,91,11,0.07,625.52,148,8,0.05,0.95,1.07,1.21,6.43,11.38,3,4,22,36,0.08,0.27,28.42,89.47,4.19,2.75,1.3,1.43,4.11,3.91,1.49,2.02,148,OK
8jhi5,2,2,0.67,0.25,2,2,0.67,0.25,1,3,1,0,3,1,0.33,0,3,1,0.33,0.67,1,1,1.5,1.5,1,1,2,2,0,0,0.25,0.25,0,0,0,0,0.92,1.58,0.92,0,3,OK
8jhis,2,2,0.5,0,2,2,0.5,0,2,2,0.5,0,4,1,0.25,0,4,2,0.5,0.5,1,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,1,1,1,0,4,OK
8jhit,4,16,0.76,0.59,3,13,0.62,0.7,4,13,0.62,1.01,19,3,0.14,72,21,3,0.14,0.86,1.11,1.17,2.1,2.63,2,3,9,9,0.09,0.25,5.69,7.48,2.57,2.96,2.36,1.53,3.82,3.46,3.52,0.55,21,OK
8jhle,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jhlw,2,2,0.67,0.25,2,2,0.67,0.25,1,3,1,0,2,2,0.67,0.25,3,1,0.33,0.67,1,1.5,1.5,1.5,1,2,2,2,0,0.25,0.25,0.25,0,0,0,0,0.92,1.58,0.92,0.92,3,OK
8jhmk,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jhnz,306,867,0.56,108.88,142,277,0.18,216.89,321,181,0.12,641.72,1253,44,0.03,34579.06,1537,811,0.53,0.47,1.28,2.38,61.48,118.23,10,12,163,274,0.43,2.68,927.29,3650.18,4.59,1.88,1.43,0.93,8.27,5.83,6.55,1.53,1537,OK
8jhou,29,25,0.42,30.23,11,39,0.66,2.61,22,31,0.53,13.64,25,11,0.19,49.87,59,25,0.42,0.58,1.04,1.13,5.36,7.38,2,3,14,27,0.03,0.15,23.69,83.73,5.05,3.03,0.7,1.26,3.23,3.98,4.89,2.56,59,OK
8jhp2,5,6,0.55,2.14,2,10,0.91,0.09,2,10,0.91,0.09,4,6,0.55,1.14,11,3,0.27,0.73,1,1,1.38,1.57,1,1,3,3,0,0,0.48,0.53,0,0,1.56,0.86,2.22,3.28,3.28,2.37,11,OK
8jhsv,1,2,1,0,1,2,1,0,1,2,1,0,2,1,0.5,0,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,2,OK
8jhtq,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8jhw3,39,57,0.58,24.9,6,67,0.68,0.94,20,24,0.24,24.41,42,8,0.08,261.44,98,16,0.16,0.84,1.02,1.05,4.26,8.17,2,2,8,13,0.02,0.05,4.02,6.14,6.71,3.96,0.06,0.3,4.44,3.81,5.84,1.9,98,OK
8jhw9,1,4,1,0,1,4,1,0,1,4,1,0,3,2,0.5,1,4,1,0.25,0.75,1,1,1.33,1.33,1,1,2,2,0,0,0.22,0.22,0,0,0.71,0.71,2,2,2,0.81,4,OK
