"partnerid","distinct category","partnerid_cnt","category_prior"
"8jkh1","1","1862","1862.000000000"
"8jkhu","1","2","2.000000000"
"8jkhv","1","2","2.000000000"
"8jkij","1","14540","14540.000000000"
"8jkk9","1","1","1.000000000"
"8jkmi","1","108","108.000000000"
"8jkof","1","373","373.000000000"
"8jkor","1","1219","1219.000000000"
"8jkp0","1","7779","7779.000000000"
"8jkp1","1","16553","16553.000000000"
"8jkqn","1","148","148.000000000"
"8jkrj","1","87","87.000000000"
"8jks4","1","28","28.000000000"
"8jksm","1","111","111.000000000"
"8jkt3","1","2","2.000000000"
"8jktn","1","4378","4378.000000000"
"8jku2","1","1","1.000000000"
"8jkul","1","10563","10563.000000000"
"8jkv1","1","226","226.000000000"
"8jkv9","1","33","33.000000000"
"8jkve","1","1497","1497.000000000"
"8jkwc","1","9414","9414.000000000"
"8jkwu","1","19","19.000000000"
"8jky9","1","895","895.000000000"
"8jl02","1","19","19.000000000"
"8jl05","1","178","178.000000000"
"8jl0l","1","13796","13796.000000000"
"8jl0o","1","1","1.000000000"
"8jl1o","1","126","126.000000000"
"8jl1u","1","144","144.000000000"
"8jl23","1","10","10.000000000"
"8jl39","1","1","1.000000000"
"8jl3n","1","154","154.000000000"
"8jl3y","1","347","347.000000000"
"8jl43","1","33","33.000000000"
"8jl4l","1","7","7.000000000"
"8jl61","1","89","89.000000000"
"8jl6e","1","3846","3846.000000000"
"8jl7q","1","1713","1713.000000000"
"8jla6","1","480","480.000000000"
"8jlad","1","1","1.000000000"
"8jlah","1","3","3.000000000"
"8jlc5","1","171","171.000000000"
"8jli0","1","6074","6074.000000000"
"8jlic","1","72","72.000000000"
"8jlii","1","372","372.000000000"
"8jlis","1","17788","17788.000000000"
"8jljk","1","2","2.000000000"
"8jljl","1","1","1.000000000"
"8jljm","1","80","80.000000000"
"8jljq","1","8","8.000000000"
"8jljr","1","407839","407839.000000000"
"8jlju","1","67","67.000000000"
"8jlk3","1","3178","3178.000000000"
"8jlkt","1","65","65.000000000"
"8jlms","1","68","68.000000000"
"8jlmv","1","19","19.000000000"
"8jlmz","1","1","1.000000000"
"8jln6","1","205","205.000000000"
"8jlnl","1","144","144.000000000"
"8jlos","1","3084","3084.000000000"
"8jlpw","1","15025","15025.000000000"
"8jlpz","1","212","212.000000000"
"8jlr2","1","2","2.000000000"
"8jlru","1","4","4.000000000"
"8jlt1","1","5464","5464.000000000"
"8jlu6","1","1850","1850.000000000"
"8jlus","1","1280","1280.000000000"
"8jlyt","1","2","2.000000000"
"8jlzr","1","926","926.000000000"
"8jm0h","1","2","2.000000000"
"8jm0y","1","1","1.000000000"
"8jm18","1","22","22.000000000"
"8jm4d","1","147","147.000000000"
"8jm4h","1","30300","30300.000000000"
"8jm4p","1","1","1.000000000"
"8jm4v","1","562","562.000000000"
"8jm5b","1","16","16.000000000"
"8jm5w","1","4819","4819.000000000"
"8jm90","1","1622","1622.000000000"
"8jm9p","1","2204","2204.000000000"
"8jmbn","1","3","3.000000000"
"8jmch","1","1760","1760.000000000"
"8kuma","1","2","2.000000000"
"8kump","1","95","95.000000000"
"8kumu","1","1359","1359.000000000"
"8kun0","1","3","3.000000000"
"8kun1","1","256","256.000000000"
"8kun5","1","10","10.000000000"
"8kuno","1","1","1.000000000"
"8kunr","1","27","27.000000000"
"8kunx","1","211","211.000000000"
"8kuo4","1","2","2.000000000"
"8kuo5","1","192","192.000000000"
"8kuov","1","9","9.000000000"
"8kuph","1","2","2.000000000"
"8kupw","1","2","2.000000000"
"8kupz","1","1","1.000000000"
"8kuq2","1","14","14.000000000"
"8kuqa","1","121","121.000000000"
"8kuqd","1","31","31.000000000"
"8kuql","1","11","11.000000000"
"8kuro","1","10","10.000000000"
"8kus3","1","521","521.000000000"
"8kus9","1","982","982.000000000"
"8kusa","1","2574","2574.000000000"
"8kusb","1","4705","4705.000000000"
"8kusi","1","3","3.000000000"
"8kusr","1","17","17.000000000"
"8kuti","1","2","2.000000000"
"8kuto","1","926","926.000000000"
"8kutv","1","5","5.000000000"
"8kuuh","1","2","2.000000000"
"8kuv3","1","1","1.000000000"
"8kuv8","1","1","1.000000000"
"8kuv9","1","867","867.000000000"
"8kuva","1","341","341.000000000"
"8kuvb","1","5903","5903.000000000"
"8kuvj","1","276","276.000000000"
"8kuvn","1","17","17.000000000"
"8kuvt","1","105271","105271.000000000"
"8kuvy","1","2","2.000000000"
"8kux8","1","18","18.000000000"
"8kuxa","1","65476","65476.000000000"
"8kuxc","1","1","1.000000000"
"8kuxg","1","7","7.000000000"
"8kuxh","1","15","15.000000000"
"8kuxi","1","4","4.000000000"
"8kuxj","1","20","20.000000000"
"8kuxk","1","1","1.000000000"
"8kuxp","1","3","3.000000000"
"8kuy3","1","1","1.000000000"
"8kuy4","1","1","1.000000000"
"8kuy9","1","1","1.000000000"
"8kuyg","1","1863","1863.000000000"
"8kuyp","1","1","1.000000000"
"8kuys","1","72","72.000000000"
"8kuze","1","7","7.000000000"
"8kuzg","1","16","16.000000000"
"8kuzj","1","146","146.000000000"
"8kuzl","1","15","15.000000000"
"8kv08","1","2931","2931.000000000"
"8kv0e","1","68","68.000000000"
"8kv0o","1","6","6.000000000"
"8kv0s","1","10950","10950.000000000"
"8kv3c","1","13","13.000000000"
"8kv3v","1","287","287.000000000"
"8kv42","1","2","2.000000000"
"8kv4a","1","6","6.000000000"
"8kv4d","1","1","1.000000000"
"8kv4k","1","36","36.000000000"
"8kv4v","1","230","230.000000000"
"8kv4x","1","3","3.000000000"
"8kv5a","1","1","1.000000000"
"8kv5w","1","397","397.000000000"
"8kv5y","1","1","1.000000000"
"8kv6q","1","1","1.000000000"
"8kv6v","1","378","378.000000000"
"8kv6y","1","44","44.000000000"
"8kv74","1","136","136.000000000"
"8kv77","1","5","5.000000000"
"8kv7n","1","268","268.000000000"
"8kv7x","1","248","248.000000000"
"8kv80","1","7","7.000000000"
"8kv8i","1","4","4.000000000"
"8kv8s","1","19","19.000000000"
"8kv90","1","123","123.000000000"
"8kv97","1","184","184.000000000"
"8kv9a","1","56","56.000000000"
"8kv9b","1","16","16.000000000"
"8kvad","1","102","102.000000000"
"8kvas","1","86","86.000000000"
"8kvax","1","111","111.000000000"
"8kvb3","1","4","4.000000000"
"8kvbe","1","9","9.000000000"
"8kvbi","1","2","2.000000000"
"8kvc4","1","39","39.000000000"
"8kvc7","1","26","26.000000000"
"8kvc8","1","3","3.000000000"
"8kvcs","1","2","2.000000000"
"8kvct","1","1","1.000000000"
"8kvdh","1","7","7.000000000"
"8kve7","1","206","206.000000000"
"8kvec","1","86","86.000000000"
"8kven","1","44","44.000000000"
"8kveo","1","140","140.000000000"
"8kveq","1","34","34.000000000"
"8kvey","1","7","7.000000000"
"8kvfl","1","1","1.000000000"
"8kvfn","1","5","5.000000000"
"8kvfr","1","1048","1048.000000000"
"8kvg3","1","1","1.000000000"
"8kvgc","1","1","1.000000000"
"8kvgp","1","1","1.000000000"
"8kvgr","1","15","15.000000000"
"8kvgs","1","13","13.000000000"
"8kvh1","1","13","13.000000000"
"8kvh9","1","4","4.000000000"
"8kvhd","1","10","10.000000000"
"8kvhi","1","2448","2448.000000000"
"8kvhp","1","4","4.000000000"
"8kvhz","1","1","1.000000000"
"8kvie","1","4","4.000000000"
"8kvil","1","7","7.000000000"
"8kvim","1","731","731.000000000"
"8kviw","1","467","467.000000000"
"8kvj1","1","84","84.000000000"
"8kvjl","1","1","1.000000000"
"8kvkh","1","1","1.000000000"
"8kvkj","1","9","9.000000000"
"8kvkq","1","85","85.000000000"
"8kvkw","1","268","268.000000000"
"8kvl0","1","155","155.000000000"
"8kvl1","1","149","149.000000000"
"8kvl2","1","637","637.000000000"
"8kvl6","1","394","394.000000000"
"8kvl7","1","811","811.000000000"
"8kvl8","1","1","1.000000000"
"8kvlp","1","464","464.000000000"
"8kvlq","1","9","9.000000000"
"8kvm0","1","264","264.000000000"
"8kvm1","1","201","201.000000000"
"8kvm2","1","1276","1276.000000000"
"8kvm6","1","544","544.000000000"
"8kvm7","1","63","63.000000000"
"8kvma","1","1","1.000000000"
"8kvmd","1","3","3.000000000"
"8kvmf","1","48","48.000000000"
"8kvmo","1","29","29.000000000"
"8kvmr","1","390","390.000000000"
"8kvna","1","1220","1220.000000000"
"8kvnb","1","175","175.000000000"
"8kvnu","1","8","8.000000000"
"8kvo1","1","94","94.000000000"
"8kvos","1","6","6.000000000"
"8kvot","1","13","13.000000000"
"8kvpb","1","32","32.000000000"
"8kvpc","1","19","19.000000000"
"8kvpe","1","24","24.000000000"
"8kvpg","1","5","5.000000000"
"8kvpr","1","1","1.000000000"
"8kvpw","1","26","26.000000000"
"8kvq0","1","32","32.000000000"
"8kvqh","1","29","29.000000000"
"8kvqm","1","63","63.000000000"
"8kvqp","1","4","4.000000000"
"8kvr5","1","3","3.000000000"
"8kvr9","1","1","1.000000000"
"8kvrh","1","2","2.000000000"
"8kvrr","1","3","3.000000000"
"8kvry","1","4","4.000000000"
"8kvs0","1","118","118.000000000"
"8kvs1","1","1","1.000000000"
"8kvs9","1","10","10.000000000"
"8kvsu","1","40","40.000000000"
"8kvtr","1","2","2.000000000"
"8kvtw","1","1","1.000000000"
"8kvty","1","1073","1073.000000000"
"8kvu3","1","1","1.000000000"
"8kvu7","1","10","10.000000000"
"8kvug","1","94","94.000000000"
"8kvuh","1","28","28.000000000"
"8kvv2","1","324","324.000000000"
"8kvv3","1","4","4.000000000"
"8kvv4","1","474","474.000000000"
"8kvv6","1","3507","3507.000000000"
"8kvv7","1","188","188.000000000"
"8kvv8","1","1","1.000000000"
"8kvvd","1","1117","1117.000000000"
"8kvvh","1","358","358.000000000"
"8kvxs","1","1","1.000000000"
"8kvy3","1","3","3.000000000"
"8kvyf","1","29","29.000000000"
"8kvyo","1","605","605.000000000"
"8kvyr","1","38","38.000000000"
"8kvzp","1","2","2.000000000"
"8kw03","1","4","4.000000000"
"8kw0f","1","828","828.000000000"
"8kw0n","1","12","12.000000000"
"8kw15","1","8","8.000000000"
"8kw19","1","566","566.000000000"
"8kw1q","1","28","28.000000000"
"8kw28","1","2","2.000000000"
"8kw2n","1","1","1.000000000"
"8kw39","1","1","1.000000000"
"8kw3g","1","1618","1618.000000000"
"8kw4u","1","4","4.000000000"
"8kw4v","1","3099","3099.000000000"
"8kw4x","1","12","12.000000000"
"8kw4z","1","206","206.000000000"
"8kw53","1","7","7.000000000"
"8kw5p","1","2","2.000000000"
"8kw5u","1","511","511.000000000"
"8kw6d","1","5","5.000000000"
"8kw70","1","3","3.000000000"
"8kwzo","1","58","58.000000000"
"8kwzv","1","73","73.000000000"
"8kwzx","1","321","321.000000000"
"8kwzy","1","56","56.000000000"
"8kx0a","1","1","1.000000000"
"8kx0h","1","8","8.000000000"
"8kx0o","1","280","280.000000000"
"8kx0y","1","52","52.000000000"
"8kx17","1","3","3.000000000"
"8kx19","1","36","36.000000000"
"8kx1q","1","1","1.000000000"
"8kx1z","1","1","1.000000000"
"8kx21","1","1","1.000000000"
"8kx25","1","19","19.000000000"
"8kx29","1","1","1.000000000"
"8kx2a","1","1","1.000000000"
"8kx2d","1","313","313.000000000"
"8kx2g","1","1","1.000000000"
"8kx2r","1","7","7.000000000"
"8kx2u","1","202","202.000000000"
"8kx2w","1","50","50.000000000"
"8kx31","1","10578","10578.000000000"
"8kx33","1","3","3.000000000"
"8kx37","1","53","53.000000000"
"8kx3a","1","32","32.000000000"
"8kx3b","1","5","5.000000000"
"8kx3c","1","50","50.000000000"
"8kx3f","1","116","116.000000000"
"8kx3i","1","20","20.000000000"
"8kx3q","1","241","241.000000000"
"8kx3r","1","3","3.000000000"
"8kx47","1","6","6.000000000"
"8kx4j","1","3","3.000000000"
"8kx5a","1","346","346.000000000"
"8kx5c","1","19","19.000000000"
"8kx5g","1","25","25.000000000"
"8kx5q","1","1","1.000000000"
"8kx6b","1","1","1.000000000"
"8kx86","1","2","2.000000000"
"8kxdu","1","20","20.000000000"
"8kxe3","1","4","4.000000000"
"8kxee","1","611","611.000000000"
"8kxef","1","1","1.000000000"
"8kxel","1","10","10.000000000"
"8kxem","1","11","11.000000000"
"8kxep","1","19","19.000000000"
"8kxer","1","122","122.000000000"
"8kxev","1","2","2.000000000"
"8kxew","1","2","2.000000000"
"8kxez","1","1","1.000000000"
"8kxf2","1","443","443.000000000"
"8kxf4","1","76","76.000000000"
"8kxfb","1","97","97.000000000"
"8kxfu","1","1","1.000000000"
"8kxgk","1","6","6.000000000"
"8kxgm","1","50","50.000000000"
"8kxgs","1","784","784.000000000"
"8kxgt","1","205","205.000000000"
"8kxgu","1","561","561.000000000"
"8kxgv","1","653","653.000000000"
"8kxgy","1","14","14.000000000"
"8kxhd","1","1","1.000000000"
"8kxhn","1","20","20.000000000"
"8kxhp","1","2","2.000000000"
"8kxhq","1","5706","5706.000000000"
"8kxij","1","2874","2874.000000000"
"8kxik","1","5","5.000000000"
"8kxim","1","1","1.000000000"
"8kxj4","1","7","7.000000000"
"8kxj8","1","55","55.000000000"
"8kxjw","1","136","136.000000000"
"8kxjy","1","149","149.000000000"
"8kxkx","1","1493","1493.000000000"
"8kxl2","1","1","1.000000000"
"8kxl3","1","1102","1102.000000000"
"8kxla","1","71","71.000000000"
"8kxlk","1","954","954.000000000"
"8kxll","1","1228","1228.000000000"
"8kxlo","1","42","42.000000000"
"8kxlp","1","1006","1006.000000000"
"8kxlq","1","84","84.000000000"
"8kxlr","1","1884","1884.000000000"
"8kxlt","1","403","403.000000000"
"8kxlv","1","820","820.000000000"
"8kxly","1","1166","1166.000000000"
"8kxm0","1","48","48.000000000"
"8kxm9","1","113","113.000000000"
"8kxmh","1","412","412.000000000"
"8kxml","1","51","51.000000000"
"8kxmm","1","1","1.000000000"
"8kxmo","1","12","12.000000000"
"8kxn2","1","1","1.000000000"
"8kxn5","1","37","37.000000000"
"8kxnk","1","9","9.000000000"
"8kxnl","1","3412","3412.000000000"
"8kxnm","1","963","963.000000000"
"8kxnn","1","170","170.000000000"
"8kxnw","1","97","97.000000000"
"8kxo5","1","1","1.000000000"
"8kxoj","1","406","406.000000000"
"8kxom","1","69","69.000000000"
"8kxor","1","12","12.000000000"
"8kxos","1","3","3.000000000"
"8kxox","1","11","11.000000000"
"8kxoy","1","298","298.000000000"
"8kxp5","1","1","1.000000000"
"8kxpa","1","1","1.000000000"
"8kxpd","1","30","30.000000000"
"8kxpq","1","43","43.000000000"
"8kxpv","1","124","124.000000000"
"8kxq6","1","1045","1045.000000000"
"8kxqd","1","53","53.000000000"
"8kxqf","1","2","2.000000000"
"8kxqj","1","96","96.000000000"
"8kxqk","1","1710","1710.000000000"
"8kxqm","1","116","116.000000000"
"8kxqw","1","108","108.000000000"
"8kxr9","1","1192","1192.000000000"
"8kxrb","1","79","79.000000000"
"8kxrc","1","46","46.000000000"
"8kxre","1","1629","1629.000000000"
"8kxri","1","49","49.000000000"
"8kxrj","1","29","29.000000000"
"8kxrs","1","45","45.000000000"
"8kxtp","1","36","36.000000000"
"8kxvk","1","367","367.000000000"
"8kxxf","1","62","62.000000000"
"8kxzn","1","2","2.000000000"
"8kxzu","1","561","561.000000000"
"8ky0g","1","1","1.000000000"
"8ky0o","1","8","8.000000000"
"8ky15","1","36","36.000000000"
"8ky18","1","1","1.000000000"
"8ky1v","1","10","10.000000000"
"8ky22","1","26","26.000000000"
"8ky2b","1","3","3.000000000"
"8ky2f","1","7","7.000000000"
"8ky2l","1","3","3.000000000"
"8ky2n","1","2","2.000000000"
"8ky46","1","73","73.000000000"
"8ky4j","1","16","16.000000000"
"8ky4k","1","46","46.000000000"
"8ky4n","1","7","7.000000000"
"8ky4r","1","1","1.000000000"
"8ky4x","1","1","1.000000000"
"8ky50","1","1","1.000000000"
"8ky5c","1","15","15.000000000"
"8ky5s","1","1","1.000000000"
"8ky6d","1","3","3.000000000"
"8ky6h","1","455","455.000000000"
"8ky6n","1","443","443.000000000"
"8ky6u","1","12","12.000000000"
"8ky6v","1","66","66.000000000"
"8ky77","1","4","4.000000000"
"8ky8n","1","9","9.000000000"
"8ky8r","1","3","3.000000000"
"8ky93","1","5","5.000000000"
"8ky9n","1","1","1.000000000"
"8kyao","1","2","2.000000000"
"8kyb9","1","7","7.000000000"
"8kybc","1","3","3.000000000"
"8kybl","1","5567","5567.000000000"
"8kybu","1","1","1.000000000"
"8kyc0","1","5","5.000000000"
"8kycf","1","1","1.000000000"
"8kycw","1","185","185.000000000"
"8kydv","1","825","825.000000000"
"8kygk","1","33","33.000000000"
"8kygl","1","3","3.000000000"
"8kygo","1","1","1.000000000"
"8kygq","1","206","206.000000000"
"8kygz","1","1","1.000000000"
"8kyhj","1","1","1.000000000"
"8kyiq","1","14","14.000000000"
"8kyjt","1","12","12.000000000"
"8kyk5","1","86","86.000000000"
"8kyka","1","2","2.000000000"
"8kyl4","1","97","97.000000000"
"8kyl5","1","40","40.000000000"
"8kyld","1","50","50.000000000"
"8kymr","1","3","3.000000000"
"8kynd","1","10","10.000000000"
"8kynk","1","3","3.000000000"
"8kyov","1","1902","1902.000000000"
"8kyow","1","5","5.000000000"
"8kyoy","1","1","1.000000000"
"8kyp1","1","109","109.000000000"
"8kyp7","1","2","2.000000000"
"8kyp8","1","7","7.000000000"
"8kypd","1","90","90.000000000"
"8kypr","1","23","23.000000000"
"8kyqu","1","1","1.000000000"
"8kyre","1","2","2.000000000"
"8kysj","1","12","12.000000000"
"8kyss","1","3","3.000000000"
"8kytg","1","1","1.000000000"
"8kyu8","1","6","6.000000000"
"8kyvb","1","4774","4774.000000000"
"8kyvg","1","3","3.000000000"
"8kyvt","1","2","2.000000000"
"8kyvw","1","30","30.000000000"
"8kyw0","1","8","8.000000000"
"8kyw6","1","27","27.000000000"
"8kywb","1","92","92.000000000"
"8kywm","1","1","1.000000000"
"8kywq","1","1","1.000000000"
"8kywy","1","113","113.000000000"
"8kyxs","1","1","1.000000000"
"8kyxz","1","1","1.000000000"
"8kyyv","1","14","14.000000000"
"8kyz1","1","14","14.000000000"
"8kyzp","1","63868","63868.000000000"
"8kz2d","1","12","12.000000000"
"8kz2e","1","1","1.000000000"
"8kz2y","1","1","1.000000000"
"8kz4p","1","1","1.000000000"
"8kz5j","1","8","8.000000000"
"8kz64","1","106","106.000000000"
"8kz6l","1","1","1.000000000"
"8kz6p","1","881","881.000000000"
"8kz6r","1","1","1.000000000"
"8kz74","1","2","2.000000000"
"8kz7h","1","2","2.000000000"
"8kz7i","1","1","1.000000000"
"8kz7z","1","14","14.000000000"
"8kz81","1","22","22.000000000"
"8kz84","1","307","307.000000000"
"8kz8a","1","34","34.000000000"
"8kz9c","1","10","10.000000000"
"8kz9e","1","9","9.000000000"
"8kz9f","1","2276","2276.000000000"
"8kz9k","1","1","1.000000000"
"8kz9x","1","3","3.000000000"
"8kzaf","1","1","1.000000000"
"8kzbb","1","13219","13219.000000000"
"8kzbg","1","19","19.000000000"
"8kzd5","1","4","4.000000000"
"8kzds","1","10","10.000000000"
"8kzen","1","29","29.000000000"
"8kzep","1","41","41.000000000"
"8kzer","1","19","19.000000000"
"8kzes","1","1","1.000000000"
"8kzf2","1","2","2.000000000"
"8kzf5","1","1","1.000000000"
"8kzfo","1","86","86.000000000"
"8kzgc","1","2","2.000000000"
"8kzgf","1","3","3.000000000"
"8kzhr","1","9","9.000000000"
"8kzhu","1","2","2.000000000"
"8kzhz","1","18","18.000000000"
"8kzi1","1","3","3.000000000"
"8kzi5","1","1","1.000000000"
"8kzjk","1","243","243.000000000"
"8kzjq","1","28","28.000000000"
"8kzjy","1","3","3.000000000"
"8kzkc","1","5","5.000000000"
"8kzkl","1","43","43.000000000"
"8kzkp","1","4","4.000000000"
"8kzkq","1","1","1.000000000"
"8kzl3","1","3","3.000000000"
"8kzl6","1","2","2.000000000"
"8kzlb","1","1","1.000000000"
"8kzll","1","107","107.000000000"
"8kzlm","1","4","4.000000000"
"8kzm1","1","513","513.000000000"
"8kzmh","1","3","3.000000000"
"8kzmx","1","1","1.000000000"
"8kzmy","1","63","63.000000000"
"8kzna","1","3318","3318.000000000"
"8kznn","1","1295","1295.000000000"
"8kznw","1","93","93.000000000"
"8kzo4","1","8","8.000000000"
"8kzom","1","1","1.000000000"
"8kzpi","1","8","8.000000000"
"8kzq3","1","2","2.000000000"
"8kzqd","1","509","509.000000000"
"8kzqe","1","4","4.000000000"
"8kzqo","1","2","2.000000000"
"8kzr4","1","45","45.000000000"
"8kzr5","1","59","59.000000000"
"8kzr6","1","66","66.000000000"
"8kzr7","1","90","90.000000000"
"8kzr9","1","52","52.000000000"
"8kzss","1","50","50.000000000"
"8kzst","1","53","53.000000000"
"8kzsu","1","41","41.000000000"
"8kzt1","1","3353","3353.000000000"
"8kztj","1","3","3.000000000"
"8kztp","1","2","2.000000000"
"8kztq","1","135","135.000000000"
"8kzu3","1","7","7.000000000"
"8kzuk","1","47","47.000000000"
"8kzv1","1","241","241.000000000"
"8kzvn","1","6301","6301.000000000"
"8kzw1","1","37","37.000000000"
"8kzwc","1","11","11.000000000"
"8kzwu","1","281","281.000000000"
"8kzx6","1","19","19.000000000"
"8kzxc","1","46","46.000000000"
"8kzxk","1","156","156.000000000"
"8kzxo","1","9","9.000000000"
"8kzxz","1","1368","1368.000000000"
"8kzy2","1","3","3.000000000"
"8kzy5","1","1700","1700.000000000"
"8kzyi","1","2182","2182.000000000"
"8kzyz","1","3","3.000000000"
"8l004","1","1","1.000000000"
"8l00g","1","4566","4566.000000000"
"8l00h","1","170","170.000000000"
"8l00x","1","4","4.000000000"
"8l014","1","6","6.000000000"
"8l01a","1","9","9.000000000"
"8l01b","1","1","1.000000000"
"8l01g","1","68","68.000000000"
"8l01w","1","1","1.000000000"
"8l01y","1","24","24.000000000"
"8l029","1","9","9.000000000"
"8l02e","1","1","1.000000000"
"8l02g","1","3","3.000000000"
"8l02m","1","2","2.000000000"
"8l02n","1","2","2.000000000"
"8l02t","1","25","25.000000000"
"8l02x","1","146","146.000000000"
"8l03g","1","2","2.000000000"
"8l03j","1","33","33.000000000"
"8l046","1","2","2.000000000"
"8l04m","1","26","26.000000000"
"8l04x","1","54","54.000000000"
"8l04z","1","296","296.000000000"
"8l050","1","51","51.000000000"
"8l051","1","50","50.000000000"
"8l052","1","44","44.000000000"
"8l053","1","51","51.000000000"
"8l05k","1","6","6.000000000"
"8l05l","1","464","464.000000000"
"8l05z","1","3","3.000000000"
"8l061","1","60","60.000000000"
"8l063","1","33","33.000000000"
"8l06b","1","1","1.000000000"
"8l071","1","292","292.000000000"
"8l07i","1","345","345.000000000"
"8l07n","1","5","5.000000000"
"8l07q","1","1","1.000000000"
"8l07t","1","1","1.000000000"
"8l08l","1","2","2.000000000"
"8l09b","1","89","89.000000000"
"8l0a0","1","65","65.000000000"
"8l0aq","1","16","16.000000000"
"8l0b4","1","213","213.000000000"
"8l0bl","1","1129","1129.000000000"
"8l0bm","1","13","13.000000000"
"8l0c2","1","25","25.000000000"
"8l0ca","1","408","408.000000000"
"8l0cx","1","29","29.000000000"
"8l0e4","1","103","103.000000000"
"8l0f6","1","26","26.000000000"
"8l0fs","1","1","1.000000000"
"8l0fv","1","2","2.000000000"
"8l0fx","1","2","2.000000000"
"8l0gr","1","34","34.000000000"
"8l0ho","1","10","10.000000000"
"8l0i4","1","2","2.000000000"
"8l0io","1","49","49.000000000"
"8l0iu","1","34","34.000000000"
"8l0iv","1","38","38.000000000"
"8l0j8","1","4","4.000000000"
"8l0jf","1","42","42.000000000"
"8l0k0","1","1","1.000000000"
"8l0k9","1","2","2.000000000"
"8l0l8","1","1","1.000000000"
"8l0lh","1","20","20.000000000"
"8l0lm","1","1","1.000000000"
"8l0lv","1","7","7.000000000"
"8l0m2","1","2","2.000000000"
"8l0m9","1","41","41.000000000"
"8l0mw","1","7","7.000000000"
"8l0n5","1","7","7.000000000"
"8l0ng","1","11","11.000000000"
"8l0nw","1","9","9.000000000"
"8l0p1","1","49","49.000000000"
"8l0p8","1","5","5.000000000"
"8l0q6","1","5430","5430.000000000"
"8l0r9","1","6","6.000000000"
"8l0rb","1","247","247.000000000"
"8l0rp","1","122","122.000000000"
"8l0rq","1","1532","1532.000000000"
"8l0rr","1","104","104.000000000"
"8l0sm","1","4203","4203.000000000"
"8l0sw","1","8","8.000000000"
"8l0t1","1","21","21.000000000"
"8l0t3","1","1","1.000000000"
"8l0t6","1","10","10.000000000"
"8l0td","1","1","1.000000000"
"8l0ty","1","3","3.000000000"
"8l0u5","1","4","4.000000000"
"8l0uu","1","40","40.000000000"
"8l0v8","1","1471","1471.000000000"
"8l0v9","1","10439","10439.000000000"
"8l0w0","1","1","1.000000000"
"8l0wx","1","227","227.000000000"
"8l0wz","1","5","5.000000000"
"8l0x3","1","509","509.000000000"
"8l0x4","1","3","3.000000000"
"8l0x9","1","5","5.000000000"
