"partnerid","AvgClickPer5Min","AvgClickPer3Hr","AvgClickPer6Hr","status"
"8j0g9","1.34","5.22","6.71","OK"
"8j0h6","2.00","2.00","2.00","OK"
"8j0hb","1.37","13.68","26.31","OK"
"8j0j9","1.20","3.31","4.82","OK"
"8j0m9","1.00","1.00","1.50","OK"
"8j0mk","1.00","1.73","2.36","OK"
"8j0mw","1.12","2.15","3.11","OK"
"8j0n4","1.22","9.33","17.23","OK"
"8j0ov","1.33","15.12","29.08","OK"
"8j0oz","1.00","1.00","1.00","OK"
"8j0pl","3.24","91.88","176.69","Fraud"
"8j0py","1.00","1.00","1.00","OK"
"8j0qc","1.33","11.38","21.00","OK"
"8j0qr","1.00","1.00","1.00","OK"
"8j0su","1.00","2.33","2.33","OK"
"8j0tb","1.00","1.17","1.17","OK"
"8j0tg","1.00","1.29","1.50","OK"
"8j0w1","4.66","142.84","274.69","Observation"
"8j0wb","1.12","2.11","3.17","OK"
"8j0ww","1.27","13.08","25.15","OK"
"8j0x3","1.54","27.36","52.62","OK"
"8j0x9","5.17","169.64","326.23","Observation"
"8j0z9","1.00","1.00","1.00","OK"
"8j10c","52.54","1815.68","3491.69","OK"
"8j11k","1.00","1.00","1.00","OK"
"8j121","1.21","2.41","3.42","OK"
"8j12n","1.12","1.71","2.64","OK"
"8j15b","1.07","1.63","2.38","OK"
"8j16r","1.00","1.00","1.50","OK"
"8j18g","1.00","1.17","1.17","OK"
"8j197","1.38","4.27","5.88","OK"
"8j19d","1.16","4.13","7.92","OK"
"8j19f","3.86","126.76","243.77","OK"
"8j19x","11.07","382.52","735.62","OK"
"8j1a0","1.14","2.72","4.45","OK"
"8j1a1","2.30","56.28","108.23","OK"
"8j1a2","1.92","29.96","57.62","OK"
"8j1a3","1.09","1.20","1.50","OK"
"8j1a6","1.00","1.69","2.25","OK"
"8j1a7","1.00","1.47","2.00","OK"
"8j1aj","2.22","57.44","110.46","OK"
"8j1di","1.06","2.06","3.30","OK"
"8j1fp","1.00","1.33","1.33","OK"
"8j1h7","1.00","1.00","1.50","OK"
"8j1j6","1.17","1.75","1.75","OK"
"8j1lc","1.18","5.81","10.17","OK"
"8j1od","2.48","70.64","135.85","OK"
"8j1pb","1.27","7.75","14.09","OK"
"8j1pd","10.39","338.40","650.77","OK"
"8j1q5","1.00","1.00","1.00","OK"
"8j1qi","1.00","1.00","1.00","OK"
"8j1rc","1.67","1.67","1.67","OK"
"8j1s7","1.00","1.00","1.00","OK"
"8j1se","1.13","5.91","10.00","OK"
"8j1so","1.14","2.50","3.64","OK"
"8j1sp","1.00","2.40","3.60","OK"
"8j1sw","1.18","6.53","10.89","OK"
"8j1t4","1.63","31.20","60.00","OK"
"8j1ti","11.19","384.80","740.00","OK"
"8j1u4","1.07","1.78","2.67","OK"
"8j1u5","1.08","2.80","4.31","OK"
"8j1uw","2.50","2.50","2.50","OK"
"8j1x0","1.17","1.40","1.40","OK"
"8j1xv","1.06","1.64","2.57","OK"
"8j1y0","1.00","1.00","1.00","OK"
"8j1y6","1.25","1.25","1.25","OK"
"8j20z","2.38","57.76","111.08","OK"
"8j22j","1.00","1.29","1.50","OK"
"8j22t","1.13","1.29","1.50","OK"
"8j23z","1.00","2.67","4.00","OK"
"8j240","1.00","1.00","1.00","OK"
"8j24h","1.00","1.00","1.00","OK"
"8j26k","1.13","3.70","7.08","OK"
"8j279","1.17","2.86","5.25","OK"
"8j27p","1.00","1.17","1.40","OK"
"8j295","1.00","1.50","1.50","OK"
"8j29y","1.09","2.00","2.40","OK"
"8j2b6","1.12","3.00","5.08","OK"
"8j2b9","1.19","3.58","5.67","OK"
"8j2dz","1.00","1.00","1.00","OK"
"8j2e0","16.38","564.72","1086.00","OK"
"8j2e9","1.00","1.00","1.00","OK"
"8j2er","1.00","1.67","2.50","OK"
"8j2f8","1.15","1.92","2.88","OK"
"8j2hf","1.70","28.68","55.15","Observation"
"8j2i2","1.11","3.16","5.45","OK"
"8j2ix","3.92","17.46","34.92","Observation"
"8j2kd","1.00","1.00","1.00","OK"
"8j2ki","1.00","1.00","1.00","OK"
"8j2li","1.00","1.00","1.00","OK"
"8j2m4","11.76","401.12","771.38","Observation"
"8j2nt","1.43","7.79","14.38","OK"
"8j2pr","1.11","3.71","6.85","OK"
"8j2r9","1.08","2.67","4.67","OK"
"8j2s6","4.21","140.68","270.54","OK"
"8j2s7","12.23","422.72","812.92","OK"
"8j2td","1.21","8.84","17.00","OK"
"8j2to","1.00","1.00","1.00","OK"
"8j2tr","1.00","1.00","1.00","OK"
"8j2uy","1.76","40.28","77.46","Fraud"
"8j2z5","1.07","2.29","3.20","OK"
"8j2zn","1.00","1.00","1.00","OK"
"8j307","1.12","2.24","3.80","OK"
"8j30b","1.21","1.89","2.43","OK"
"8j30i","1.00","1.00","1.00","OK"
"8j30r","2.08","23.13","46.25","Fraud"
"8j311","1.07","3.32","6.08","OK"
"8j319","1.00","1.00","1.00","OK"
"8j31t","2.93","81.84","157.38","Observation"
"8j31u","1.22","4.09","7.23","OK"
"8j326","1.00","1.00","1.00","OK"
"8j329","1.00","1.00","1.00","OK"
"8j32k","1.15","2.94","4.42","OK"
"8j32l","1.15","4.42","8.15","OK"
"8j32m","1.35","13.92","26.77","OK"
"8j34p","1.17","1.40","1.40","OK"
"8j368","7.24","247.44","475.85","Observation"
"8j369","8.29","282.92","544.08","Observation"
"8j36c","1.00","1.00","1.00","OK"
"8j36d","9.99","344.40","662.31","Observation"
"8j36e","12.75","440.04","846.23","OK"
"8j36f","1.28","7.29","14.58","OK"
"8j36t","5.82","199.20","383.08","OK"
"8j38c","1.00","1.00","1.00","OK"
"8j398","1.00","1.00","1.00","OK"
"8j39n","1.20","9.00","17.31","OK"
"8j39x","2.01","48.68","93.62","OK"
"8j3e7","1.00","1.00","1.00","OK"
"8j3ej","1.11","1.72","2.58","OK"
"8j3fg","1.09","3.00","5.73","OK"
"8j3fs","1.08","1.63","2.17","OK"
"8j3gw","86.59","2992.40","5754.62","OK"
"8j3j2","1.00","1.00","1.00","OK"
"8j3kg","1.19","2.26","3.58","OK"
"8j3l0","1.00","1.00","1.00","OK"
"8j3ln","1.00","1.00","1.00","OK"
"8j3nw","1.14","5.00","9.23","OK"
"8j3oy","1.00","1.00","1.00","OK"
"8j3th","1.00","1.00","1.00","OK"
"8j3u4","1.17","9.04","17.38","OK"
"8j3xi","1.31","18.64","35.85","OK"
"8j3xm","1.00","1.00","1.00","OK"
"8j3z1","1.75","1.75","2.33","OK"
"8j3zu","1.69","3.38","4.50","OK"
"8j416","2.66","71.48","137.46","OK"
"8j41t","1.00","1.50","3.00","OK"
"8j42p","1.00","1.00","1.00","OK"
"8j437","1.33","1.60","1.60","OK"
"8j43i","1.00","1.00","1.00","OK"
"8j46c","18.22","629.56","1210.69","OK"
"8j470","1.00","1.00","1.00","OK"
"8j49w","1.22","6.46","10.50","OK"
"8j4ap","1.00","1.00","1.00","OK"
"8j4ch","1.63","4.40","5.50","OK"
"8j4dw","1.00","1.00","1.00","OK"
"8j4fc","1.23","8.52","16.38","OK"
"8j4fe","1.33","2.00","2.67","OK"
"8j4gq","3.92","128.04","246.23","OK"
"8j4gr","20.22","698.68","1343.62","OK"
"8j4hv","1.00","2.00","2.00","OK"
"8j4li","1.18","1.44","1.44","OK"
"8j4mp","1.55","24.32","46.77","OK"
"8j4nq","1.25","1.67","1.67","OK"
"8j4o3","1.00","1.00","1.00","OK"
"8j4og","1.00","1.33","1.33","OK"
"8j4pk","1.00","1.40","2.00","OK"
"8j4pp","6.17","196.92","378.69","OK"
"8j4qz","6.23","211.04","405.85","OK"
"8j4sj","1.00","1.00","1.00","OK"
"8j4tc","1.20","2.65","4.42","OK"
"8j4tl","1.00","1.00","1.00","OK"
"8j4tm","1.00","1.33","1.33","OK"
"8j4uo","2.36","61.00","117.31","OK"
"8j4uq","1.10","1.83","2.44","OK"
"8j4v5","1.17","6.16","11.85","OK"
"8j4vg","1.09","2.33","3.18","OK"
"8j4vj","1.00","1.00","1.00","OK"
"8j4ye","1.24","12.50","23.08","OK"
"8j507","2.44","65.00","125.00","OK"
"8j510","1.33","1.33","1.33","OK"
"8j51f","2.02","47.88","92.08","Observation"
"8j522","1.08","2.33","3.50","OK"
"8j523","1.53","3.88","6.60","OK"
"8j52r","1.18","4.46","8.23","OK"
"8j53q","1.13","1.13","1.50","OK"
"8j53t","2.00","41.28","79.38","OK"
"8j54k","1.20","1.20","1.50","OK"
"8j54x","1.00","1.00","1.00","OK"
"8j55y","121.23","4189.76","8057.23","OK"
"8j55z","53.31","1842.40","3543.08","OK"
"8j57g","1.00","1.00","1.00","OK"
"8j59e","1.10","1.38","2.20","OK"
"8j5a2","1.27","1.94","2.75","OK"
"8j5an","3.88","115.84","222.77","OK"
"8j5bx","1.45","20.76","39.92","OK"
"8j5cg","1.26","8.80","16.92","OK"
"8j5d0","1.46","18.80","36.15","OK"
"8j5dj","1.33","17.20","33.08","OK"
"8j5dk","1.00","1.00","1.00","OK"
"8j5dn","1.00","1.00","1.00","OK"
"8j5ey","1.00","1.25","1.25","OK"
"8j5f7","1.00","2.10","2.63","OK"
"8j5fu","1.34","15.76","30.31","OK"
"8j5gg","2.44","46.68","89.77","OK"
"8j5gh","7.03","238.96","459.54","OK"
"8j5gi","1.80","22.24","42.77","OK"
"8j5gj","3.83","117.64","226.23","OK"
"8j5h0","1.00","1.50","1.88","OK"
"8j5hb","1.00","1.00","1.00","OK"
"8j5hx","1.00","1.00","1.50","OK"
"8j5ig","1.00","1.00","1.25","OK"
"8j5ix","1.00","1.15","1.50","OK"
"8j5lq","1.17","1.40","2.33","OK"
"8j5lt","57.91","1999.08","3844.38","OK"
"8j5n1","1.00","2.00","2.00","OK"
"8j5n8","1.00","1.20","1.50","OK"
"8j5ne","1.00","1.00","1.33","OK"
"8j5oc","1.00","2.00","2.50","OK"
"8j5od","1.07","1.50","1.88","OK"
"8j5ol","1.20","1.50","1.50","OK"
"8j5qz","1.00","1.00","1.00","OK"
"8j5r6","1.32","17.32","33.31","OK"
"8j5rx","1.00","1.00","1.00","OK"
"8j5t5","1.22","2.15","3.11","OK"
"8j5wq","1.00","1.00","1.00","OK"
"8j5xt","1.00","1.00","1.00","OK"
"8j5zr","1.00","1.40","1.75","OK"
"8j5zs","1.00","1.50","1.71","OK"
"8j5zz","10.59","364.72","701.38","OK"
"8j603","1.00","1.27","1.56","OK"
"8j60b","1.24","6.79","13.58","OK"
"8j60m","1.05","4.20","8.08","OK"
"8j60q","1.00","2.25","2.25","OK"
"8j62o","1.00","1.00","1.13","OK"
"8j62v","1.00","1.78","2.00","OK"
"8j638","1.22","6.52","12.50","OK"
"8j64i","1.17","1.40","1.75","OK"
"8j65y","2.46","60.52","116.38","OK"
"8j67b","2.33","8.17","9.80","OK"
"8j67c","1.14","3.95","6.69","OK"
"8j696","2.54","66.08","127.08","OK"
"8j69h","1.00","1.00","1.00","OK"
"8j69s","1.00","1.00","1.00","OK"
"8j6ac","1.07","1.67","2.50","OK"
"8j6ae","1.88","2.14","2.50","OK"
"8j6b8","1.00","1.00","1.00","OK"
"8j6em","1.88","41.44","79.69","OK"
"8j6en","1.14","6.88","13.23","OK"
"8j6eq","1.00","1.00","1.00","OK"
"8j6es","16.12","535.24","1029.31","OK"
"8j6f7","1.10","6.96","13.38","OK"
"8j6fg","1.19","5.74","11.00","OK"
"8j6go","1.14","1.78","2.00","OK"
"8j6he","1.07","2.58","4.08","OK"
"8j6jw","1.03","3.05","5.33","OK"
"8j6mc","1.00","1.00","1.00","OK"
"8j6nz","1.14","1.60","1.60","OK"
"8j6oi","3.07","98.00","188.46","OK"
"8j6p7","1.00","1.00","1.50","OK"
"8j6pj","1.00","1.00","1.00","OK"
"8j6pm","2.85","82.52","158.69","OK"
"8j6ze","1.00","1.00","1.00","OK"
"8j6zf","2.13","52.40","100.77","OK"
"8j70l","1.20","8.32","16.00","OK"
"8j72c","1.00","1.20","1.20","OK"
"8j732","1.00","1.00","1.50","OK"
"8j73t","8.20","283.52","545.23","OK"
"8j76o","5.53","164.48","316.31","OK"
"8j77b","1.53","29.21","58.42","OK"
"8j78u","1.73","32.20","61.92","OK"
"8j79o","1.21","9.25","17.08","OK"
"8j7ao","1.00","1.00","1.00","OK"
"8j7ba","1.00","1.00","1.00","OK"
"8j7ct","1.05","2.28","3.73","OK"
"8j7dc","1.00","1.00","1.00","OK"
"8j7ia","1.00","1.00","1.00","OK"
"8j7ic","1.00","3.00","3.00","OK"
"8j7iy","1.13","1.29","1.50","OK"
"8j7jh","1.00","1.50","2.00","OK"
"8j7mj","1.33","2.00","2.00","OK"
"8j7si","1.00","1.00","1.00","OK"
"8j7t8","1.36","3.21","5.55","OK"
"8j7tm","3.42","91.16","175.31","Fraud"
"8j7tt","1.00","1.00","1.25","OK"
"8j7xq","1.03","2.07","2.82","OK"
"8j7yi","1.00","1.00","1.00","OK"
"8j7yr","1.70","31.60","60.77","OK"
"8j80q","1.10","1.57","2.20","OK"
"8j82j","1.08","2.60","3.55","OK"
"8j839","1.00","1.00","1.00","OK"
"8j83j","1.05","2.47","3.82","OK"
"8j83r","1.00","1.00","1.00","OK"
"8j83y","1.00","1.25","1.67","OK"
"8j87g","1.56","21.04","40.46","OK"
"8j87i","1.17","1.40","1.40","OK"
"8j8b5","1.50","1.50","1.50","OK"
"8j8bn","1.67","1.67","1.67","OK"
"8j8bu","1.00","1.00","1.00","OK"
"8j8eb","1.00","1.00","1.00","OK"
"8j8eo","1.00","1.00","1.00","OK"
"8j8et","1.10","1.38","1.57","OK"
"8j8gw","1.00","1.00","1.00","OK"
"8j8h8","1.00","1.00","1.00","OK"
"8j8ho","1.09","4.52","8.67","OK"
"8j8hq","1.00","1.00","1.00","OK"
"8j8hr","1.00","1.13","1.50","OK"
"8j8i3","1.43","12.80","24.62","OK"
"8j8j4","1.00","1.93","2.70","OK"
"8j8jd","9.46","319.76","614.92","OK"
"8j8jg","1.00","2.00","2.00","OK"
"8j8k3","1.00","1.00","1.00","OK"
"8j8mt","1.38","3.14","3.67","OK"
"8j8mz","1.68","32.16","61.85","OK"
"8j8o4","2.94","89.40","171.92","OK"
"8j8op","1.11","2.73","3.75","OK"
"8j8or","1.00","1.33","1.33","OK"
"8j8ou","1.00","1.00","1.00","OK"
"8j8q3","1.00","1.00","1.20","OK"
"8j8rh","1.00","1.00","1.00","OK"
"8j8sa","1.00","1.00","1.00","OK"
"8j8se","1.25","4.72","7.08","OK"
"8j8sf","1.12","5.08","10.17","OK"
"8j8sv","1.11","5.74","11.00","OK"
"8j8t2","1.76","28.08","54.00","OK"
"8j8tf","1.13","2.13","3.09","OK"
"8j8u2","1.33","8.72","16.77","OK"
"8j8wj","1.00","1.00","1.00","OK"
"8j8yz","2.12","55.20","106.15","OK"
"8j8zb","1.11","4.78","9.17","OK"
"8j90l","1.00","1.00","1.00","OK"
"8j90q","1.00","1.33","1.33","OK"
"8j92i","1.51","23.48","45.15","OK"
"8j94o","1.00","1.00","1.00","OK"
"8j94s","1.00","1.00","1.00","OK"
"8j94z","1.06","2.26","4.00","OK"
"8j95g","1.00","1.00","1.50","OK"
"8j967","1.64","31.80","61.15","OK"
"8j9a2","1.06","1.58","2.11","OK"
"8j9a5","1.50","2.25","2.25","OK"
"8j9aa","1.14","1.14","1.14","OK"
"8j9d9","1.30","11.63","23.25","OK"
"8j9eq","1.07","1.76","3.00","OK"
"8j9ey","1.00","1.00","1.00","OK"
"8j9ge","1.00","1.00","1.00","OK"
"8j9h2","1.00","1.00","1.00","OK"
"8j9h9","1.00","1.00","1.00","OK"
"8j9i6","10.44","356.68","685.92","OK"
"8j9i7","1.35","14.20","27.31","OK"
"8j9i9","2.51","71.88","138.23","OK"
"8j9jc","1.00","1.00","1.00","OK"
"8j9m9","1.38","8.25","12.69","OK"
"8j9ml","1.00","1.53","2.30","OK"
"8j9o0","1.71","35.44","68.15","OK"
"8j9p4","1.39","20.68","39.77","Observation"
"8j9pe","1.23","4.17","6.82","OK"
"8j9q3","1.00","1.20","1.33","OK"
"8jb5v","1.00","1.00","1.00","OK"
"8jc3s","2.28","60.04","115.46","OK"
"8jc5o","1.20","4.67","8.91","OK"
"8jc8u","1.00","1.00","1.00","OK"
"8jc8v","36.14","1249.16","2402.23","OK"
"8jccm","1.10","4.30","8.25","OK"
"8jcez","1.20","2.00","2.00","OK"
"8jcfz","1.00","1.00","1.00","OK"
"8jcgp","1.77","2.56","3.29","OK"
"8jch5","1.10","3.25","6.50","OK"
"8jchh","1.19","6.38","11.17","OK"
"8jciv","1.19","4.71","8.25","OK"
"8jclv","3.09","95.28","183.23","OK"
"8jcoh","1.00","1.00","1.00","OK"
"8jcru","1.00","1.13","1.13","OK"
"8jcuw","1.00","1.00","1.00","OK"
"8jg20","2.79","79.80","153.46","OK"
"8jg2a","1.00","1.20","1.20","OK"
"8jg49","1.00","1.00","1.00","OK"
"8jg5r","1.25","1.43","1.43","OK"
"8jg82","1.00","1.00","1.00","OK"
"8jg8w","1.00","1.00","1.00","OK"
"8jg9s","1.09","2.50","3.50","OK"
"8jgac","1.14","7.48","13.23","OK"
"8jgbu","9.27","318.64","612.77","OK"
"8jgcj","1.16","3.30","5.50","OK"
"8jgcw","1.14","3.80","7.31","OK"
"8jgel","1.00","1.00","1.00","OK"
"8jgf3","1.00","1.00","1.00","OK"
"8jgg3","1.36","8.25","16.50","OK"
"8jggg","1.00","1.00","1.00","OK"
"8jgk9","1.00","1.00","1.00","OK"
"8jgkk","1.84","34.08","65.54","Observation"
"8jgl8","1.00","1.00","1.00","OK"
"8jgls","1.26","11.48","22.08","OK"
"8jgok","1.50","3.00","3.00","OK"
"8jgq9","1.00","1.00","1.00","OK"
"8jgqa","1.10","2.79","4.42","OK"
"8jgqb","1.31","3.36","4.27","OK"
"8jgqr","1.00","1.00","1.00","OK"
"8jgt1","1.05","2.95","4.54","OK"
"8jgts","1.19","2.53","4.22","OK"
"8jgu2","1.00","1.00","1.00","OK"
"8jgul","1.04","2.88","4.45","OK"
"8jgvx","1.00","1.00","1.00","OK"
"8jh5s","1.00","1.00","1.00","OK"
"8jh5u","1.00","1.00","1.00","OK"
"8jh5v","1.00","1.00","1.00","OK"
"8jh60","1.50","3.00","3.00","OK"
"8jh7b","1.24","10.44","20.08","OK"
"8jh9c","1.04","2.61","4.27","OK"
"8jhbl","1.47","20.52","39.46","OK"
"8jhcs","1.00","1.00","1.00","OK"
"8jhct","1.00","1.00","1.00","OK"
"8jhdz","1.55","2.43","2.43","OK"
"8jhep","1.11","1.67","2.00","OK"
"8jhfv","13.75","475.08","913.62","OK"
"8jhge","1.27","3.68","5.83","OK"
"8jhgj","1.00","1.00","1.00","OK"
"8jhgx","10.47","351.36","675.69","OK"
"8jhh0","1.21","6.43","11.38","OK"
"8jhi5","1.00","1.50","1.50","OK"
"8jhis","2.00","2.00","2.00","OK"
"8jhit","1.17","2.10","2.63","OK"
"8jhle","1.00","1.00","1.00","OK"
"8jhlw","1.50","1.50","1.50","OK"
"8jhmk","1.00","1.00","1.00","OK"
"8jhnz","2.38","61.48","118.23","OK"
"8jhou","1.13","5.36","7.38","OK"
"8jhp2","1.00","1.38","1.57","OK"
"8jhsv","1.00","1.00","1.00","OK"
"8jhtq","1.00","1.00","1.00","OK"
"8jhw3","1.05","4.26","8.17","OK"
"8jhw9","1.00","1.33","1.33","OK"
"8jhyg","1.40","2.33","2.33","OK"
"8ji11","1.00","1.20","1.20","OK"
"8ji1d","1.00","1.00","1.00","OK"
"8ji1k","2.17","57.56","110.69","OK"
"8ji1l","8.89","303.56","583.77","OK"
"8ji1s","1.57","22.48","43.23","OK"
"8ji1u","1.28","11.56","22.23","Observation"
"8ji2e","1.00","1.00","1.00","OK"
"8ji49","1.04","2.23","2.64","OK"
"8ji4k","2.77","83.40","160.38","OK"
"8ji4m","1.21","4.00","7.33","OK"
"8ji4n","1.00","1.60","2.40","OK"
"8ji60","1.00","1.00","1.00","OK"
"8ji8h","1.21","8.52","16.38","OK"
"8ji8l","1.00","1.00","1.00","OK"
"8ji9t","1.00","1.00","1.00","OK"
"8jiak","1.00","1.00","1.00","OK"
"8jiam","1.00","1.00","1.00","OK"
"8jian","1.00","1.33","1.33","OK"
"8jibl","1.10","3.35","4.75","OK"
"8jibp","1.00","1.00","1.00","OK"
"8jict","1.16","4.61","8.15","OK"
"8jid2","1.00","1.00","1.00","OK"
"8jiex","1.32","17.60","33.85","OK"
"8jif4","1.00","1.00","1.00","OK"
"8jifa","1.09","1.50","1.71","OK"
"8jiff","1.10","4.22","7.46","OK"
"8jigh","1.11","3.38","6.23","OK"
"8jik8","1.00","1.00","1.00","OK"
"8jil2","1.00","1.13","1.29","OK"
"8jim2","1.00","1.00","1.00","OK"
"8jin3","1.00","1.46","2.38","OK"
"8jior","1.35","18.88","36.31","OK"
"8jisx","1.28","7.76","14.92","OK"
"8jith","1.00","1.00","1.00","OK"
"8jiu2","1.00","1.00","1.00","OK"
"8jiuc","1.26","5.80","11.15","OK"
"8jiwm","1.00","1.00","1.00","OK"
"8jiy2","1.20","6.39","12.25","OK"
"8jiy8","1.00","1.25","1.67","OK"
"8jiz8","1.00","1.50","1.50","OK"
"8jj05","1.00","1.00","1.00","OK"
"8jj1n","1.51","19.88","38.23","OK"
"8jj1s","1.00","1.00","1.00","OK"
"8jj35","1.00","1.00","1.00","OK"
"8jj3f","1.00","1.20","1.50","OK"
"8jj6m","1.19","5.14","9.82","OK"
"8jj7t","45.71","1579.88","3038.23","OK"
"8jj80","1.00","1.00","1.00","OK"
"8jj96","1.00","1.00","1.00","OK"
"8jj9d","1.13","1.70","1.89","OK"
"8jjao","1.42","11.32","21.77","Observation"
"8jjap","3.26","102.04","196.23","OK"
"8jjc5","11.38","387.96","746.08","OK"
"8jjds","1.20","4.95","8.67","OK"
"8jjhc","1.00","1.00","1.00","OK"
"8jjji","35.56","1228.92","2363.31","OK"
"8jjo9","1.41","16.04","30.85","OK"
"8jjph","1.00","1.00","1.00","OK"
"8jjs6","2.79","83.60","160.77","Fraud"
"8jjsg","1.05","3.21","5.08","OK"
"8jjve","1.30","2.00","2.89","OK"
"8jjvh","1.57","1.57","1.57","OK"
"8jjxl","1.00","1.33","1.33","OK"
"8jk01","3.95","112.52","216.38","OK"
"8jk02","1.09","4.44","8.54","OK"
"8jk0d","1.20","10.00","19.17","Fraud"
"8jk15","4.64","145.92","280.62","OK"
"8jk1x","2.37","66.56","128.00","OK"
"8jk3i","1.45","19.56","37.62","OK"
"8jk4m","33.92","1172.12","2254.08","OK"
"8jk57","1.22","7.48","14.38","OK"
"8jk7c","1.00","1.00","1.00","OK"
"8jk8e","1.17","1.40","1.75","OK"
"8jk8g","122.33","4227.84","8130.46","OK"
"8jk8n","1.00","1.00","1.00","OK"
"8jka2","1.67","1.67","1.67","OK"
"8jkce","1.00","1.50","1.67","OK"
"8jkdf","1.46","16.64","32.00","OK"
"8jkdr","1.23","9.88","19.00","OK"
"8jkea","87.39","3020.28","5808.23","OK"
"8jkec","1.60","28.68","55.15","OK"
"8jked","3.29","102.84","197.77","OK"
"8jkfd","2.31","61.48","118.23","OK"
"8jkff","1.07","7.09","13.00","OK"
"8jkh1","2.56","74.48","143.23","Observation"
"8jkhu","1.00","2.00","2.00","OK"
"8jkhv","1.00","1.00","1.00","OK"
"8jkij","16.83","581.60","1118.46","OK"
"8jkk9","1.00","1.00","1.00","OK"
"8jkmi","1.07","4.70","8.31","OK"
"8jkof","1.42","14.92","28.69","OK"
"8jkor","2.04","48.76","93.77","OK"
"8jkp0","9.05","311.16","598.38","OK"
"8jkp1","19.16","662.12","1273.31","OK"
"8jkqn","1.14","6.43","12.33","OK"
"8jkrj","1.12","3.63","6.69","OK"
"8jks4","1.47","2.15","2.80","OK"
"8jksm","1.16","4.83","9.25","OK"
"8jkt3","1.00","1.00","1.00","OK"
"8jktn","5.48","175.12","336.77","OK"
"8jku2","1.00","1.00","1.00","OK"
"8jkul","12.27","422.52","812.54","OK"
"8jkv1","1.34","9.04","17.38","OK"
"8jkv9","1.18","2.54","3.67","OK"
"8jkve","2.41","59.88","115.15","OK"
"8jkwc","10.90","376.56","724.15","OK"
"8jkwu","1.00","1.46","2.38","OK"
"8jky9","1.71","35.80","68.85","OK"
"8jl02","1.06","1.90","2.71","OK"
"8jl05","1.29","7.12","13.69","OK"
"8jl0l","15.97","551.84","1061.23","OK"
"8jl0o","1.00","1.00","1.00","OK"
"8jl1o","1.43","6.30","11.45","OK"
"8jl1u","1.18","6.26","12.00","OK"
"8jl23","1.11","1.11","1.25","OK"
"8jl39","1.00","1.00","1.00","OK"
"8jl3n","1.32","6.16","11.85","OK"
"8jl3y","1.28","13.88","26.69","Fraud"
"8jl43","1.10","2.20","3.30","OK"
"8jl4l","1.17","1.17","1.40","OK"
"8jl61","1.16","4.05","7.42","OK"
"8jl6e","4.84","153.84","295.85","OK"
"8jl7q","2.57","68.52","131.77","OK"
"8jla6","1.59","19.20","36.92","OK"
"8jlad","1.00","1.00","1.00","OK"
"8jlah","1.00","1.00","1.00","OK"
"8jlc5","1.23","6.84","13.15","OK"
"8jli0","7.76","242.96","467.23","OK"
"8jlic","1.36","4.80","6.00","OK"
"8jlii","1.41","14.88","28.62","OK"
"8jlis","20.66","711.52","1368.31","OK"
"8jljk","1.00","1.00","1.00","OK"
"8jljl","1.00","1.00","1.00","OK"
"8jljm","1.16","3.64","6.67","OK"
"8jljq","1.14","2.67","4.00","OK"
"8jljr","472.04","16313.56","31372.23","OK"
"8jlju","1.20","2.91","5.15","OK"
"8jlk3","3.98","127.12","244.46","OK"
"8jlkt","1.25","3.25","5.42","OK"
"8jlms","1.11","2.96","5.67","OK"
"8jlmv","1.12","2.11","3.17","OK"
"8jlmz","1.00","1.00","1.00","OK"
"8jln6","1.20","8.20","15.77","OK"
"8jlnl","1.19","6.26","11.08","OK"
"8jlos","3.97","123.36","237.23","OK"
"8jlpw","17.41","601.00","1155.77","OK"
"8jlpz","1.48","9.22","17.67","OK"
"8jlr2","1.00","2.00","2.00","OK"
"8jlru","1.33","1.33","1.33","OK"
"8jlt1","6.42","218.56","420.31","OK"
"8jlu6","2.53","74.00","142.31","Fraud"
"8jlus","2.19","51.20","98.46","OK"
"8jlyt","1.00","1.00","2.00","OK"
"8jlzr","1.84","37.04","71.23","OK"
"8jm0h","1.00","1.00","2.00","OK"
"8jm0y","1.00","1.00","1.00","OK"
"8jm18","1.05","1.69","2.20","OK"
"8jm4d","1.24","8.17","14.70","OK"
"8jm4h","35.07","1212.00","2330.77","OK"
"8jm4p","1.00","1.00","1.00","OK"
"8jm4v","1.54","22.48","43.23","OK"
"8jm5b","1.23","2.29","2.29","OK"
"8jm5w","5.74","192.76","370.69","OK"
"8jm90","2.36","64.88","124.77","OK"
"8jm9p","3.23","88.16","169.54","OK"
"8jmbn","1.00","1.00","1.00","OK"
"8jmch","2.63","70.40","135.38","OK"
"8kuma","1.00","1.00","1.00","OK"
"8kump","1.30","6.33","9.50","OK"
"8kumu","3.49","54.36","104.54","Fraud"
"8kun0","1.50","3.00","3.00","OK"
"8kun1","1.24","11.64","21.33","OK"
"8kun5","1.43","2.00","2.00","Fraud"
"8kuno","1.00","1.00","1.00","OK"
"8kunr","1.50","6.75","6.75","OK"
"8kunx","1.26","8.44","16.23","OK"
"8kuo4","1.00","1.00","1.00","OK"
"8kuo5","1.16","7.68","14.77","OK"
"8kuov","1.13","1.50","1.80","OK"
"8kuph","1.00","1.00","1.00","OK"
"8kupw","1.00","1.00","1.00","OK"
"8kupz","1.00","1.00","1.00","OK"
"8kuq2","1.00","1.08","1.40","OK"
"8kuqa","1.10","4.84","9.31","OK"
