"partnerid","CntrVariance","status"
"8kyjt","12.00","OK"
"8kyk5","132.33","OK"
"8kyka","0.00","OK"
"8kyl4","46.93","OK"
"8kyl5","0.00","OK"
"8kyld","20.40","OK"
"8kymr","0.00","OK"
"8kynd","6.89","OK"
"8kynk","0.00","OK"
"8kyov","222292.67","Fraud"
"8kyow","0.89","OK"
"8kyoy","0.00","OK"
"8kyp1","860.56","OK"
"8kyp7","0.00","OK"
"8kyp8","0.25","OK"
"8kypd","294.60","OK"
"8kypr","4.81","OK"
"8kyqu","0.00","OK"
"8kyre","0.00","OK"
"8kysj","0.00","OK"
"8kyss","0.25","OK"
"8kytg","0.00","OK"
"8kyu8","4.00","OK"
"8kyvb","38649.28","OK"
"8kyvg","0.00","OK"
"8kyvt","0.00","OK"
"8kyvw","4.83","OK"
"8kyw0","4.00","OK"
"8kyw6","0.00","OK"
"8kywb","579.50","OK"
"8kywm","0.00","OK"
"8kywq","0.00","OK"
"8kywy","1501.84","OK"
"8kyxs","0.00","OK"
"8kyxz","0.00","OK"
"8kyyv","3.36","OK"
"8kyz1","26.89","OK"
"8kyzp","999999.99","OK"
"8kz2d","0.00","OK"
"8kz2e","0.00","OK"
"8kz2y","0.00","OK"
"8kz4p","0.00","OK"
"8kz5j","4.00","OK"
"8kz64","51.74","OK"
"8kz6l","0.00","OK"
"8kz6p","16504.98","Fraud"
"8kz6r","0.00","OK"
"8kz74","0.00","OK"
"8kz7h","0.00","OK"
"8kz7i","0.00","OK"
"8kz7z","10.89","OK"
"8kz81","21.89","OK"
"8kz84","860.58","OK"
"8kz8a","42.40","OK"
"8kz9c","6.89","OK"
"8kz9e","2.25","OK"
"8kz9f","207289.28","OK"
"8kz9k","0.00","OK"
"8kz9x","0.25","OK"
"8kzaf","0.00","OK"
"8kzbb","129341.46","OK"
"8kzbg","23.47","OK"
"8kzd5","0.22","OK"
"8kzds","0.00","OK"
"8kzen","47.55","OK"
"8kzep","238.69","OK"
"8kzer","1.69","OK"
"8kzes","0.00","OK"
"8kzf2","0.00","OK"
"8kzf5","0.00","OK"
"8kzfo","678.49","OK"
"8kzgc","0.00","OK"
"8kzgf","0.25","OK"
"8kzhr","2.56","OK"
"8kzhu","0.00","OK"
"8kzhz","1.50","OK"
"8kzi1","0.25","OK"
"8kzi5","0.00","OK"
"8kzjk","0.00","Fraud"
"8kzjq","0.00","OK"
"8kzjy","0.25","OK"
"8kzkc","0.25","OK"
"8kzkl","44.62","OK"
"8kzkp","0.00","OK"
"8kzkq","0.00","OK"
"8kzl3","0.25","OK"
"8kzl6","0.00","OK"
"8kzlb","0.00","OK"
"8kzll","747.48","OK"
"8kzlm","1.00","OK"
"8kzm1","9792.31","Fraud"
"8kzmh","0.25","OK"
"8kzmx","0.00","OK"
"8kzmy","43.47","OK"
"8kzna","59086.04","OK"
"8kznn","1623.74","OK"
"8kznw","50.83","OK"
"8kzo4","1.44","OK"
"8kzom","0.00","OK"
"8kzpi","0.00","OK"
"8kzq3","0.00","OK"
"8kzqd","12082.89","OK"
"8kzqe","0.00","OK"
"8kzqo","0.00","OK"
"8kzr4","380.25","OK"
"8kzr5","420.25","OK"
"8kzr6","784.00","OK"
"8kzr7","1681.00","OK"
"8kzr9","576.00","OK"
"8kzss","400.00","OK"
"8kzst","461.56","OK"
"8kzsu","296.22","OK"
"8kzt1","9200.08","OK"
"8kztj","0.25","OK"
"8kztp","0.00","OK"
"8kztq","297.23","OK"
"8kzu3","6.25","OK"
"8kzuk","7.18","OK"
"8kzv1","323.04","OK"
"8kzvn","156035.63","OK"
"8kzw1","12.28","OK"
"8kzwc","14.22","OK"
"8kzwu","8001.84","OK"
"8kzx6","6.73","OK"
"8kzxc","252.96","OK"
"8kzxk","307.21","OK"
"8kzxo","12.25","OK"
"8kzxz","193371.44","OK"
"8kzy2","0.00","OK"
"8kzy5","19548.46","OK"
"8kzyi","98002.02","Observation"
"8kzyz","0.00","OK"
"8l004","0.00","OK"
"8l00g","28446.86","OK"
"8l00h","71.24","Fraud"
"8l00x","0.00","OK"
"8l014","1.00","OK"
"8l01a","0.00","OK"
"8l01b","0.00","OK"
"8l01g","32.72","OK"
"8l01w","0.00","OK"
"8l01y","3.51","OK"
"8l029","12.25","OK"
"8l02e","0.00","OK"
"8l02g","0.25","OK"
"8l02m","0.00","OK"
"8l02n","0.00","OK"
"8l02t","20.61","OK"
"8l02x","4449.56","OK"
"8l03g","0.00","OK"
"8l03j","25.58","OK"
"8l046","0.00","OK"
"8l04m","0.00","OK"
"8l04x","344.00","OK"
"8l04z","1595.39","OK"
"8l050","272.67","OK"
"8l051","401.56","OK"
"8l052","296.22","OK"
"8l053","340.67","OK"
"8l05k","2.00","OK"
"8l05l","620.58","OK"
"8l05z","0.00","OK"
"8l061","53.88","OK"
"8l063","157.69","OK"
"8l06b","0.00","OK"
"8l071","9703.63","OK"
"8l07i","1207.28","OK"
"8l07n","0.00","OK"
"8l07q","0.00","OK"
"8l07t","0.00","OK"
"8l08l","0.00","OK"
"8l09b","0.00","OK"
"8l0a0","252.11","OK"
"8l0aq","0.78","OK"
"8l0b4","386.99","OK"
"8l0bl","56376.66","Observation"
"8l0bm","1.14","OK"
"8l0c2","0.00","OK"
"8l0ca","0.00","OK"
"8l0cx","42.25","OK"
"8l0e4","148.62","OK"
"8l0f6","48.25","OK"
"8l0fs","0.00","OK"
"8l0fv","0.00","OK"
"8l0fx","0.00","OK"
"8l0gr","5.47","OK"
"8l0ho","9.00","OK"
"8l0i4","0.00","OK"
"8l0io","382.89","OK"
"8l0iu","193.56","OK"
"8l0iv","196.00","OK"
"8l0j8","0.22","OK"
"8l0jf","264.67","OK"
"8l0k0","0.00","OK"
"8l0k9","0.00","OK"
"8l0l8","0.00","OK"
"8l0lh","5.06","OK"
"8l0lm","0.00","OK"
"8l0lv","0.69","OK"
"8l0m2","0.00","OK"
"8l0m9","8.92","OK"
"8l0mw","0.00","OK"
"8l0n5","3.56","OK"
"8l0ng","0.00","OK"
"8l0nw","8.00","OK"
"8l0p1","49.58","OK"
"8l0p8","0.00","OK"
"8l0q6","109999.51","Fraud"
"8l0r9","0.00","OK"
"8l0rb","273.90","Fraud"
"8l0rp","88.45","OK"
"8l0rq","6871.73","OK"
"8l0rr","144.92","OK"
"8l0sm","51528.20","OK"
"8l0sw","1.00","OK"
"8l0t1","40.96","OK"
"8l0t3","0.00","OK"
"8l0t6","0.89","OK"
"8l0td","0.00","OK"
"8l0ty","0.00","OK"
"8l0u5","0.00","OK"
"8l0uu","56.89","OK"
"8l0v8","15527.25","Observation"
"8l0v9","563578.04","OK"
"8l0w0","0.00","OK"
"8l0wx","621.40","OK"
"8l0wz","0.00","OK"
"8l0x3","277.71","OK"
"8l0x4","0.00","OK"
"8l0x9","2.25","OK"
