"partnerid","EntropyIplong","EntropyCid","EntropyAgent","EntropyCntr","status"
"8iuok","4.72","0.36","4.86","1.66","OK"
"8iuqb","1.00","1.00","0.00","0.00","OK"
"8iuqh","2.54","3.42","4.05","1.64","OK"
"8iuqk","6.02","7.13","8.56","3.07","OK"
"8iuqp","0.00","0.00","0.00","0.00","OK"
"8iuqv","0.00","0.00","0.00","0.00","OK"
"8iurr","2.64","2.95","2.20","0.76","OK"
"8iuuw","1.00","1.00","1.00","0.00","OK"
"8iuv4","1.85","3.55","3.55","2.65","OK"
"8iuv6","5.04","5.51","4.69","0.66","OK"
"8iuv8","2.52","4.00","2.78","2.53","OK"
"8iuv9","0.56","3.47","2.23","0.66","OK"
"8iuva","4.56","1.02","4.29","0.00","OK"
"8iuwa","0.00","0.00","0.00","0.00","OK"
"8iuxg","0.92","0.92","1.58","0.92","OK"
"8iuxk","0.00","1.50","1.00","0.00","OK"
"8iuxq","4.24","3.77","3.39","0.22","OK"
"8iuy6","0.00","0.00","0.00","0.00","OK"
"8iuyv","2.89","4.97","3.71","2.75","OK"
"8iv07","2.52","2.81","2.52","0.99","OK"
"8iv0i","0.00","0.00","0.00","0.00","OK"
"8iv0s","0.00","0.00","0.00","0.00","OK"
"8iv0x","4.38","3.82","4.92","0.26","OK"
"8iv1g","0.00","0.92","1.58","0.92","OK"
"8iv1m","2.52","1.15","2.52","2.24","OK"
"8iv1x","4.19","4.67","4.18","2.02","OK"
"8iv2t","0.00","0.00","0.00","0.00","OK"
"8iv3o","1.00","1.00","1.00","1.00","OK"
"8iv48","0.00","0.00","0.00","0.00","OK"
"8iv4d","0.00","0.00","0.00","0.00","OK"
"8iv4h","1.00","0.00","1.00","0.00","OK"
"8iv4j","5.61","1.32","5.36","2.07","OK"
"8iv58","0.00","0.00","0.00","0.00","OK"
"8iv5f","1.00","1.00","1.00","0.00","OK"
"8iv5p","0.00","0.00","0.00","0.00","OK"
"8iv65","2.83","3.18","3.79","1.58","OK"
"8iv6j","2.17","3.77","3.64","3.37","OK"
"8iv7e","5.86","4.12","5.47","0.93","OK"
"8iv7j","6.06","1.82","6.61","2.87","OK"
"8iv8i","0.00","0.00","0.00","0.00","OK"
"8iv9n","5.87","6.97","8.34","3.07","OK"
"8ivbf","0.80","2.41","1.41","0.27","Observation"
"8ivbn","5.58","4.82","6.09","3.27","OK"
"8ivbx","0.00","0.00","0.00","0.00","OK"
"8ivcn","1.58","1.58","1.58","0.92","OK"
"8ivdi","4.16","5.74","4.82","2.37","OK"
"8ivdx","1.95","3.19","2.45","1.55","OK"
"8ive3","2.16","2.52","3.32","1.16","OK"
"8ive5","0.00","0.00","0.00","0.00","OK"
"8ivea","2.53","3.94","4.30","1.57","OK"
"8iveg","3.20","4.35","4.00","1.57","OK"
"8ivf6","4.68","4.82","4.13","0.28","OK"
"8ivfj","2.00","2.00","2.00","1.50","OK"
"8ivfk","5.69","4.93","6.37","2.51","OK"
"8ivge","3.00","2.75","2.75","0.54","OK"
"8ivhg","0.00","0.00","0.00","0.00","OK"
"8ivhr","4.83","4.79","4.32","1.74","OK"
"8ivir","4.37","4.04","5.87","1.63","OK"
"8iviz","0.00","1.00","1.00","1.00","OK"
"8ivj4","0.00","0.00","0.00","0.00","OK"
"8ivjv","7.52","5.46","6.54","1.95","OK"
"8ivkm","0.00","0.00","0.00","0.00","OK"
"8ivkn","5.89","5.44","6.33","3.42","OK"
"8ivlh","5.26","5.07","6.92","3.23","Fraud"
"8ivlp","5.57","5.49","6.15","3.71","Observation"
"8ivm9","0.00","0.00","0.00","0.00","OK"
"8ivmk","3.86","3.72","4.30","1.92","OK"
"8ivnj","0.00","0.00","0.00","0.00","OK"
"8ivnk","2.24","2.52","2.24","0.86","OK"
"8ivnx","1.58","1.58","1.58","0.92","OK"
"8ivny","0.00","0.00","0.00","0.00","OK"
"8ivo7","4.26","5.66","5.12","0.47","OK"
"8ivof","7.44","4.97","6.67","2.94","OK"
"8ivp6","1.58","0.00","0.92","0.92","OK"
"8ivpt","1.00","1.00","1.00","1.00","OK"
"8ivpv","3.37","5.44","4.61","3.08","OK"
"8ivql","0.00","0.00","0.00","0.00","OK"
"8ivsv","0.00","0.00","0.00","0.00","OK"
"8ivsx","4.96","2.47","5.20","2.88","OK"
"8ivti","3.40","1.25","3.62","3.01","OK"
"8ivtm","1.92","2.32","1.92","1.92","OK"
"8ivtv","0.00","0.00","0.00","0.00","OK"
"8ivwj","5.74","7.02","6.03","3.59","OK"
"8ivwr","2.47","3.24","2.82","0.00","OK"
"8ivwv","1.66","2.81","2.81","1.66","OK"
"8ivxp","0.00","0.00","0.00","0.00","OK"
"8ivy4","6.14","6.00","4.09","0.67","OK"
"8ivy5","0.00","0.00","0.00","0.00","OK"
"8ivyc","2.80","2.03","3.19","1.48","OK"
"8ivyu","0.00","0.00","0.00","0.00","OK"
"8iw0a","0.00","0.00","0.00","0.00","OK"
"8iw0n","4.08","0.85","3.41","1.15","OK"
"8iw0r","2.47","2.83","0.39","0.01","OK"
"8iw1f","3.27","3.69","4.01","1.22","OK"
"8iw1v","2.00","2.00","1.50","0.81","OK"
"8iw21","1.00","1.00","0.00","0.00","OK"
"8iw29","2.91","3.45","2.41","0.67","OK"
"8iw31","0.00","2.32","2.32","1.52","OK"
"8iw3u","0.00","0.00","0.00","0.00","OK"
"8iw46","1.95","3.19","2.92","0.00","OK"
"8iw4a","2.81","2.81","1.66","0.59","OK"
"8iw55","0.00","0.00","0.00","0.00","OK"
"8iw5p","1.28","3.08","2.36","0.00","OK"
"8iw5r","1.00","1.00","1.00","1.00","OK"
"8iw6k","0.00","0.00","0.00","0.00","OK"
"8iw6v","0.00","0.00","0.00","0.00","OK"
"8iw7e","3.53","4.91","4.42","1.44","OK"
"8iw7i","2.14","3.72","3.54","1.36","OK"
"8iw84","4.42","3.45","1.34","1.00","OK"
"8iw9s","4.31","5.30","4.61","2.68","OK"
"8iwaa","2.00","1.50","1.00","1.00","OK"
"8iwac","0.00","0.00","0.00","0.00","OK"
"8iwag","0.00","0.00","0.00","0.00","OK"
"8iwak","1.92","1.92","0.72","0.72","OK"
"8iwau","0.00","0.00","0.00","0.00","OK"
"8iwav","1.58","0.92","0.92","0.92","OK"
"8iwbt","0.00","0.81","0.00","0.00","OK"
"8iwe6","2.60","3.77","3.32","0.00","OK"
"8iweh","0.00","0.00","0.00","0.00","OK"
"8iwf2","0.00","0.00","0.00","0.00","OK"
"8iwfs","3.25","3.82","3.98","1.26","OK"
"8iwg3","4.19","4.91","4.32","2.27","OK"
"8iwh3","1.67","3.28","3.10","1.62","OK"
"8iwhf","0.00","0.00","0.00","0.00","OK"
"8iwhh","0.00","0.00","0.00","0.00","OK"
"8iwhi","3.71","1.92","1.58","1.34","OK"
"8iwid","6.68","6.91","7.28","3.79","OK"
"8iwii","4.31","5.22","4.92","2.35","OK"
"8iwj3","1.00","1.00","1.00","1.00","OK"
"8iwjs","4.20","4.39","4.41","2.67","OK"
"8iwky","1.00","1.00","0.00","0.00","OK"
"8iwl4","5.62","6.08","4.64","0.25","OK"
"8iwl5","3.81","4.46","4.01","0.56","OK"
"8iwmb","6.64","6.21","7.72","3.47","OK"
"8iwn7","0.00","0.00","0.00","0.00","OK"
"8iwnh","0.92","1.58","0.92","0.92","OK"
"8iwo2","5.98","4.59","6.06","2.50","OK"
"8iwos","4.65","3.98","2.36","2.88","Fraud"
"8iwp2","5.76","6.09","6.06","3.72","Fraud"
"8iwp3","6.75","5.72","4.18","1.98","OK"
"8iwpy","0.00","0.00","0.00","0.00","OK"
"8iwq4","4.09","4.26","2.24","1.13","OK"
"8iwq6","2.58","0.00","2.58","1.25","OK"
"8iwqm","2.75","3.00","2.75","1.06","OK"
"8iwqv","0.00","0.00","0.00","0.00","OK"
"8iwrl","4.07","4.43","2.95","0.85","OK"
"8iwrx","5.07","2.52","4.99","0.11","OK"
"8iws2","2.65","3.33","3.24","1.88","OK"
"8iws4","1.00","1.00","1.00","1.00","OK"
"8iws7","3.15","4.06","3.70","2.80","OK"
"8iwsa","0.00","1.00","0.00","0.00","OK"
"8iwsc","3.50","2.32","3.74","2.52","OK"
"8iwu7","7.09","6.86","5.92","1.81","OK"
"8iwug","4.11","4.74","4.21","1.51","OK"
"8iwv8","2.90","2.06","4.22","0.00","OK"
"8iwvi","0.00","1.58","0.00","0.00","OK"
"8iwvl","5.13","4.14","6.07","3.16","OK"
"8iwx5","3.66","4.83","4.57","3.45","OK"
"8iwxs","0.00","0.00","0.00","0.00","OK"
"8iwxv","3.11","3.79","3.62","2.90","OK"
"8iwy8","7.72","4.14","6.62","1.76","OK"
"8iwz0","0.00","0.00","1.00","0.00","OK"
"8ix09","0.00","0.00","0.00","0.00","OK"
"8ix0c","0.00","0.00","0.00","0.00","OK"
"8ix2h","6.58","4.16","6.42","3.46","OK"
"8ix3h","0.00","0.00","0.00","0.00","OK"
"8ix6h","3.00","3.00","3.00","1.06","OK"
"8ix6p","1.15","5.43","5.42","3.22","Fraud"
"8ix86","0.00","0.00","0.00","0.00","OK"
"8ix89","2.00","1.50","1.50","1.50","OK"
"8ixdk","1.58","0.92","1.58","0.00","OK"
"8ixgd","4.34","3.18","4.98","1.10","OK"
"8ixgl","3.33","3.55","3.09","2.20","OK"
"8ixl3","4.14","2.15","1.17","1.17","OK"
"8ixly","3.12","2.45","1.36","1.36","OK"
"8ixlz","3.83","5.67","5.46","3.77","OK"
"8ixoq","5.27","6.96","5.88","3.22","OK"
"8ixor","6.34","4.33","6.34","3.37","OK"
"8ixp4","0.00","0.00","0.00","0.00","OK"
"8ixq4","7.61","7.06","7.69","4.59","OK"
"8ixq5","7.58","7.00","7.65","4.21","OK"
"8ixs1","4.38","5.32","5.27","3.52","OK"
"8ixsd","4.31","5.94","7.14","3.82","OK"
"8ixue","0.00","0.00","0.00","0.00","OK"
"8ixuj","1.00","0.00","1.00","1.00","OK"
"8ixvg","4.20","2.51","4.98","2.15","OK"
"8ixvu","7.30","3.07","6.11","1.38","OK"
"8ixy5","2.00","1.50","2.00","2.00","OK"
"8ixzl","0.00","0.00","0.00","0.00","OK"
"8ixzs","6.30","7.64","6.57","2.67","OK"
"8ixzt","6.27","7.07","5.35","3.19","OK"
"8iy03","7.87","2.78","6.81","3.97","OK"
"8iy0v","1.95","3.24","4.02","0.78","Observation"
"8iy1m","1.00","1.00","1.00","1.00","OK"
"8iy36","5.44","5.93","5.76","2.21","OK"
"8iy4x","2.00","2.00","2.00","0.00","OK"
"8iy5g","5.96","6.72","7.22","2.91","OK"
"8iy6x","0.00","0.00","0.00","0.00","OK"
"8iy7x","2.78","3.38","2.22","1.20","OK"
"8iy9b","3.12","2.85","2.65","0.92","OK"
"8iyb9","2.52","1.36","3.12","2.92","OK"
"8iyc8","8.11","5.05","6.81","2.28","OK"
"8iydk","0.00","0.00","0.00","0.00","OK"
"8iyea","1.00","1.00","1.00","0.00","OK"
"8iyfx","4.74","4.26","5.06","1.45","OK"
"8iyi9","4.81","2.43","5.95","3.27","OK"
"8iyj6","3.50","5.18","4.48","2.72","OK"
"8iyo2","1.58","1.58","1.58","1.58","OK"
"8iysb","5.72","6.00","1.92","1.12","OK"
"8iyvp","5.78","6.37","7.01","2.92","OK"
"8iywe","0.00","0.00","0.00","0.00","OK"
"8iyxe","3.64","3.53","4.07","0.97","OK"
"8iz0o","0.00","0.00","0.00","0.00","OK"
"8iz1c","8.96","2.42","6.23","1.47","OK"
"8iz2a","4.72","5.44","4.83","2.00","OK"
"8iz2c","4.69","5.33","5.57","2.08","OK"
"8iz2e","3.33","4.77","4.86","2.46","OK"
"8iz2m","5.04","5.03","5.37","1.46","OK"
"8iz2n","4.29","5.20","4.98","1.72","OK"
"8iz48","5.03","5.91","5.28","2.22","OK"
"8iz6y","2.06","2.64","2.95","0.99","OK"
"8iz7h","1.92","1.37","1.92","1.37","OK"
"8iz7i","6.32","4.27","6.88","1.53","OK"
"8iz80","0.00","0.00","0.00","0.00","OK"
"8iz8t","1.00","1.00","1.00","1.00","OK"
"8iz91","5.21","5.53","6.36","3.09","OK"
"8izah","1.69","3.64","2.82","0.35","OK"
"8izak","0.00","0.00","0.00","0.00","OK"
"8izam","0.00","0.00","0.00","0.00","OK"
"8izan","0.00","0.00","0.00","0.00","OK"
"8izao","1.00","1.00","1.00","1.00","OK"
"8izar","1.25","2.25","1.79","0.65","OK"
"8izau","3.50","4.55","3.24","0.79","OK"
"8izav","3.56","3.99","4.07","0.19","OK"
"8izaw","2.73","0.00","1.89","0.00","OK"
"8izay","0.00","0.00","0.00","0.00","OK"
"8izbp","1.00","1.00","1.00","0.00","OK"
"8izbt","4.41","5.24","4.84","2.78","OK"
"8ize1","0.00","0.00","0.00","0.00","OK"
"8izgi","0.00","1.92","0.72","0.00","OK"
"8izjs","1.00","1.00","1.00","1.00","OK"
"8izkp","0.00","0.00","0.00","0.00","OK"
"8izlr","1.77","2.72","2.05","1.57","OK"
"8iznj","7.56","4.55","5.89","1.84","OK"
"8izot","0.00","0.00","0.00","0.00","OK"
"8izpa","6.14","7.07","6.20","2.50","OK"
"8izsa","3.00","0.81","3.00","1.55","OK"
"8izt5","7.33","5.91","6.66","3.53","Observation"
"8izt6","5.27","4.92","5.10","0.03","Observation"
"8iztc","6.13","2.33","6.32","3.26","OK"
"8iztd","1.66","2.13","2.24","2.24","OK"
"8iztj","3.34","4.79","3.88","0.82","OK"
"8izts","0.00","0.00","0.00","0.00","OK"
"8izu7","2.00","2.00","1.50","1.50","OK"
"8izv8","1.06","2.50","0.95","0.81","OK"
"8izwb","6.10","2.04","5.94","2.66","OK"
"8izwe","5.92","3.73","6.48","1.04","Fraud"
"8izxr","3.93","4.79","4.66","0.38","OK"
"8izzv","5.66","5.75","3.89","2.15","OK"
"8j00e","3.99","4.70","4.85","1.95","OK"
"8j01d","1.50","2.00","2.00","1.50","OK"
"8j029","2.58","1.79","2.58","1.00","OK"
"8j07i","4.97","5.53","5.04","0.97","OK"
"8j07s","4.11","3.34","3.25","0.23","OK"
"8j085","2.32","1.37","0.72","0.00","OK"
"8j08y","6.49","4.37","5.64","1.65","OK"
"8j094","0.00","0.00","0.00","0.00","OK"
"8j096","2.09","3.32","3.52","2.56","OK"
"8j09p","2.52","2.52","2.24","1.38","OK"
"8j0a9","3.22","2.94","5.09","0.00","OK"
"8j0ao","3.59","3.77","3.91","1.04","OK"
"8j0b4","6.76","6.12","6.52","3.91","OK"
"8j0b5","5.83","6.85","6.52","3.46","OK"
"8j0bs","6.46","6.25","6.91","3.45","OK"
"8j0bz","1.00","1.00","1.00","1.00","OK"
"8j0da","2.62","2.86","3.42","0.65","OK"
"8j0dl","1.58","1.58","1.58","0.92","OK"
"8j0eq","4.03","5.13","5.13","1.81","OK"
"8j0fj","7.09","2.99","6.88","3.85","OK"
"8j0g9","4.76","3.84","4.32","1.14","OK"
"8j0h6","0.00","1.00","0.00","0.00","OK"
"8j0hb","5.92","6.75","6.53","3.92","OK"
"8j0j9","4.82","4.99","4.53","1.30","OK"
"8j0m9","1.58","1.58","1.58","1.58","OK"
"8j0mk","3.55","4.18","3.42","1.98","OK"
"8j0mw","1.92","3.99","3.98","2.11","OK"
"8j0n4","4.85","5.82","4.62","1.51","OK"
"8j0ov","5.28","4.23","5.25","1.51","OK"
"8j0oz","1.58","1.58","1.58","0.00","OK"
"8j0pl","6.17","6.63","5.63","1.11","Fraud"
"8j0py","0.00","0.00","0.00","0.00","OK"
"8j0qc","5.70","5.22","4.48","1.65","OK"
"8j0qr","1.00","1.00","1.00","0.00","OK"
"8j0su","2.52","2.24","2.52","0.59","OK"
"8j0tb","2.52","2.81","2.81","1.15","OK"
"8j0tg","2.28","2.73","2.95","0.50","OK"
"8j0w1","6.36","5.58","4.70","1.21","Observation"
"8j0wb","3.33","2.91","3.30","0.00","OK"
"8j0ww","5.29","0.09","6.40","4.08","OK"
"8j0x3","5.69","0.79","6.75","4.82","OK"
"8j0x9","7.01","6.71","6.54","0.83","Observation"
"8j0z9","1.58","1.58","1.58","0.92","OK"
"8j10c","4.17","5.78","6.36","3.50","OK"
"8j11k","1.88","2.06","2.42","1.45","OK"
"8j121","3.33","3.75","4.50","3.31","OK"
"8j12n","4.32","3.54","3.88","0.87","OK"
"8j15b","3.28","4.52","4.00","3.35","OK"
"8j16r","1.79","2.58","2.58","0.65","OK"
"8j18g","2.13","2.81","2.52","1.84","OK"
"8j197","1.89","3.78","1.13","1.37","OK"
"8j19d","4.10","5.01","5.02","2.60","OK"
"8j19f","7.07","7.53","7.63","4.61","OK"
"8j19x","7.64","7.70","7.55","4.57","OK"
"8j1a0","0.85","3.28","4.79","2.07","OK"
"8j1a1","4.09","6.02","7.08","3.98","OK"
"8j1a2","6.46","6.77","6.82","4.48","OK"
"8j1a3","3.02","3.42","3.25","2.52","OK"
"8j1a6","2.97","4.53","4.58","3.57","OK"
"8j1a7","2.73","3.84","4.28","3.48","OK"
"8j1aj","5.99","3.64","6.55","1.44","OK"
"8j1di","3.97","3.12","4.15","2.21","OK"
"8j1fp","1.50","1.50","1.50","0.81","OK"
"8j1h7","0.92","1.58","1.58","1.58","OK"
"8j1j6","1.38","2.52","2.24","1.84","OK"
"8j1lc","4.10","6.05","5.10","2.29","OK"
"8j1od","6.41","3.67","6.29","1.60","OK"
"8j1pb","4.83","6.11","5.71","3.23","OK"
"8j1pd","8.18","7.06","5.79","2.13","OK"
"8j1q5","0.00","0.00","0.00","0.00","OK"
"8j1qi","0.00","0.00","0.00","0.00","OK"
"8j1rc","1.37","1.37","1.37","1.37","OK"
"8j1s7","0.00","0.00","0.00","0.00","OK"
"8j1se","5.47","5.68","5.46","0.86","OK"
"8j1so","4.73","4.01","3.93","2.03","OK"
"8j1sp","4.70","3.41","2.99","1.68","OK"
"8j1sw","0.08","2.05","5.17","0.00","OK"
"8j1t4","7.26","1.31","6.21","2.11","OK"
"8j1ti","8.11","0.58","5.96","1.31","OK"
"8j1u4","3.16","3.88","3.16","2.53","OK"
"8j1u5","4.16","2.79","4.86","3.10","OK"
"8j1uw","0.72","0.72","0.72","0.72","OK"
"8j1x0","2.24","2.52","2.52","1.38","OK"
"8j1xv","3.31","4.17","3.84","3.06","OK"
"8j1y0","0.00","0.00","0.00","0.00","OK"
"8j1y6","1.92","2.32","1.92","0.00","OK"
"8j20z","7.14","6.83","6.10","1.11","OK"
"8j22j","2.95","2.95","2.64","0.00","OK"
"8j22t","1.88","2.73","2.73","1.97","OK"
"8j23z","1.91","1.75","0.00","0.00","OK"
"8j240","1.00","0.00","1.00","0.00","OK"
"8j24h","0.00","0.00","0.00","0.00","OK"
"8j26k","4.04","5.26","4.92","2.82","OK"
"8j279","4.30","5.01","4.52","1.03","OK"
"8j27p","2.52","1.84","2.24","0.86","OK"
"8j295","0.92","1.58","1.58","1.58","OK"
"8j29y","3.19","2.36","2.52","0.00","OK"
"8j2b6","3.94","5.63","5.07","2.72","OK"
"8j2b9","4.27","5.51","5.13","2.35","OK"
"8j2dz","0.00","0.00","0.00","0.00","OK"
"8j2e0","8.74","7.19","6.31","1.22","OK"
"8j2e9","1.00","1.00","1.00","1.00","OK"
"8j2er","1.37","2.32","2.32","0.72","OK"
"8j2f8","4.14","3.17","3.23","1.30","OK"
"8j2hf","8.21","4.63","1.12","0.75","Observation"
"8j2i2","3.37","4.74","4.12","0.12","OK"
"8j2ix","1.67","4.71","1.22","0.81","Observation"
"8j2kd","2.32","1.92","2.32","1.37","OK"
"8j2ki","2.32","1.92","2.32","0.00","OK"
"8j2li","0.00","1.00","1.00","1.00","OK"
"8j2m4","8.83","7.49","6.82","1.60","Observation"
"8j2nt","6.11","4.20","3.96","2.75","OK"
"8j2pr","4.24","2.43","5.21","2.54","OK"
"8j2r9","3.63","2.84","4.89","2.59","OK"
"8j2s6","7.67","7.61","7.44","3.78","OK"
"8j2s7","8.38","2.32","7.24","3.19","OK"
"8j2td","3.88","2.67","5.81","2.46","OK"
"8j2to","1.00","0.00","0.00","0.00","OK"
"8j2tr","0.00","0.00","0.00","0.00","OK"
"8j2uy","6.62","5.01","6.88","1.87","Fraud"
"8j2z5","3.59","2.34","3.78","0.73","OK"
"8j2zn","0.00","0.00","0.00","0.00","OK"
"8j307","3.88","4.45","4.11","0.91","OK"
"8j30b","2.66","0.95","2.53","2.25","OK"
"8j30i","0.00","0.00","0.00","0.00","OK"
"8j30r","4.80","4.02","5.71","1.71","Fraud"
"8j311","5.18","5.09","3.70","0.39","OK"
"8j319","1.00","1.00","0.00","0.00","OK"
"8j31t","8.65","5.25","3.64","0.40","Observation"
"8j31u","5.40","4.89","4.24","0.49","OK"
"8j326","1.00","0.00","1.00","1.00","OK"
"8j329","0.00","0.00","0.00","0.00","OK"
"8j32k","4.30","4.75","4.22","0.27","OK"
"8j32l","5.59","5.01","4.11","0.08","OK"
"8j32m","6.21","4.87","4.81","0.21","OK"
"8j34p","2.13","2.13","2.13","1.84","OK"
"8j368","8.46","7.01","5.30","4.18","Observation"
"8j369","9.98","6.59","6.68","1.51","Observation"
"8j36c","1.00","1.00","1.00","1.00","OK"
"8j36d","8.93","7.49","6.65","4.34","Observation"
"8j36e","9.23","7.46","6.11","3.25","OK"
"8j36f","6.03","5.95","5.18","2.69","OK"
"8j36t","7.69","7.56","8.02","4.32","OK"
"8j38c","1.00","1.00","1.00","1.00","OK"
"8j398","0.00","0.00","0.00","0.00","OK"
"8j39n","5.40","6.30","6.13","2.86","OK"
"8j39x","7.13","6.55","7.42","3.63","OK"
"8j3e7","0.00","0.00","0.00","0.00","OK"
"8j3ej","4.13","4.54","4.00","2.52","OK"
"8j3fg","4.77","2.42","3.69","2.15","OK"
"8j3fs","2.19","2.72","3.09","2.32","OK"
"8j3gw","10.29","7.21","7.22","2.91","OK"
"8j3j2","1.00","1.00","1.00","1.00","OK"
"8j3kg","3.00","2.10","4.36","2.26","OK"
"8j3l0","0.00","0.00","0.00","0.00","OK"
"8j3ln","0.00","0.00","0.00","0.00","OK"
"8j3nw","6.24","3.74","5.19","0.00","OK"
"8j3oy","0.00","1.00","1.00","1.00","OK"
"8j3th","1.58","1.58","1.58","0.92","OK"
"8j3u4","6.12","1.83","5.78","2.65","OK"
"8j3xi","4.97","3.32","6.30","3.32","OK"
"8j3xm","0.00","2.00","1.50","2.00","OK"
"8j3z1","2.81","2.24","0.59","0.59","OK"
"8j3zu","1.96","3.66","3.08","2.67","OK"
"8j416","7.86","6.40","6.99","2.63","OK"
"8j41t","1.58","1.58","1.58","1.58","OK"
"8j42p","0.00","0.00","0.00","0.00","OK"
"8j437","2.50","2.25","0.00","0.00","OK"
"8j43i","1.58","1.58","0.92","0.92","OK"
"8j46c","10.35","1.75","6.18","0.89","OK"
"8j470","0.00","0.00","0.00","0.00","OK"
"8j49w","4.24","4.88","4.83","0.38","OK"
"8j4ap","0.00","0.00","0.00","0.00","OK"
"8j4ch","1.22","3.39","0.59","0.00","OK"
"8j4dw","0.00","0.00","0.00","0.00","OK"
"8j4fc","5.33","6.29","5.78","1.60","OK"
"8j4fe","1.55","2.50","2.75","0.81","OK"
"8j4gq","6.38","3.51","7.65","3.00","OK"
"8j4gr","6.29","2.94","8.07","2.72","OK"
"8j4hv","1.00","0.00","0.00","0.00","OK"
"8j4li","2.65","3.55","3.18","2.10","OK"
"8j4mp","6.23","7.13","5.72","2.43","OK"
"8j4nq","1.37","0.72","1.92","1.52","OK"
"8j4o3","0.00","0.00","0.00","0.00","OK"
"8j4og","1.50","2.00","1.50","1.00","OK"
"8j4pk","2.40","3.47","3.52","3.52","OK"
"8j4pp","8.05","3.06","6.87","2.59","OK"
"8j4qz","8.15","1.75","6.88","1.12","OK"
"8j4sj","0.00","0.00","0.00","0.00","OK"
"8j4tc","3.95","2.99","4.47","2.45","OK"
"8j4tl","2.32","1.92","2.32","0.00","OK"
"8j4tm","2.00","0.81","1.50","2.00","OK"
"8j4uo","7.33","2.29","6.61","2.77","OK"
"8j4uq","3.38","2.04","3.08","1.61","OK"
"8j4v5","5.47","5.79","5.48","3.00","OK"
"8j4vg","4.12","3.81","3.69","0.61","OK"
"8j4vj","1.00","1.00","1.00","1.00","OK"
"8j4ye","5.54","0.40","3.14","0.06","OK"
"8j507","7.21","7.12","6.72","1.68","OK"
"8j510","0.00","0.00","0.00","0.00","OK"
"8j51f","5.94","6.73","6.88","4.50","Observation"
"8j522","4.81","2.44","4.05","1.46","OK"
"8j523","3.62","4.13","3.84","1.99","OK"
"8j52r","4.55","5.57","5.21","0.56","OK"
"8j53q","0.99","1.89","0.00","0.00","OK"
"8j53t","6.53","6.71","6.33","1.19","OK"
"8j54k","2.58","2.25","0.65","0.00","OK"
"8j54x","0.00","0.00","0.00","0.00","OK"
"8j55y","9.10","6.47","6.58","5.34","OK"
"8j55z","6.37","6.02","6.44","4.82","OK"
"8j57g","1.50","0.81","1.50","0.81","OK"
"8j59e","3.10","3.46","2.85","1.10","OK"
"8j5a2","4.26","1.92","4.37","2.00","OK"
"8j5an","8.64","5.20","6.34","1.08","OK"
"8j5bx","5.58","5.50","6.52","4.42","OK"
"8j5cg","5.21","4.70","5.74","2.28","OK"
"8j5d0","5.39","6.24","6.67","4.57","OK"
"8j5dj","5.55","4.78","5.87","1.36","OK"
"8j5dk","0.92","0.92","1.58","0.00","OK"
"8j5dn","0.00","0.00","0.00","0.00","OK"
"8j5ey","1.92","0.00","1.37","0.97","OK"
"8j5f7","3.84","3.16","3.34","1.51","OK"
"8j5fu","6.49","2.98","6.34","2.95","OK"
"8j5gg","6.08","7.21","5.36","3.42","OK"
"8j5gh","7.67","1.67","6.72","4.01","OK"
"8j5gi","5.02","6.95","5.78","3.72","OK"
"8j5gj","7.36","0.92","6.06","4.04","OK"
"8j5h0","3.91","1.87","2.24","1.55","OK"
"8j5hb","0.00","0.00","0.00","0.00","OK"
"8j5hx","1.58","1.58","1.58","1.58","OK"
"8j5ig","2.32","0.97","0.72","0.72","OK"
"8j5ix","2.31","2.17","3.77","3.19","OK"
"8j5lq","1.66","2.81","2.52","1.38","OK"
"8j5lt","8.97","7.06","7.81","3.40","OK"
"8j5n1","0.00","1.00","0.00","0.00","OK"
"8j5n8","1.92","2.58","2.25","1.46","OK"
"8j5ne","2.00","2.00","2.00","0.81","OK"
"8j5oc","3.32","2.65","2.72","0.00","OK"
"8j5od","3.46","2.82","3.51","0.00","OK"
"8j5ol","2.58","1.92","0.65","0.65","OK"
"8j5qz","0.00","0.00","0.00","0.00","OK"
"8j5r6","5.57","2.32","6.17","3.60","OK"
"8j5rx","0.00","1.00","1.00","1.00","OK"
"8j5t5","3.45","4.11","3.35","2.40","OK"
"8j5wq","0.00","0.00","0.00","0.00","OK"
"8j5xt","1.00","1.00","1.00","1.00","OK"
"8j5zr","2.52","1.95","1.84","0.00","OK"
"8j5zs","3.42","1.21","1.95","0.41","OK"
"8j5zz","8.45","1.73","6.79","1.99","OK"
"8j603","3.66","1.77","3.04","3.32","OK"
"8j60b","5.77","6.12","4.97","0.70","OK"
"8j60m","5.07","2.10","5.21","0.67","OK"
"8j60q","0.00","1.53","1.45","0.00","OK"
"8j62o","3.17","2.28","2.95","0.00","OK"
"8j62v","3.03","0.00","3.45","1.68","OK"
"8j638","4.84","6.23","5.49","2.17","OK"
"8j64i","0.59","0.59","2.24","1.15","OK"
"8j65y","6.85","6.89","6.21","0.93","OK"
"8j67b","3.44","3.78","4.05","0.71","OK"
"8j67c","4.72","5.41","3.53","1.66","OK"
"8j696","6.99","6.79","6.37","1.13","OK"
"8j69h","0.00","0.00","0.00","0.00","OK"
"8j69s","1.00","0.00","1.00","0.00","OK"
"8j6ac","2.74","3.37","3.32","3.19","OK"
"8j6ae","1.04","2.00","2.04","1.56","OK"
