"partnerid","IpVariance","status"
"8kywb","47.19","OK"
"8kywm","0.00","OK"
"8kywq","0.00","OK"
"8kywy","185.61","OK"
"8kyxs","0.00","OK"
"8kyxz","0.00","OK"
"8kyyv","0.31","OK"
"8kyz1","26.89","OK"
"8kyzp","78582.60","OK"
"8kz2d","0.00","OK"
"8kz2e","0.00","OK"
"8kz2y","0.00","OK"
"8kz4p","0.00","OK"
"8kz5j","0.22","OK"
"8kz64","14.83","OK"
"8kz6l","0.00","OK"
"8kz6p","383.45","Fraud"
"8kz6r","0.00","OK"
"8kz74","0.00","OK"
"8kz7h","0.00","OK"
"8kz7i","0.00","OK"
"8kz7z","6.00","OK"
"8kz81","0.21","OK"
"8kz84","76.16","OK"
"8kz8a","2.58","OK"
"8kz9c","1.22","OK"
"8kz9e","0.11","OK"
"8kz9f","991.53","OK"
"8kz9k","0.00","OK"
"8kz9x","0.00","OK"
"8kzaf","0.00","OK"
"8kzbb","25388.47","OK"
"8kzbg","2.93","OK"
"8kzd5","0.22","OK"
"8kzds","6.75","OK"
"8kzen","3.46","OK"
"8kzep","7.87","OK"
"8kzer","2.20","OK"
"8kzes","0.00","OK"
"8kzf2","0.00","OK"
"8kzf5","0.00","OK"
"8kzfo","19.91","OK"
"8kzgc","0.00","OK"
"8kzgf","0.25","OK"
"8kzhr","0.11","OK"
"8kzhu","0.00","OK"
"8kzhz","1.92","OK"
"8kzi1","0.25","OK"
"8kzi5","0.00","OK"
"8kzjk","9.20","Fraud"
"8kzjq","0.89","OK"
"8kzjy","0.25","OK"
"8kzkc","0.19","OK"
"8kzkl","10.64","OK"
"8kzkp","0.22","OK"
"8kzkq","0.00","OK"
"8kzl3","0.00","OK"
"8kzl6","0.00","OK"
"8kzlb","0.00","OK"
"8kzll","18.55","OK"
"8kzlm","0.00","OK"
"8kzm1","228.18","Fraud"
"8kzmh","0.00","OK"
"8kzmx","0.00","OK"
"8kzmy","3.54","OK"
"8kzna","647.25","OK"
"8kznn","633.69","OK"
"8kznw","27.81","OK"
"8kzo4","0.12","OK"
"8kzom","0.00","OK"
"8kzpi","0.64","OK"
"8kzq3","0.00","OK"
"8kzqd","211.03","OK"
"8kzqe","0.22","OK"
"8kzqo","0.00","OK"
"8kzr4","3.36","OK"
"8kzr5","11.41","OK"
"8kzr6","7.02","OK"
"8kzr7","13.98","OK"
"8kzr9","6.14","OK"
"8kzss","7.62","OK"
"8kzst","3.85","OK"
"8kzsu","6.90","OK"
"8kzt1","5062.63","OK"
"8kztj","0.00","OK"
"8kztp","0.00","OK"
"8kztq","38.54","OK"
"8kzu3","0.14","OK"
"8kzuk","7.25","OK"
"8kzv1","62.71","OK"
"8kzvn","1020.12","OK"
"8kzw1","13.39","OK"
"8kzwc","1.96","OK"
"8kzwu","21.37","OK"
"8kzx6","0.80","OK"
"8kzxc","3.23","OK"
"8kzxk","44.86","OK"
"8kzxo","12.25","OK"
"8kzxz","235135.44","OK"
"8kzy2","0.00","OK"
"8kzy5","166.52","OK"
"8kzyi","724.34","Observation"
"8kzyz","0.00","OK"
"8l004","0.00","OK"
"8l00g","8671.82","OK"
"8l00h","133.50","Fraud"
"8l00x","0.22","OK"
"8l014","1.00","OK"
"8l01a","0.58","OK"
"8l01b","0.00","OK"
"8l01g","14.86","OK"
"8l01w","0.00","OK"
"8l01y","3.97","OK"
"8l029","0.25","OK"
"8l02e","0.00","OK"
"8l02g","0.00","OK"
"8l02m","0.00","OK"
"8l02n","0.00","OK"
"8l02t","1.35","OK"
"8l02x","3.05","OK"
"8l03g","0.00","OK"
"8l03j","18.36","OK"
"8l046","0.00","OK"
"8l04m","3.85","OK"
"8l04x","318.25","OK"
"8l04z","17.32","OK"
"8l050","229.36","OK"
"8l051","352.75","OK"
"8l052","297.56","OK"
"8l053","271.36","OK"
"8l05k","2.00","OK"
"8l05l","110.93","OK"
"8l05z","0.00","OK"
"8l061","6.53","OK"
"8l063","3.77","OK"
"8l06b","0.00","OK"
"8l071","24.38","OK"
"8l07i","92.75","OK"
"8l07n","0.22","OK"
"8l07q","0.00","OK"
"8l07t","0.00","OK"
"8l08l","0.00","OK"
"8l09b","639.61","OK"
"8l0a0","21.91","OK"
"8l0aq","2.07","OK"
"8l0b4","37.82","OK"
"8l0bl","209.75","Observation"
"8l0bm","30.25","OK"
"8l0c2","5.45","OK"
"8l0ca","285.12","OK"
"8l0cx","42.25","OK"
"8l0e4","11.24","OK"
"8l0f6","1.19","OK"
"8l0fs","0.00","OK"
"8l0fv","0.00","OK"
"8l0fx","0.00","OK"
"8l0gr","18.82","OK"
"8l0ho","0.19","OK"
"8l0i4","0.00","OK"
"8l0io","6.22","OK"
"8l0iu","4.81","OK"
"8l0iv","4.24","OK"
"8l0j8","0.00","OK"
"8l0jf","5.27","OK"
"8l0k0","0.00","OK"
"8l0k9","0.00","OK"
"8l0l8","0.00","OK"
"8l0lh","2.06","OK"
"8l0lm","0.00","OK"
"8l0lv","0.64","OK"
"8l0m2","0.00","OK"
"8l0m9","14.62","OK"
"8l0mw","0.00","OK"
"8l0n5","6.25","OK"
"8l0ng","0.00","OK"
"8l0nw","8.00","OK"
"8l0p1","5.40","OK"
"8l0p8","0.00","OK"
"8l0q6","1696.53","Fraud"
"8l0r9","0.00","OK"
"8l0rb","71.57","Fraud"
"8l0rp","33.86","OK"
"8l0rq","299.80","OK"
"8l0rr","10.36","OK"
"8l0sm","499.67","OK"
"8l0sw","0.22","OK"
"8l0t1","7.09","OK"
"8l0t3","0.00","OK"
"8l0t6","1.10","OK"
"8l0td","0.00","OK"
"8l0ty","0.00","OK"
"8l0u5","0.22","OK"
"8l0uu","6.90","OK"
"8l0v8","6262.08","Observation"
"8l0v9","157026.73","OK"
"8l0w0","0.00","OK"
"8l0wx","39.05","OK"
"8l0wz","0.19","OK"
"8l0x3","169.22","OK"
"8l0x4","0.00","OK"
"8l0x9","0.00","OK"
