"partnerid","Skew1Min","Skew5Min","Skew3Hr","Skew6Hr","status"
"8iu38",0.00,0.00,0.00,0.00,"OK"
"8iu3e","4.57","2.14","1.29","0.15","OK"
"8iu3h","3.92","3.17","1.07","0.56","OK"
"8iu4c","3.98","2.47","1.31","0.74","OK"
"8iu57",0.00,0.00,0.00,0.00,"OK"
"8iu5r","0.00","0.00","0.00","0.00","OK"
"8iu66","4.68","3.17","0.82","0.68","OK"
"8iu6m",0.00,0.00,0.00,0.00,"OK"
"8iu6x",0.00,"1.15","0.00","0.00","OK"
"8iu74",0.00,0.00,0.00,0.00,"OK"
"8iu76","2.82","1.71","0.87","0.68","Observation"
"8iu77","2.57","1.79","0.48","0.38","OK"
"8iu7b",0.00,0.00,0.00,0.00,"OK"
"8iu7d","2.83","1.63","0.38","0.31","OK"
"8iu7w",0.00,0.00,0.00,0.00,"OK"
"8iu82",0.00,0.00,0.00,0.00,"OK"
"8iua3","4.69","3.02","1.23","0.97","OK"
"8iuan","1.37","1.15","0.51","-0.52","Observation"
"8iuav",0.00,"2.27","1.12","1.12","OK"
"8iub1",0.00,0.00,"0.71","0.71","OK"
"8iucx","1.65","1.65","0.87","1.32","OK"
"8iufj",0.00,"1.73","0.37","-0.58","OK"
"8iufr",0.00,0.00,0.00,0.00,"OK"
"8iufs","4.64","3.65","1.07","1.19","OK"
"8iufv",0.00,0.00,0.00,0.00,"OK"
"8iugo",0.00,0.00,0.00,0.00,"OK"
"8iuhr",0.00,0.00,0.00,0.00,"OK"
"8iui3",0.00,0.00,0.00,0.00,"OK"
"8iuia","1.66","1.31","0.57","0.05","OK"
"8iuip",0.00,0.00,0.00,0.00,"OK"
"8iujq",0.00,0.00,"0.71","0.71","OK"
"8iujx","4.55","2.39","0.51","0.21","OK"
"8iukd",0.00,0.00,0.00,0.00,"OK"
"8iuls",0.00,"3.47","0.18","0.21","OK"
"8ium6",0.00,0.00,0.00,0.00,"OK"
"8iumc","6.00","2.47","1.34","0.54","OK"
"8iume","3.70","2.80","0.78","0.63","OK"
"8iumx","0.41","1.15","1.15","1.15","OK"
"8iun9","2.89","2.21","0.98","-0.45","OK"
"8iuna",0.00,"1.15","0.71","0.71","OK"
"8iunk",0.00,0.00,0.00,0.00,"OK"
"8iuo8","15.68","-0.02","-1.75","-2.22","OK"
"8iuok",0.00,"5.15","1.43","0.63","OK"
"8iuqb",0.00,0.00,0.00,0.00,"OK"
"8iuqh",0.00,"4.59","1.23","0.38","OK"
"8iuqk","11.43","0.04","-2.05","-2.35","OK"
"8iuqp",0.00,0.00,0.00,0.00,"OK"
"8iuqv",0.00,0.00,0.00,0.00,"OK"
"8iurr",0.00,"2.27","1.12","0.41","OK"
"8iuuw",0.00,0.00,0.00,0.00,"OK"
"8iuv4",0.00,0.00,"1.92","0.89","OK"
"8iuv6","8.54","3.91","0.89","-0.35","OK"
"8iuv8","3.47","3.47","0.00","0.85","OK"
"8iuv9","1.79","1.81","1.15","1.15","OK"
"8iuva",0.00,"2.93","0.85","0.20","OK"
"8iuwa",0.00,0.00,0.00,0.00,"OK"
"8iuxg",0.00,0.00,0.00,"0.00","OK"
"8iuxk","0.71","0.71",0.00,0.00,"OK"
"8iuxq","4.90","2.70","0.55","0.44","OK"
"8iuy6",0.00,0.00,0.00,0.00,"OK"
"8iuyv","1.75","2.03","1.07","0.86","OK"
"8iv07",0.00,"1.79","1.50","1.50","OK"
"8iv0i",0.00,0.00,0.00,0.00,"OK"
"8iv0s",0.00,0.00,0.00,0.00,"OK"
"8iv0x","8.95","3.19","0.44","0.37","OK"
"8iv1g",0.00,0.00,0.00,"0.00","OK"
"8iv1m",0.00,0.00,"1.79","1.79","OK"
"8iv1x","6.71","2.08","1.59","1.00","OK"
"8iv2t",0.00,0.00,0.00,0.00,"OK"
"8iv3o",0.00,0.00,0.00,0.00,"OK"
"8iv48",0.00,0.00,0.00,0.00,"OK"
"8iv4d",0.00,0.00,0.00,0.00,"OK"
"8iv4h",0.00,0.00,0.00,0.00,"OK"
"8iv4j","4.51","4.98","2.23","1.14","OK"
"8iv58",0.00,0.00,0.00,0.00,"OK"
"8iv5f",0.00,0.00,0.00,0.00,"OK"
"8iv5p",0.00,0.00,0.00,0.00,"OK"
"8iv65",0.00,0.00,"1.76","0.99","OK"
"8iv6j","3.33","3.33","1.15","-0.71","OK"
"8iv7e","3.98","2.28","1.79","0.48","OK"
"8iv7j","2.99","1.86","0.41","0.09","OK"
"8iv8i",0.00,0.00,0.00,0.00,"OK"
"8iv9n","33.55","0.58","-0.79","-1.54","OK"
"8ivbf","0.83","1.08","0.97","0.97","Observation"
"8ivbn","3.43","2.75","1.11","1.08","OK"
"8ivbx",0.00,0.00,0.00,0.00,"OK"
"8ivcn",0.00,0.00,0.00,0.00,"OK"
"8ivdi","3.54","2.46","1.61","0.52","OK"
"8ivdx",0.00,0.00,"1.06","0.00","OK"
"8ive3",0.00,0.00,"1.36","0.00","OK"
"8ive5",0.00,0.00,0.00,0.00,"OK"
"8ivea","3.18","2.08","2.16","1.96","OK"
"8iveg","4.36","2.76","1.51","0.55","OK"
"8ivf6","4.59","3.60","1.57","0.73","OK"
"8ivfj",0.00,0.00,0.00,0.00,"OK"
"8ivfk","2.02","0.88","-0.81","-1.31","OK"
"8ivge",0.00,0.00,"0.71","0.71","OK"
"8ivhg",0.00,0.00,0.00,0.00,"OK"
"8ivhr","7.07","3.58","1.30","0.38","OK"
"8ivir","2.02","1.83","1.59","0.50","OK"
"8iviz",0.00,0.00,0.00,0.00,"OK"
"8ivj4",0.00,0.00,0.00,0.00,"OK"
"8ivjv","2.51","1.04","0.26","-0.74","OK"
"8ivkm",0.00,0.00,0.00,0.00,"OK"
"8ivkn","5.97","2.39","-0.22","-1.11","OK"
"8ivlh","1.86","1.03","-0.30","-1.41","Fraud"
"8ivlp","2.52","2.35","1.86","2.03","Observation"
"8ivm9",0.00,0.00,0.00,0.00,"OK"
"8ivmk",0.00,"4.48","1.41","0.33","OK"
"8ivnj",0.00,0.00,0.00,0.00,"OK"
"8ivnk","1.79","0.49","0.49","0.49","OK"
"8ivnx",0.00,0.00,0.00,0.00,"OK"
"8ivny",0.00,0.00,0.00,0.00,"OK"
"8ivo7","4.33","2.81","0.76","-0.29","OK"
"8ivof","2.12","1.19","-0.68","-1.22","OK"
"8ivp6",0.00,0.00,0.00,0.00,"OK"
"8ivpt",0.00,0.00,0.00,0.00,"OK"
"8ivpv","3.92","1.83","0.16","-0.76","OK"
"8ivql",0.00,0.00,0.00,0.00,"OK"
"8ivsv",0.00,0.00,0.00,0.00,"OK"
"8ivsx","5.39","1.98","0.92","-0.27","OK"
"8ivti","5.48","5.39","2.23","0.77","OK"
"8ivtm",0.00,"1.15","1.15","1.15","OK"
"8ivtv",0.00,0.00,0.00,0.00,"OK"
"8ivwj","3.61","5.17","2.30","1.32","OK"
"8ivwr","3.61","2.62","1.36","1.53","OK"
"8ivwv",0.00,0.00,0.00,"0.41","OK"
"8ivxp",0.00,0.00,0.00,0.00,"OK"
"8ivy4","4.42","2.79","0.60","0.09","OK"
"8ivy5",0.00,0.00,0.00,0.00,"OK"
"8ivyc","2.93","2.62","1.66","0.85","OK"
"8ivyu",0.00,0.00,0.00,0.00,"OK"
"8iw0a",0.00,0.00,0.00,0.00,"OK"
"8iw0n",0.00,0.00,"0.44","0.86","OK"
"8iw0r","2.47","1.91","1.41","-0.19","OK"
"8iw1f",0.00,"2.57","2.05","0.33","OK"
"8iw1v",0.00,0.00,0.00,0.00,"OK"
"8iw21",0.00,0.00,0.00,0.00,"OK"
"8iw29","3.47","3.33","1.06","0.19","OK"
"8iw31",0.00,0.00,0.00,0.00,"OK"
"8iw3u",0.00,0.00,0.00,0.00,"OK"
"8iw46",0.00,"2.85","1.88","1.41","OK"
"8iw4a",0.00,0.00,"1.79","0.41","OK"
"8iw55",0.00,0.00,0.00,0.00,"OK"
"8iw5p","2.85","1.75","1.38","1.64","OK"
"8iw5r",0.00,0.00,0.00,0.00,"OK"
"8iw6k",0.00,0.00,0.00,0.00,"OK"
"8iw6v",0.00,0.00,0.00,0.00,"OK"
"8iw7e","5.39","5.39","1.33","0.42","OK"
"8iw7i",0.00,0.00,"-0.08","0.78","OK"
"8iw84",0.00,0.00,"-0.06","0.09","OK"
"8iw9s","3.11","3.79","1.74","1.71","OK"
"8iwaa",0.00,"0.71","0.71","0.71","OK"
"8iwac",0.00,0.00,0.00,0.00,"OK"
"8iwag",0.00,0.00,0.00,0.00,"OK"
"8iwak","1.15","1.15","-0.71","-0.71","OK"
"8iwau",0.00,0.00,0.00,0.00,"OK"
"8iwav",0.00,0.00,0.00,0.00,"OK"
"8iwbt",0.00,0.00,0.00,0.00,"OK"
"8iwe6",0.00,0.00,"0.50","0.32","OK"
"8iweh",0.00,0.00,0.00,0.00,"OK"
"8iwf2",0.00,0.00,0.00,0.00,"OK"
"8iwfs",0.00,0.00,"1.61","1.24","OK"
"8iwg3","4.42","2.95","0.85","0.20","OK"
"8iwh3","2.67","2.67","0.86","0.23","OK"
"8iwhf",0.00,0.00,0.00,0.00,"OK"
"8iwhh",0.00,0.00,0.00,0.00,"OK"
"8iwhi",0.00,"2.80","0.87","0.43","OK"
"8iwid","2.29","2.35","1.33","0.11","OK"
"8iwii","3.79","2.41","1.48","1.44","OK"
"8iwj3",0.00,0.00,0.00,0.00,"OK"
"8iwjs","5.20","2.54","1.29","0.79","OK"
"8iwky",0.00,0.00,0.00,0.00,"OK"
"8iwl4","5.19","2.54","0.88","-0.16","OK"
"8iwl5",0.00,"3.68","0.69","0.25","OK"
"8iwmb","2.28","1.18","-0.28","-0.59","OK"
"8iwn7",0.00,0.00,0.00,0.00,"OK"
"8iwnh",0.00,0.00,0.00,0.00,"OK"
"8iwo2","2.42","2.27","2.15","1.31","OK"
"8iwos","2.84","4.15","0.65","0.45","Fraud"
"8iwp2","3.82","3.92","1.18","0.62","Fraud"
"8iwp3","3.15","1.94","1.31","0.37","OK"
"8iwpy",0.00,0.00,0.00,0.00,"OK"
"8iwq4","3.79","1.76","0.84","-0.04","OK"
"8iwq6",0.00,0.00,"1.50","1.15","OK"
"8iwqm",0.00,0.00,"1.79","1.50","OK"
"8iwqv",0.00,0.00,0.00,0.00,"OK"
"8iwrl","4.23","5.32","1.28","0.66","OK"
"8iwrx","8.25","3.75","1.00","1.10","OK"
"8iws2",0.00,"3.02","0.87","0.22","OK"
"8iws4",0.00,0.00,0.00,0.00,"OK"
"8iws7",0.00,"1.88","1.00","0.73","OK"
"8iwsa",0.00,0.00,0.00,0.00,"OK"
"8iwsc",0.00,"3.88","1.16","0.99","OK"
"8iwu7","5.80","2.54","1.64","0.42","OK"
"8iwug",0.00,"4.90","0.49","0.39","OK"
"8iwv8","3.60","2.40","0.72","1.03","OK"
"8iwvi","0.00",0.00,0.00,0.00,"OK"
"8iwvl","6.41","2.95","1.17","0.23","OK"
"8iwx5",0.00,0.00,"1.43","0.91","OK"
"8iwxs",0.00,0.00,0.00,0.00,"OK"
"8iwxv","3.88","2.98","0.56","0.93","OK"
"8iwy8","1.97","1.32","0.20","-0.30","OK"
"8iwz0",0.00,0.00,0.00,0.00,"OK"
"8ix09",0.00,0.00,0.00,0.00,"OK"
"8ix0c",0.00,0.00,0.00,0.00,"OK"
"8ix2h","3.62","1.94","0.45","0.01","OK"
"8ix3h",0.00,0.00,0.00,0.00,"OK"
"8ix6h",0.00,0.00,"2.04","0.71","OK"
"8ix6p","2.81","1.16","-1.34","-2.20","Fraud"
"8ix86",0.00,0.00,0.00,0.00,"OK"
"8ix89","0.71","0.71","0.71","0.71","OK"
"8ixdk",0.00,0.00,0.00,"0.00","OK"
"8ixgd","5.48","2.33","0.69","0.53","OK"
"8ixgl",0.00,0.00,"0.80","0.80","OK"
"8ixl3","1.70","1.70","1.14","0.55","OK"
"8ixly",0.00,"2.47","0.71","0.71","OK"
"8ixlz","5.26","5.06","0.58","0.53","OK"
"8ixoq","3.66","2.43","0.05","-1.03","OK"
"8ixor","2.94","1.53","-0.25","-0.49","OK"
"8ixp4",0.00,0.00,0.00,0.00,"OK"
"8ixq4","4.19","4.90","-0.19","-0.88","OK"
"8ixq5","0.99","0.92","0.43","0.16","OK"
"8ixs1","7.55","4.05","0.54","-0.53","OK"
"8ixsd","3.55","2.29","0.57","0.18","OK"
"8ixue",0.00,0.00,0.00,0.00,"OK"
"8ixuj",0.00,0.00,0.00,0.00,"OK"
"8ixvg","7.75","2.60","0.07","0.60","OK"
"8ixvu","3.30","3.53","0.34","-0.32","OK"
"8ixy5",0.00,0.00,0.00,0.00,"OK"
"8ixzl",0.00,0.00,0.00,0.00,"OK"
"8ixzs","2.31","2.62","0.67","-0.41","OK"
"8ixzt","3.82","5.57","2.30","1.04","OK"
"8iy03","2.27","2.77","1.34","-0.20","OK"
"8iy0v","3.18","1.64","0.92","0.90","Observation"
"8iy1m",0.00,0.00,0.00,0.00,"OK"
"8iy36","3.62","4.30","0.85","0.12","OK"
"8iy4x",0.00,0.00,"0.71","0.71","OK"
"8iy5g","2.86","2.17","1.37","-0.01","OK"
"8iy6x",0.00,0.00,0.00,0.00,"OK"
"8iy7x","3.02","2.85","1.60","1.48","OK"
"8iy9b",0.00,"2.47","1.15","1.15","OK"
"8iyb9",0.00,0.00,"1.29","0.49","OK"
"8iyc8","1.80","1.07","0.38","-0.29","OK"
"8iydk",0.00,0.00,0.00,0.00,"OK"
"8iyea",0.00,0.00,0.00,0.00,"OK"
"8iyfx","2.81","2.00","2.28","1.20","OK"
"8iyi9","4.15","2.32","0.04","-0.86","OK"
"8iyj6","6.25","4.07","0.63","1.43","OK"
"8iyo2",0.00,0.00,0.00,0.00,"OK"
"8iysb","4.62","1.79","0.48","0.02","OK"
"8iyvp","3.29","2.68","2.91","2.38","OK"
"8iywe",0.00,0.00,0.00,0.00,"OK"
"8iyxe","4.07","3.12","0.89","0.19","OK"
"8iz0o",0.00,0.00,0.00,0.00,"OK"
"8iz1c","1.21","0.53","-0.49","-0.88","OK"
"8iz2a","7.74","10.00","1.78","0.72","OK"
"8iz2c","3.37","4.29","2.85","1.58","OK"
"8iz2e","5.39","3.74","1.64","1.28","OK"
"8iz2m","3.07","2.33","1.93","1.12","OK"
"8iz2n","6.92","9.58","1.61","0.82","OK"
"8iz48","3.70","2.95","0.43","0.31","OK"
"8iz6y",0.00,0.00,"2.27","1.12","OK"
"8iz7h",0.00,0.00,"1.15","1.15","OK"
"8iz7i","1.46","0.97","1.02","0.07","OK"
"8iz80",0.00,0.00,0.00,0.00,"OK"
"8iz8t",0.00,0.00,0.00,0.00,"OK"
"8iz91","3.63","1.72","1.47","1.27","OK"
"8izah",0.00,0.00,"0.57","0.99","OK"
"8izak",0.00,0.00,0.00,0.00,"OK"
"8izam",0.00,0.00,0.00,0.00,"OK"
"8izan",0.00,0.00,0.00,0.00,"OK"
"8izao",0.00,0.00,0.00,0.00,"OK"
"8izar",0.00,0.00,"1.50","1.15","OK"
"8izau",0.00,"3.75","1.14","0.36","OK"
"8izav",0.00,"2.79","1.75","0.92","OK"
"8izaw",0.00,0.00,"1.12","0.34","OK"
"8izay",0.00,0.00,0.00,0.00,"OK"
"8izbp",0.00,0.00,0.00,0.00,"OK"
"8izbt","5.60","4.33","0.84","1.23","OK"
"8ize1",0.00,0.00,0.00,0.00,"OK"
"8izgi",0.00,0.00,0.00,"1.15","OK"
"8izjs",0.00,0.00,0.00,0.00,"OK"
"8izkp",0.00,0.00,0.00,0.00,"OK"
"8izlr",0.00,0.00,"1.15","1.36","OK"
"8iznj","2.10","1.30","0.73","-0.66","OK"
"8izot",0.00,0.00,0.00,0.00,"OK"
"8izpa","6.50","3.99","0.90","-0.37","OK"
"8izsa",0.00,0.00,"2.04","0.00","OK"
"8izt5","1.71","3.45","3.49","2.23","Observation"
"8izt6","1.91","1.05","0.03","-0.42","Observation"
"8iztc","3.94","2.68","0.61","0.20","OK"
"8iztd",0.00,0.00,"0.41","0.49","OK"
"8iztj",0.00,"6.41","1.57","1.07","OK"
"8izts",0.00,0.00,0.00,0.00,"OK"
"8izu7",0.00,0.00,0.00,0.00,"OK"
"8izv8","2.04","0.84","0.00","0.00","OK"
"8izwb","4.63","4.34","1.27","0.58","OK"
"8izwe","2.32","1.91","1.68","0.63","Fraud"
"8izxr",0.00,"3.92","0.75","-0.08","OK"
"8izzv","3.59","3.40","1.56","1.59","OK"
"8j00e",0.00,"2.52","1.58","0.64","OK"
"8j01d",0.00,0.00,0.00,0.00,"OK"
"8j029",0.00,0.00,"1.15","0.00","OK"
"8j07i","7.12","2.26","0.50","0.39","OK"
"8j07s",0.00,0.00,"1.43","0.56","OK"
"8j085","1.15","1.15","1.15","1.15","OK"
"8j08y","1.75","1.48","0.95","0.64","OK"
"8j094",0.00,0.00,0.00,0.00,"OK"
"8j096","3.18","3.18","0.41","0.84","OK"
"8j09p",0.00,0.00,"1.79","1.79","OK"
"8j0a9","7.35","5.00","0.43","-0.27","OK"
"8j0ao",0.00,0.00,"1.15","1.54","OK"
"8j0b4","2.21","1.78","0.94","0.43","OK"
"8j0b5","2.51","2.47","1.79","1.61","OK"
"8j0bs","2.48","2.12","2.06","1.25","OK"
"8j0bz",0.00,0.00,0.00,0.00,"OK"
"8j0da",0.00,0.00,"1.88","1.88","OK"
"8j0dl",0.00,0.00,0.00,"0.00","OK"
"8j0eq","4.64","3.13","0.97","0.68","OK"
"8j0fj","2.84","1.64","0.50","-0.65","OK"
"8j0g9","4.42","2.43","1.26","0.93","OK"
"8j0h6",0.00,0.00,0.00,0.00,"OK"
"8j0hb","3.24","2.32","1.48","1.36","OK"
"8j0j9","7.00","2.58","1.06","0.43","OK"
"8j0m9",0.00,0.00,0.00,"0.00","OK"
"8j0mk",0.00,0.00,"1.21","1.39","OK"
"8j0mw","3.65","3.65","0.72","0.99","OK"
"8j0n4","5.36","2.45","0.33","-0.41","OK"
"8j0ov","3.57","2.42","0.24","-0.55","OK"
"8j0oz",0.00,0.00,0.00,0.00,"OK"
"8j0pl","2.65","2.70","1.36","0.13","Fraud"
"8j0py",0.00,0.00,0.00,0.00,"OK"
"8j0qc","7.00","6.83","0.93","-0.44","OK"
"8j0qr",0.00,0.00,0.00,0.00,"OK"
"8j0su",0.00,0.00,"0.71","0.71","OK"
"8j0tb",0.00,0.00,"1.79","1.79","OK"
"8j0tg",0.00,0.00,"2.04","1.12","OK"
"8j0w1","3.10","3.22","0.96","-0.03","Observation"
"8j0wb","3.88","3.75","0.02","0.49","OK"
"8j0ww","3.64","3.15","0.41","-0.53","OK"
"8j0x3","3.21","1.86","0.61","-0.88","OK"
"8j0x9","2.05","1.87","0.80","-0.56","Observation"
"8j0z9",0.00,0.00,0.00,0.00,"OK"
"8j10c","2.21","1.73","0.17","0.19","OK"
"8j11k",0.00,0.00,0.00,0.00,"OK"
"8j121","4.07","2.25","1.00","0.51","OK"
"8j12n",0.00,"2.41","1.29","0.20","OK"
"8j15b",0.00,"5.10","2.67","1.00","OK"
"8j16r",0.00,0.00,0.00,"0.00","OK"
"8j18g",0.00,0.00,"1.79","1.79","OK"
"8j197","2.83","2.01","2.39","1.56","OK"
"8j19d","4.45","2.76","1.34","0.24","OK"
"8j19f","2.57","1.98","-0.01","-0.83","OK"
"8j19x","1.34","0.82","-0.68","-1.31","OK"
"8j1a0",0.00,"3.04","0.94","0.81","OK"
"8j1a1","4.46","2.30","0.73","0.34","OK"
"8j1a2","7.12","12.37","3.84","2.28","OK"
"8j1a3",0.00,"2.85","1.50","1.15","OK"
"8j1a6",0.00,0.00,"1.67","0.73","OK"
"8j1a7",0.00,0.00,"0.97","0.76","OK"
"8j1aj","2.66","1.39","0.86","-0.21","OK"
"8j1di",0.00,"3.55","1.58","0.85","OK"
"8j1fp",0.00,0.00,"0.71","0.71","OK"
"8j1h7",0.00,0.00,0.00,"0.00","OK"
"8j1j6",0.00,"1.79","-1.15","-1.15","OK"
"8j1lc","5.45","4.26","1.33","0.67","OK"
"8j1od","2.13","1.41","0.66","-0.84","OK"
"8j1pb","4.50","4.37","1.03","1.25","OK"
"8j1pd","1.42","1.26","1.05","1.08","OK"
"8j1q5",0.00,0.00,0.00,0.00,"OK"
"8j1qi",0.00,0.00,0.00,0.00,"OK"
"8j1rc","0.71","0.71","0.71","0.71","OK"
"8j1s7",0.00,0.00,0.00,0.00,"OK"
"8j1se","8.91","2.73","0.72","0.11","OK"
"8j1so",0.00,"2.04","0.77","1.08","OK"
"8j1sp",0.00,0.00,"0.94","0.50","OK"
"8j1sw","5.36","2.15","0.24","0.22","OK"
"8j1t4","2.98","1.71","0.47","-0.08","OK"
"8j1ti","1.08","0.43","-0.14","-0.36","OK"
"8j1u4",0.00,"3.47","0.45","-0.38","OK"
"8j1u5","7.21","4.60","0.99","1.09","OK"
"8j1uw","-0.71","0.00","0.00","0.00","OK"
"8j1x0","1.79","1.79","0.41","0.41","OK"
"8j1xv","3.75","3.75","0.51","-0.21","OK"
"8j1y0",0.00,0.00,0.00,0.00,"OK"
"8j1y6","1.15","1.15","1.15","1.15","OK"
"8j20z","3.68","2.93","1.38","0.06","OK"
"8j22j",0.00,0.00,"0.95","1.12","OK"
"8j22t","2.27","2.27","0.95","1.12","OK"
"8j23z",0.00,0.00,"-0.38","0.00","OK"
"8j240",0.00,0.00,0.00,0.00,"OK"
"8j24h",0.00,0.00,0.00,0.00,"OK"
"8j26k",0.00,"4.22","1.37","0.23","OK"
"8j279","7.68","2.51","-0.57","-0.22","OK"
"8j27p",0.00,0.00,"1.79","0.41","OK"
"8j295",0.00,0.00,"0.00","0.00","OK"
"8j29y",0.00,"2.85","1.64","1.03","OK"
"8j2b6","4.25","2.36","0.99","0.70","OK"
"8j2b9","5.48","2.47","1.15","0.60","OK"
"8j2dz",0.00,0.00,0.00,0.00,"OK"
"8j2e0","6.65","3.82","0.51","-0.98","OK"
"8j2e9",0.00,0.00,0.00,0.00,"OK"
"8j2er",0.00,0.00,"0.71","0.00","OK"
"8j2f8",0.00,"1.96","1.36","0.91","OK"
"8j2hf","2.81","2.16","2.43","1.26","Observation"
"8j2i2","4.01","3.51","0.82","0.97","OK"
"8j2ix","0.83","0.73","0.27","0.17","Observation"
"8j2kd",0.00,0.00,0.00,0.00,"OK"
"8j2ki",0.00,0.00,0.00,0.00,"OK"
"8j2li",0.00,0.00,0.00,0.00,"OK"
"8j2m4","1.38","1.01","0.00","-0.91","Observation"
"8j2nt","6.28","5.52","1.76","0.04","OK"
"8j2pr","5.17","3.79","1.26","0.47","OK"
"8j2r9",0.00,"3.18","0.64","-0.32","OK"
"8j2s6","1.99","0.92","0.05","-0.66","OK"
"8j2s7","1.08","0.45","-0.17","-1.06","OK"
"8j2td","4.97","2.92","0.11","-0.75","OK"
"8j2to",0.00,0.00,0.00,0.00,"OK"
"8j2tr",0.00,0.00,0.00,0.00,"OK"
"8j2uy","2.80","1.64","0.32","-0.28","Fraud"
"8j2z5","5.29","5.20","0.55","-0.04","OK"
"8j2zn",0.00,0.00,0.00,0.00,"OK"
"8j307","5.83","3.58","1.49","0.96","OK"
"8j30b","3.47","2.49","2.26","1.57","OK"
"8j30i",0.00,0.00,0.00,0.00,"OK"
"8j30r","3.07","1.68","0.94","0.18","Fraud"
"8j311","5.70","3.27","0.84","-0.34","OK"
"8j319",0.00,0.00,0.00,0.00,"OK"
"8j31t","2.27","1.07","-0.24","-0.25","Observation"
"8j31u","3.85","2.88","2.29","1.24","OK"
"8j326",0.00,0.00,0.00,0.00,"OK"
"8j329",0.00,0.00,0.00,0.00,"OK"
"8j32k","3.06","1.94","-0.19","0.11","OK"
"8j32l","3.71","1.94","0.95","-0.20","OK"
"8j32m","4.38","2.29","0.45","0.19","OK"
"8j34p","1.79","1.79","1.50","1.50","OK"
"8j368","1.70","1.74","0.86","-0.12","Observation"
"8j369","1.72","1.65","0.85","0.30","Observation"
"8j36c",0.00,0.00,0.00,0.00,"OK"
"8j36d","1.44","1.07","0.81","0.48","Observation"
"8j36e","1.75","1.10","0.08","-0.06","OK"
"8j36f","4.63","5.28","0.17","0.07","OK"
"8j36t","1.63","1.23","-0.46","-1.40","OK"
"8j38c",0.00,0.00,0.00,0.00,"OK"
"8j398",0.00,0.00,0.00,0.00,"OK"
"8j39n","4.20","2.75","1.19","0.68","OK"
"8j39x","2.79","1.79","0.82","0.35","OK"
"8j3e7",0.00,0.00,0.00,0.00,"OK"
"8j3ej","5.20","2.54","0.57","0.21","OK"
"8j3fg",0.00,"4.19","0.43","2.15","OK"
"8j3fs","3.02","3.02","-0.52","0.49","OK"
"8j3gw","1.67","1.80","1.37","1.12","OK"
"8j3j2",0.00,0.00,0.00,0.00,"OK"
"8j3kg","4.60","4.57","1.29","0.92","OK"
"8j3l0",0.00,0.00,0.00,0.00,"OK"
"8j3ln",0.00,0.00,0.00,0.00,"OK"
"8j3nw","6.00","2.56","0.91","0.69","OK"
"8j3oy",0.00,0.00,0.00,0.00,"OK"
"8j3th",0.00,0.00,0.00,0.00,"OK"
"8j3u4","4.60","2.21","0.59","-0.79","OK"
"8j3xi","4.67","2.27","-0.33","-1.34","OK"
"8j3xm",0.00,0.00,0.00,0.00,"OK"
"8j3z1","0.41","0.49","0.49","-0.71","OK"
"8j3zu","3.56","1.67","1.85","1.63","OK"
"8j416","2.57","1.85","1.26","0.54","OK"
"8j41t",0.00,0.00,"0.00",0.00,"OK"
"8j42p",0.00,0.00,0.00,0.00,"OK"
"8j437","2.04","0.71","0.84","0.84","OK"
"8j43i",0.00,0.00,0.00,0.00,"OK"
"8j46c","1.17","0.68","0.09","-0.70","OK"
"8j470",0.00,0.00,0.00,0.00,"OK"
"8j49w","6.17","2.13","2.33","2.15","OK"
"8j4ap",0.00,0.00,0.00,0.00,"OK"
"8j4ch","2.07","0.78","1.06","0.57","OK"
"8j4dw",0.00,0.00,0.00,0.00,"OK"
"8j4fc","5.62","2.92","0.52","-0.14","OK"
"8j4fe","2.04","0.71","1.15","0.71","OK"
"8j4gq","4.35","5.56","1.80","0.80","OK"
"8j4gr","5.61","2.31","0.15","-0.07","OK"
"8j4hv",0.00,0.00,0.00,0.00,"OK"
"8j4li","3.02","1.65","1.24","1.24","OK"
"8j4mp","3.34","1.96","1.15","0.31","OK"
"8j4nq",0.00,"1.15","-0.71","-0.71","OK"
"8j4o3",0.00,0.00,0.00,0.00,"OK"
"8j4og",0.00,0.00,"0.71","0.71","OK"
"8j4pk",0.00,0.00,"0.41","0.70","OK"
"8j4pp","1.59","1.05","0.53","-0.47","OK"
"8j4qz","1.57","0.80","0.17","-0.89","OK"
"8j4sj",0.00,0.00,0.00,0.00,"OK"
"8j4tc","3.06","1.47","1.46","0.86","OK"
"8j4tl",0.00,0.00,0.00,0.00,"OK"
"8j4tm",0.00,0.00,"0.71","0.71","OK"
"8j4uo","2.29","1.39","0.19","0.05","OK"
"8j4uq",0.00,"4.13","1.67","0.80","OK"
"8j4v5","4.25","5.00","1.80","2.01","OK"
"8j4vg","5.57","4.22","1.67","1.09","OK"
"8j4vj",0.00,0.00,0.00,0.00,"OK"
"8j4ye","5.00","2.29","0.06","-0.26","OK"
"8j507","2.73","2.70","1.14","-0.27","OK"
"8j510","0.71","0.71","0.71","0.71","OK"
"8j51f","3.79","2.43","0.68","0.28","Observation"
"8j522","6.17","3.18","0.90","0.33","OK"
"8j523","2.26","3.17","2.67","1.65","OK"
"8j52r","4.77","2.84","1.91","1.06","OK"
"8j53q",0.00,"2.27","2.27","1.12","OK"
"8j53t","2.92","2.15","0.61","-0.38","OK"
"8j54k",0.00,"1.50","1.50","0.00","OK"
"8j54x",0.00,0.00,0.00,0.00,"OK"
"8j55y","0.81","0.76","0.55","0.63","OK"
