"partnerid","AgentClickRatio","AgentVariance","MaxSameCidCount","NoOfUniqueCid","CidClickRatio","CidVariance","status"
"8is4w","0.36","52.30","48","31","0.24","78.24","OK"
"8is4x","0.81","0.53","4","11","0.52","0.99","OK"
"8is5e","0.28","20.68","352","11","0.02","11416.02","OK"
"8is5f","1.00","0.00","3","1","0.33","0.00","OK"
"8is5h","0.32","16.41","238","7","0.01","8166.57","Observation"
"8is5o","0.73","1.48","3","26","0.79","0.35","OK"
"8is5q","0.56","1.72","62","29","0.31","123.42","OK"
"8is5r","0.64","0.68","5","23","0.64","0.85","OK"
"8is6u","0.50","0.00","1","2","1.00","0.00","OK"
"8is82","0.18","123.16","159","115","0.07","1057.03","OK"
"8is85","1.00","0.00","2","2","0.67","0.25","OK"
"8is87","0.47","5.21","6","32","0.43","2.48","OK"
"8is8g","0.49","5.32","35","23","0.37","47.76","OK"
"8isas","0.09","1586.09","148","151","0.07","948.43","OK"
"8isat","0.16","264.88","250","118","0.06","1904.77","OK"
"8isau","0.33","0.00","1","3","1.00","0.00","OK"
"8isbh","0.41","2.98","9","26","0.57","2.49","OK"
"8isbo","0.50","0.00","1","2","1.00","0.00","OK"
"8isbr","1.00","0.00","1","1","1.00","0.00","OK"
"8isbz","0.53","3.31","90","37","0.26","207.18","OK"
"8isch","0.00","181050.25","199","91","0.06","1075.24","Observation"
"8iscw","0.50","2.70","4","82","0.77","0.36","OK"
"8iscy","0.44","4.17","138","41","0.22","445.01","OK"
"8isd4","1.00","0.00","1","1","1.00","0.00","OK"
"8isd6","1.00","0.00","2","2","0.67","0.25","OK"
"8isdb","0.50","4.14","20","45","0.52","8.35","OK"
"8isdq","0.67","0.45","3","9","0.60","0.44","OK"
"8ise8","0.83","0.36","9","4","0.33","12.00","OK"
"8isei","0.60","0.56","7","4","0.40","6.75","OK"
"8ises","0.16","479.13","116","65","0.12","301.86","OK"
"8iseu","0.38","6.89","3","10","0.63","0.44","OK"
"8isf7","0.59","2.94","10","29","0.41","5.62","OK"
"8isfp","1.00","0.00","1","1","1.00","0.00","OK"
"8isfs","1.00","0.00","1","1","1.00","0.00","OK"
"8isgu","0.85","0.26","1","20","1.00","0.00","OK"
"8ish6","0.21","57.43","83","182","0.16","181.49","OK"
"8ishk","0.34","12.69","26","4","0.14","117.19","OK"
"8ishn","0.40","2.25","2","4","0.80","0.19","OK"
"8isi3","1.00","0.00","1","1","1.00","0.00","OK"
"8isj3","0.10","1163.02","4476","334","0.05","59738.78","OK"
"8isj9","0.35","18.48","10","15","0.33","8.86","OK"
"8isje","0.57","2.69","9","22","0.45","5.18","OK"
"8isk1","1.00","0.00","1","1","1.00","0.00","OK"
"8isk6","1.00","0.00","1","1","1.00","0.00","OK"
"8islr","0.50","2.96","3","34","0.74","0.40","OK"
"8isme","0.88","0.12","1","8","1.00","0.00","OK"
"8ismw","1.00","0.00","1","3","1.00","0.00","OK"
"8isp2","1.00","0.00","1","1","1.00","0.00","OK"
"8isrm","0.40","7.36","10","81","0.44","2.67","OK"
"8isrt","1.00","0.00","1","2","1.00","0.00","OK"
"8issu","0.37","47.21","6","93","0.57","1.31","OK"
"8isvf","1.00","0.00","1","1","1.00","0.00","OK"
"8isxs","0.33","0.00","1","3","1.00","0.00","OK"
"8isxw","1.00","0.00","1","1","1.00","0.00","OK"
"8isyx","1.00","0.00","2","1","0.50","0.00","OK"
"8isz2","1.00","0.00","5","4","0.50","3.00","OK"
"8isz4","1.00","0.00","1","1","1.00","0.00","OK"
"8it0b","0.62","1.11","4","14","0.54","1.41","OK"
"8it0m","1.00","0.00","1","1","1.00","0.00","OK"
"8it0v","0.73","0.48","4","7","0.64","1.10","OK"
"8it18","0.67","1.75","3","10","0.83","0.36","OK"
"8it2h","0.40","13.26","55","133","0.20","72.11","OK"
"8it36","0.00","315844.00","171","99","0.07","1045.82","Fraud"
"8it3p","0.57","2.85","7","76","0.66","1.41","OK"
"8it4b","1.00","0.00","2","2","0.67","0.25","OK"
"8it51","0.37","22.34","164","10","0.06","2388.04","OK"
"8it52","0.57","1.75","37","27","0.38","45.78","OK"
"8it54","0.77","0.48","10","13","0.33","8.00","OK"
"8it55","0.52","1.97","57","28","0.17","159.17","OK"
"8it57","0.86","0.14","3","3","0.43","0.22","OK"
"8it59","0.83","0.16","3","3","0.50","0.67","OK"
"8it5a","0.78","0.20","3","6","0.67","0.58","OK"
"8it5b","0.80","0.19","3","3","0.60","0.89","OK"
"8it5c","0.71","0.37","7","8","0.38","3.73","OK"
"8it5d","1.00","0.00","3","9","0.69","0.69","OK"
"8it5e","0.73","0.88","22","7","0.12","63.96","OK"
"8it5i","0.88","0.27","7","5","0.31","4.56","OK"
"8it5k","0.78","0.30","9","6","0.22","7.58","OK"
"8it5n","0.73","0.57","9","7","0.21","7.63","OK"
"8it5o","0.60","0.89","2","3","0.60","0.22","OK"
"8it5q","0.83","0.16","3","4","0.67","0.75","OK"
"8it5r","0.86","0.14","3","4","0.57","0.69","OK"
"8it5t","0.44","6.64","13","101","0.52","3.21","OK"
"8it63","1.00","0.00","1","1","1.00","0.00","OK"
"8it65","1.00","0.00","1","1","1.00","0.00","OK"
"8it66","1.00","0.00","1","2","1.00","0.00","OK"
"8it6j","0.17","0.00","6","1","0.17","0.00","OK"
"8it7k","0.83","0.16","2","4","0.67","0.25","OK"
"8it7m","1.00","0.00","1","1","1.00","0.00","OK"
"8it7o","0.87","0.13","7","7","0.47","4.41","OK"
"8it7p","1.00","0.00","2","6","0.86","0.14","OK"
"8it8j","0.61","3.37","4","81","0.76","0.51","OK"
"8it8l","1.00","0.00","1","1","1.00","0.00","OK"
"8it8q","0.50","0.00","1","2","1.00","0.00","OK"
"8it9g","0.14","342.84","195","237","0.11","719.23","OK"
"8it9n","0.67","0.75","2","4","0.67","0.25","OK"
"8it9p","0.21","66.34","53","251","0.26","53.48","OK"
"8it9w","0.32","19.16","45","206","0.44","12.29","OK"
"8itaa","0.88","0.27","11","6","0.38","13.89","OK"
"8itap","0.08","1423.93","3949","194","0.04","79851.35","Observation"
"8itat","1.00","0.00","1","1","1.00","0.00","OK"
"8itb0","0.06","5383.82","2204","161","0.01","103478.96","OK"
"8itb1","0.08","2521.88","2155","156","0.02","46386.62","OK"
"8itcr","0.14","307.93","121","279","0.13","217.90","OK"
"8itcx","1.00","0.00","1","1","1.00","0.00","OK"
"8itdr","0.33","0.00","1","3","1.00","0.00","OK"
"8itdx","1.00","0.00","1","1","1.00","0.00","OK"
"8ite3","0.07","2078.75","678","355","0.04","7895.38","OK"
"8iteu","0.83","0.16","2","5","0.83","0.16","OK"
"8itf4","0.67","1.50","7","13","0.54","2.59","OK"
"8itfc","1.00","0.00","1","1","1.00","0.00","OK"
"8itgs","0.21","14.22","14","1","0.07","0.00","OK"
"8ith0","0.56","1.73","5","12","0.75","1.22","OK"
"8ith4","0.08","2038.60","5476","245","0.04","121778.62","OK"
"8ith6","1.00","0.00","1","1","1.00","0.00","OK"
"8ithb","1.00","0.00","1","1","1.00","0.00","OK"
"8ithf","0.12","1057.87","580","55","0.03","9572.43","Observation"
"8ithn","1.00","0.00","1","4","1.00","0.00","OK"
"8ithu","0.41","30.60","22","53","0.28","21.04","OK"
"8ithz","1.00","0.00","1","4","1.00","0.00","OK"
"8itif","0.20","0.00","5","1","0.20","0.00","OK"
"8itio","1.00","0.00","1","1","1.00","0.00","OK"
"8itiu","0.51","3.53","7","46","0.50","2.39","OK"
"8itj5","0.63","2.24","19","19","0.48","16.09","OK"
"8itji","0.11","1382.53","150","344","0.16","155.73","OK"
"8itk7","0.63","1.79","2","27","0.77","0.21","OK"
"8itka","1.00","0.00","1","1","1.00","0.00","OK"
"8itkq","0.65","0.98","15","3","0.18","43.56","OK"
"8itks","0.91","0.09","2","9","0.82","0.17","OK"
"8itkt","0.47","3.20","127","6","0.04","2184.58","OK"
"8itl2","1.00","0.00","1","1","1.00","0.00","OK"
"8itl8","1.00","0.00","2","1","0.50","0.00","OK"
"8itla","1.00","0.00","1","1","1.00","0.00","OK"
"8itlh","0.48","5.86","39","11","0.10","148.63","OK"
"8itli","0.78","0.20","6","4","0.44","4.69","OK"
"8itlt","0.52","1.91","4","27","0.59","1.02","OK"
"8itly","0.34","67.32","28","51","0.28","28.83","OK"
"8itm2","1.00","0.00","1","1","1.00","0.00","OK"
"8itme","0.09","0.00","9","2","0.18","12.25","OK"
"8itmi","0.10","817.22","3445","287","0.06","41136.42","OK"
"8itmu","0.71","0.83","5","11","0.46","1.42","OK"
"8itnb","1.00","0.00","1","1","1.00","0.00","OK"
"8itod","0.56","1.56","42","13","0.10","174.90","OK"
"8itoe","1.00","0.00","1","4","1.00","0.00","OK"
"8itof","0.20","57.53","300","19","0.02","6017.19","OK"
"8itop","0.17","82.52","45","227","0.27","23.44","OK"
"8itos","1.00","0.00","1","2","1.00","0.00","OK"
"8itoz","0.71","0.64","2","5","0.71","0.24","OK"
"8itp0","0.65","0.56","2","14","0.70","0.24","OK"
"8itpk","0.62","1.22","5","50","0.66","0.85","OK"
"8itq3","1.00","0.00","1","2","1.00","0.00","OK"
"8itql","0.60","0.89","2","4","0.80","0.19","OK"
"8itqs","1.00","0.00","1","1","1.00","0.00","OK"
"8itrb","0.54","5.19","11","36","0.37","8.88","OK"
"8itre","0.32","38.00","28","134","0.29","31.97","OK"
"8itrn","0.79","0.26","10","21","0.55","3.96","OK"
"8itro","1.00","0.00","1","1","1.00","0.00","OK"
"8itrq","0.42","4.73","4","13","0.68","0.71","OK"
"8its6","0.33","0.00","1","3","1.00","0.00","OK"
"8itsg","1.00","0.00","1","3","1.00","0.00","OK"
"8itsw","0.86","0.14","4","4","0.57","1.69","OK"
"8itt6","1.00","0.00","2","1","0.50","0.00","OK"
"8ittc","0.27","117.59","24","23","0.16","50.99","OK"
"8itth","1.00","0.00","1","1","1.00","0.00","OK"
"8ittq","1.00","0.00","1","1","1.00","0.00","OK"
"8ittu","1.00","0.00","1","4","1.00","0.00","OK"
"8ittv","0.50","0.00","1","2","1.00","0.00","OK"
"8ituk","1.00","0.00","1","3","1.00","0.00","OK"
"8itvb","1.00","0.00","1","1","1.00","0.00","OK"
"8itww","1.00","0.00","1","1","1.00","0.00","OK"
"8itx1","0.45","4.85","6","48","0.72","0.99","OK"
"8itx5","0.19","349.04","87","167","0.18","138.88","OK"
"8itxs","0.80","0.44","8","3","0.30","10.89","OK"
"8itxx","0.25","1.00","4","3","0.38","1.56","OK"
"8ityd","0.45","3.76","11","1","0.09","0.00","OK"
"8itzi","0.50","3.00","3","11","0.69","0.43","OK"
"8iu02","1.00","0.00","1","3","1.00","0.00","OK"
"8iu0k","0.50","1.00","3","2","0.50","1.00","OK"
"8iu23","0.33","12.00","2","11","0.92","0.08","OK"
"8iu2c","0.08","1026.06","245","550","0.08","745.40","Observation"
"8iu38","1.00","0.00","1","2","1.00","0.00","OK"
"8iu3e","0.43","7.44","129","8","0.05","1746.48","OK"
"8iu3h","0.21","72.47","36","292","0.27","24.70","OK"
"8iu4c","0.25","17.90","68","37","0.14","154.62","OK"
"8iu57","1.00","0.00","1","2","1.00","0.00","OK"
"8iu5r","0.67","0.25","2","2","0.67","0.25","OK"
"8iu66","0.46","3.50","93","57","0.37","145.67","OK"
"8iu6m","1.00","0.00","1","1","1.00","0.00","OK"
"8iu6x","0.33","4.00","4","3","0.50","2.00","OK"
"8iu74","1.00","0.00","1","2","1.00","0.00","OK"
"8iu76","0.13","1002.75","84","41","0.06","637.94","Observation"
"8iu77","0.48","4.29","7","4","0.19","2.19","OK"
"8iu7b","1.00","0.00","1","2","1.00","0.00","OK"
"8iu7d","0.11","2614.69","253","46","0.04","2362.99","OK"
"8iu7w","1.00","0.00","1","1","1.00","0.00","OK"
"8iu82","1.00","0.00","1","3","1.00","0.00","OK"
"8iua3","0.46","2.31","3","17","0.65","0.60","OK"
"8iuan","0.06","1635.89","361","552","0.08","675.96","Observation"
"8iuav","0.89","0.11","2","8","0.89","0.11","OK"
"8iub1","0.75","0.22","3","2","0.50","1.00","OK"
"8iucx","0.31","15.19","4","7","0.54","1.27","OK"
"8iufj","0.62","0.71","21","4","0.12","68.75","OK"
"8iufr","1.00","0.00","1","1","1.00","0.00","OK"
"8iufs","0.61","1.52","7","16","0.31","3.65","OK"
"8iufv","0.50","0.00","2","1","0.50","0.00","OK"
"8iugo","1.00","0.00","1","1","1.00","0.00","OK"
"8iuhr","1.00","0.00","1","1","1.00","0.00","OK"
"8iui3","1.00","0.00","1","1","1.00","0.00","OK"
"8iuia","0.03","14707.57","359","528","0.07","801.72","OK"
"8iuip","1.00","0.00","1","1","1.00","0.00","OK"
"8iujq","0.67","0.75","2","5","0.83","0.16","OK"
"8iujx","0.37","16.00","72","92","0.42","54.60","OK"
"8iukd","1.00","0.00","1","1","1.00","0.00","OK"
"8iuls","0.69","1.34","2","13","0.81","0.18","OK"
"8ium6","1.00","0.00","1","1","1.00","0.00","OK"
"8iumc","0.73","0.72","7","26","0.65","1.63","OK"
"8iume","0.25","39.66","399","84","0.15","1857.96","OK"
"8iumx","0.57","1.69","4","4","0.57","1.69","OK"
"8iun9","0.29","24.43","129","279","0.35","67.50","OK"
"8iuna","0.60","0.89","1","5","1.00","0.00","OK"
"8iunk","1.00","0.00","1","3","1.00","0.00","OK"
"8iuo8","0.29","17.04","95","318","0.16","142.75","OK"
"8iuok","0.59","1.77","58","4","0.07","609.19","OK"
"8iuqb","0.50","0.00","1","2","1.00","0.00","OK"
"8iuqh","0.76","0.64","9","16","0.64","3.75","OK"
"8iuqk","0.29","15.61","104","338","0.17","133.61","OK"
"8iuqp","1.00","0.00","1","1","1.00","0.00","OK"
"8iuqv","1.00","0.00","1","1","1.00","0.00","OK"
"8iurr","0.56","0.56","2","8","0.89","0.11","OK"
"8iuuw","1.00","0.00","1","2","1.00","0.00","OK"
"8iuv4","0.92","0.08","2","12","0.92","0.08","OK"
"8iuv6","0.52","6.52","5","53","0.69","0.85","OK"
"8iuv8","0.50","1.25","1","16","1.00","0.00","OK"
"8iuv9","0.13","27.22","9","15","0.33","6.20","OK"
"8iuva","0.84","0.25","19","3","0.12","57.56","OK"
"8iuwa","1.00","0.00","1","1","1.00","0.00","OK"
"8iuxg","1.00","0.00","2","2","0.67","0.25","OK"
"8iuxk","0.50","0.00","2","3","0.75","0.22","OK"
"8iuxq","0.34","21.10","10","20","0.36","7.76","OK"
"8iuy6","1.00","0.00","1","1","1.00","0.00","OK"
"8iuyv","0.31","10.76","4","36","0.56","0.95","OK"
"8iv07","0.86","0.14","1","7","1.00","0.00","OK"
"8iv0i","1.00","0.00","1","1","1.00","0.00","OK"
"8iv0s","1.00","0.00","1","1","1.00","0.00","OK"
"8iv0x","0.46","3.00","24","23","0.27","22.57","OK"
"8iv1g","1.00","0.00","2","2","0.67","0.25","OK"
"8iv1m","0.86","0.14","5","3","0.43","3.56","OK"
"8iv1x","0.61","6.43","7","31","0.63","1.47","OK"
"8iv2t","1.00","0.00","1","1","1.00","0.00","OK"
"8iv3o","1.00","0.00","1","2","1.00","0.00","OK"
"8iv48","1.00","0.00","1","1","1.00","0.00","OK"
"8iv4d","1.00","0.00","1","1","1.00","0.00","OK"
"8iv4h","1.00","0.00","2","1","0.50","0.00","OK"
"8iv4j","0.44","6.92","119","21","0.15","630.09","OK"
"8iv58","1.00","0.00","1","1","1.00","0.00","OK"
"8iv5f","1.00","0.00","1","2","1.00","0.00","OK"
"8iv5p","1.00","0.00","1","1","1.00","0.00","OK"
"8iv65","0.59","0.96","7","11","0.41","2.79","OK"
"8iv6j","0.87","0.13","2","14","0.93","0.07","OK"
"8iv7e","0.33","91.18","117","68","0.19","240.55","OK"
"8iv7j","0.23","30.79","582","83","0.12","4011.41","OK"
"8iv8i","1.00","0.00","1","1","1.00","0.00","OK"
"8iv9n","0.40","6.21","60","251","0.22","52.94","OK"
"8ivbf","0.03","1419.36","46","11","0.07","289.06","Observation"
"8ivbn","0.36","5.70","24","55","0.21","39.63","OK"
"8ivbx","1.00","0.00","1","1","1.00","0.00","OK"
"8ivcn","1.00","0.00","1","3","1.00","0.00","OK"
"8ivdi","0.37","8.73","7","67","0.58","1.84","OK"
"8ivdx","0.58","1.92","3","10","0.83","0.36","OK"
"8ive3","1.00","0.00","4","7","0.70","1.10","OK"
"8ive5","1.00","0.00","1","1","1.00","0.00","OK"
"8ivea","0.55","1.19","7","21","0.50","3.24","OK"
"8iveg","0.74","0.23","2","21","0.91","0.09","OK"
"8ivf6","0.52","5.53","6","34","0.68","1.13","OK"
"8ivfj","1.00","0.00","1","4","1.00","0.00","OK"
"8ivfk","0.14","404.41","684","133","0.06","3718.72","OK"
"8ivge","0.88","0.12","2","7","0.88","0.12","OK"
"8ivhg","1.00","0.00","1","1","1.00","0.00","OK"
"8ivhr","0.33","41.02","24","48","0.32","16.76","OK"
"8ivir","0.07","6570.12","2586","186","0.03","39848.49","OK"
"8iviz","1.00","0.00","1","2","1.00","0.00","OK"
"8ivj4","1.00","0.00","1","1","1.00","0.00","OK"
"8ivjv","0.11","639.17","449","257","0.08","1689.05","OK"
"8ivkm","1.00","0.00","1","1","1.00","0.00","OK"
"8ivkn","0.20","95.28","118","184","0.19","262.48","OK"
"8ivlh","0.09","729.55","292","170","0.04","4412.66","Fraud"
"8ivlp","0.50","2.87","20","70","0.38","9.43","Observation"
"8ivm9","1.00","0.00","1","1","1.00","0.00","OK"
"8ivmk","0.88","0.22","4","15","0.63","0.77","OK"
"8ivnj","1.00","0.00","1","1","1.00","0.00","OK"
"8ivnk","0.71","0.24","2","6","0.86","0.14","OK"
"8ivnx","1.00","0.00","1","3","1.00","0.00","OK"
"8ivny","1.00","0.00","1","1","1.00","0.00","OK"
"8ivo7","0.39","9.25","9","65","0.47","2.93","OK"
"8ivof","0.16","225.14","162","169","0.10","750.96","OK"
"8ivp6","0.67","0.25","3","1","0.33","0.00","OK"
"8ivpt","1.00","0.00","1","2","1.00","0.00","OK"
"8ivpv","0.22","414.53","34","98","0.18","72.92","OK"
"8ivql","1.00","0.00","1","1","1.00","0.00","OK"
"8ivsv","1.00","0.00","1","1","1.00","0.00","OK"
"8ivsx","0.33","79.37","224","61","0.20","799.15","OK"
"8ivti","0.53","4.54","27","7","0.21","81.84","OK"
"8ivtm","0.80","0.19","1","5","1.00","0.00","OK"
"8ivtv","1.00","0.00","1","1","1.00","0.00","OK"
"8ivwj","0.24","258.56","41","250","0.27","33.67","OK"
"8ivwr","0.50","2.22","4","11","0.61","0.96","OK"
"8ivwv","1.00","0.00","1","7","1.00","0.00","OK"
"8ivxp","1.00","0.00","1","1","1.00","0.00","OK"
"8ivy4","0.22","185.22","21","98","0.37","9.52","OK"
"8ivy5","1.00","0.00","1","1","1.00","0.00","OK"
"8ivyc","0.48","3.08","15","8","0.32","20.61","OK"
"8ivyu","1.00","0.00","1","1","1.00","0.00","OK"
"8iw0a","1.00","0.00","1","1","1.00","0.00","OK"
"8iw0n","0.60","0.72","17","4","0.20","48.00","OK"
"8iw0r","0.00","99905.19","187","13","0.02","4564.33","OK"
"8iw1f","0.81","0.18","3","14","0.67","0.39","OK"
"8iw1v","0.75","0.22","1","4","1.00","0.00","OK"
"8iw21","0.50","0.00","1","2","1.00","0.00","OK"
"8iw29","0.44","3.35","3","12","0.75","0.39","OK"
"8iw31","1.00","0.00","1","5","1.00","0.00","OK"
"8iw3u","1.00","0.00","1","1","1.00","0.00","OK"
"8iw46","0.75","0.89","3","10","0.83","0.36","OK"
"8iw4a","0.57","1.69","1","7","1.00","0.00","OK"
"8iw55","1.00","0.00","1","1","1.00","0.00","OK"
"8iw5p","0.50","1.33","2","9","0.75","0.22","OK"
"8iw5r","1.00","0.00","1","2","1.00","0.00","OK"
"8iw6k","1.00","0.00","1","1","1.00","0.00","OK"
"8iw6v","1.00","0.00","1","1","1.00","0.00","OK"
"8iw7e","0.71","0.58","2","31","0.91","0.09","OK"
"8iw7i","0.68","0.56","4","15","0.79","0.60","OK"
"8iw84","0.05","104.22","11","16","0.29","10.25","OK"
"8iw9s","0.50","4.29","6","46","0.68","0.95","OK"
"8iwaa","0.50","0.00","2","3","0.75","0.22","OK"
"8iwac","1.00","0.00","1","1","1.00","0.00","OK"
"8iwag","1.00","0.00","1","1","1.00","0.00","OK"
"8iwak","0.40","2.25","2","4","0.80","0.19","OK"
"8iwau","1.00","0.00","1","1","1.00","0.00","OK"
"8iwav","0.67","0.25","2","2","0.67","0.25","OK"
"8iwbt","0.25","0.00","3","2","0.50","1.00","OK"
"8iwe6","0.73","0.41","2","14","0.93","0.07","OK"
"8iweh","1.00","0.00","1","1","1.00","0.00","OK"
"8iwf2","1.00","0.00","1","1","1.00","0.00","OK"
"8iwfs","0.85","0.26","2","15","0.75","0.22","OK"
"8iwg3","0.57","2.93","5","35","0.74","0.80","OK"
"8iwh3","0.82","0.17","2","10","0.91","0.09","OK"
"8iwhf","1.00","0.00","1","1","1.00","0.00","OK"
"8iwhh","1.00","0.00","1","1","1.00","0.00","OK"
"8iwhi","0.18","293.19","70","22","0.23","205.93","OK"
"8iwid","0.09","1353.68","536","463","0.07","2054.64","OK"
"8iwii","0.67","1.33","3","41","0.75","0.42","OK"
"8iwj3","1.00","0.00","1","2","1.00","0.00","OK"
"8iwjs","0.77","0.54","5","24","0.77","0.71","OK"
"8iwky","0.50","0.00","1","2","1.00","0.00","OK"
"8iwl4","0.26","107.09","10","89","0.36","5.03","OK"
"8iwl5","0.60","2.22","3","24","0.69","0.41","OK"
"8iwmb","0.18","129.00","409","311","0.11","922.58","OK"
"8iwn7","1.00","0.00","1","1","1.00","0.00","OK"
"8iwnh","0.67","0.25","1","3","1.00","0.00","OK"
"8iwo2","0.23","157.70","224","151","0.17","558.13","OK"
"8iwos","0.08","282.88","29","30","0.22","36.85","Fraud"
"8iwp2","0.28","31.75","24","119","0.27","23.01","Fraud"
"8iwp3","0.15","1065.71","72","96","0.12","110.11","OK"
"8iwpy","1.00","0.00","1","1","1.00","0.00","OK"
"8iwq4","0.22","68.24","10","27","0.49","4.26","OK"
"8iwq6","1.00","0.00","6","1","0.17","0.00","OK"
"8iwqm","0.88","0.12","1","8","1.00","0.00","OK"
"8iwqv","0.50","0.00","2","1","0.50","0.00","OK"
"8iwrl","0.23","33.17","14","31","0.47","5.85","OK"
"8iwrx","0.57","2.18","44","20","0.28","86.84","OK"
"8iws2","0.77","0.21","3","11","0.85","0.33","OK"
"8iws4","1.00","0.00","1","2","1.00","0.00","OK"
"8iws7","0.68","0.78","3","18","0.82","0.28","OK"
"8iwsa","0.50","0.00","1","2","1.00","0.00","OK"
"8iwsc","0.80","0.94","10","8","0.40","8.50","OK"
"8iwu7","0.26","47.88","16","157","0.34","6.33","OK"
"8iwug","0.71","0.34","2","27","0.96","0.04","OK"
"8iwv8","0.53","2.44","15","5","0.11","22.40","OK"
"8iwvi","0.33","0.00","1","3","1.00","0.00","OK"
"8iwvl","0.51","4.15","82","68","0.38","95.29","OK"
"8iwx5","0.81","0.18","2","29","0.94","0.06","OK"
"8iwxs","0.50","0.00","2","1","0.50","0.00","OK"
"8iwxv","0.74","0.66","3","15","0.79","0.33","OK"
"8iwy8","0.13","320.65","1253","267","0.12","5856.34","OK"
"8iwz0","1.00","0.00","2","1","0.50","0.00","OK"
"8ix09","1.00","0.00","1","1","1.00","0.00","OK"
"8ix0c","1.00","0.00","1","1","1.00","0.00","OK"
"8ix2h","0.29","21.95","274","133","0.25","556.01","OK"
"8ix3h","1.00","0.00","1","1","1.00","0.00","OK"
"8ix6h","1.00","0.00","1","8","1.00","0.00","OK"
"8ix6p","0.09","502.10","89","100","0.08","320.68","Fraud"
"8ix86","1.00","0.00","1","1","1.00","0.00","OK"
"8ix89","0.75","0.22","2","3","0.75","0.22","OK"
"8ixdk","1.00","0.00","2","2","0.67","0.25","OK"
"8ixgd","0.48","8.61","53","29","0.28","88.73","OK"
"8ixgl","0.77","0.81","2","12","0.92","0.08","OK"
"8ixl3","0.22","45.04","12","7","0.30","13.35","OK"
"8ixly","0.30","2.89","3","6","0.60","0.56","OK"
"8ixlz","0.59","1.89","6","61","0.64","1.16","OK"
"8ixoq","0.33","74.19","16","187","0.42","7.15","OK"
"8ixor","0.19","432.42","739","190","0.13","2851.80","OK"
"8ixp4","1.00","0.00","1","1","1.00","0.00","OK"
"8ixq4","0.06","2288.85","674","567","0.04","4350.81","OK"
"8ixq5","0.04","5721.43","1391","635","0.03","12182.78","OK"
"8ixs1","0.72","0.65","4","45","0.74","0.58","OK"
"8ixsd","0.15","399.07","677","354","0.12","1816.04","OK"
"8ixue","1.00","0.00","1","1","1.00","0.00","OK"
"8ixuj","1.00","0.00","2","1","0.50","0.00","OK"
"8ixvg","0.47","17.68","87","35","0.27","204.45","OK"
"8ixvu","0.12","733.12","1387","146","0.07","13073.85","OK"
"8ixy5","1.00","0.00","2","3","0.75","0.22","OK"
"8ixzl","1.00","0.00","1","1","1.00","0.00","OK"
"8ixzs","0.13","860.54","120","471","0.17","130.72","OK"
"8ixzt","0.20","728.49","46","259","0.24","37.74","OK"
"8iy03","0.08","5066.89","6613","367","0.04","118892.56","OK"
"8iy0v","0.20","148.04","58","17","0.07","309.28","Observation"
"8iy1m","1.00","0.00","1","2","1.00","0.00","OK"
"8iy36","0.47","4.75","10","80","0.49","3.19","OK"
"8iy4x","1.00","0.00","1","4","1.00","0.00","OK"
"8iy5g","0.17","197.09","139","272","0.11","277.62","OK"
"8iy6x","1.00","0.00","1","1","1.00","0.00","OK"
"8iy7x","0.50","7.00","4","12","0.75","0.72","OK"
"8iy9b","0.70","0.53","3","8","0.80","0.44","OK"
"8iyb9","0.90","0.10","7","4","0.40","6.75","OK"
"8iyc8","0.10","634.87","460","260","0.07","3171.63","OK"
"8iydk","1.00","0.00","1","1","1.00","0.00","OK"
"8iyea","1.00","0.00","1","2","1.00","0.00","OK"
"8iyfx","0.68","1.35","12","29","0.49","5.62","OK"
"8iyi9","0.54","2.63","104","41","0.28","252.19","OK"
"8iyj6","0.60","1.00","3","38","0.88","0.17","OK"
"8iyo2","1.00","0.00","1","3","1.00","0.00","OK"
"8iysb","0.11","1727.78","17","98","0.28","14.30","OK"
"8iyvp","0.29","28.92","86","205","0.25","79.16","OK"
"8iywe","1.00","0.00","1","1","1.00","0.00","OK"
"8iyxe","0.54","2.39","11","17","0.41","6.48","OK"
"8iz0o","1.00","0.00","1","1","1.00","0.00","OK"
"8iz1c","0.07","6163.56","5399","257","0.04","112863.51","OK"
"8iz2a","0.25","78.45","24","69","0.23","22.58","OK"
"8iz2c","0.38","10.41","22","72","0.36","15.35","OK"
"8iz2e","0.56","2.06","10","37","0.56","3.09","OK"
"8iz2m","0.41","29.32","26","61","0.29","24.81","OK"
"8iz2n","0.28","70.46","25","71","0.24","34.34","OK"
"8iz48","0.43","8.29","10","76","0.54","2.36","OK"
"8iz6y","0.89","0.11","3","7","0.78","0.49","OK"
"8iz7h","0.80","0.19","3","3","0.60","0.89","OK"
"8iz7i","0.07","1695.25","3015","252","0.04","36523.01","OK"
"8iz80","1.00","0.00","1","1","1.00","0.00","OK"
"8iz8t","1.00","0.00","1","2","1.00","0.00","OK"
"8iz91","0.46","3.96","22","87","0.36","16.54","OK"
"8izah","0.60","1.78","2","13","0.87","0.13","OK"
"8izak","1.00","0.00","1","1","1.00","0.00","OK"
"8izam","1.00","0.00","1","1","1.00","0.00","OK"
"8izan","1.00","0.00","1","1","1.00","0.00","OK"
"8izao","1.00","0.00","1","2","1.00","0.00","OK"
"8izar","0.67","0.75","2","5","0.83","0.16","OK"
"8izau","0.44","8.56","5","27","0.75","0.74","OK"
"8izav","0.63","2.06","6","20","0.57","1.89","OK"
"8izaw","0.44","0.69","9","1","0.11","0.00","OK"
