"partnerid","distinct category","partnerid_cnt","CategoryPrior"
"dvrib","1","11","11.000000000"
"dvrip","1","10","10.000000000"
"dvrit","1","1","1.000000000"
"dvriv","1","5042","5042.000000000"
"dvriz","1","3","3.000000000"
"dvrjd","1","184","184.000000000"
"dvrji","1","5","5.000000000"
"dvrju","1","961","961.000000000"
"dvrkd","1","162","162.000000000"
"dvrku","1","1","1.000000000"
"dvrl4","1","1","1.000000000"
"dvrl7","1","16","16.000000000"
"dvrln","1","1","1.000000000"
"dvrlw","1","1","1.000000000"
"dvrm4","1","74","74.000000000"
"dvrm9","1","360","360.000000000"
"dvrms","1","4","4.000000000"
"dvrmt","1","66","66.000000000"
"dvrmw","1","2","2.000000000"
"dvrn5","1","17","17.000000000"
"dvrn8","1","135","135.000000000"
"dvrnc","1","5917","5917.000000000"
"dvrnu","1","3","3.000000000"
"dvrnw","1","1","1.000000000"
"dvrnz","1","1","1.000000000"
"dvro4","1","9","9.000000000"
"dvro8","1","3","3.000000000"
"dvroz","1","508","508.000000000"
"dvrp8","1","14","14.000000000"
"dvrp9","1","379","379.000000000"
"dvrpx","1","1","1.000000000"
"dvrq2","1","1484","1484.000000000"
"dvrq5","1","1","1.000000000"
"dvrq7","1","1","1.000000000"
"dvrqq","1","7","7.000000000"
"dvrrc","1","11","11.000000000"
"dvrsc","1","2","2.000000000"
"dvrsk","1","3","3.000000000"
"dvrsl","1","34","34.000000000"
"dvrsp","1","123","123.000000000"
"dvrsz","1","21","21.000000000"
"dvrt8","1","306","306.000000000"
"dvrtk","1","6","6.000000000"
"dvruq","1","63","63.000000000"
"dvrv4","1","1","1.000000000"
"dvrvq","1","5","5.000000000"
"dvrvx","1","1","1.000000000"
"dvrw7","1","48","48.000000000"
"dvrxy","1","5","5.000000000"
"dvry3","1","975","975.000000000"
"dvs0k","1","30","30.000000000"
"dvs0l","1","2","2.000000000"
"dvs0x","1","4501","4501.000000000"
"dvs16","1","52","52.000000000"
"dvs17","1","12","12.000000000"
"dvs1i","1","16","16.000000000"
"dvs20","1","843","843.000000000"
"dvs26","1","55","55.000000000"
"dvs2i","1","5","5.000000000"
"dvs2k","1","13","13.000000000"
"dvs3e","1","936","936.000000000"
"dvs3g","1","2","2.000000000"
"dvs3x","1","3","3.000000000"
"dvs4c","1","2","2.000000000"
"dvs4r","1","33","33.000000000"
"dvs5n","1","2","2.000000000"
"dvs61","1","5","5.000000000"
"dvs63","1","3","3.000000000"
"dvs6e","1","126","126.000000000"
"dvs7a","1","3","3.000000000"
"dvs7p","1","6","6.000000000"
"dvs93","1","1","1.000000000"
"dvs9a","1","75","75.000000000"
"dvsa4","1","706","706.000000000"
"dvsa9","1","90","90.000000000"
"dvsah","1","26","26.000000000"
"dvsan","1","47","47.000000000"
"dvsbw","1","263","263.000000000"
"dvsc5","1","5","5.000000000"
"dvsff","1","2","2.000000000"
"dvsgi","1","34","34.000000000"
"dvshu","1","1","1.000000000"
"dvsi6","1","98","98.000000000"
"dvsib","1","2","2.000000000"
"dvsij","1","821","821.000000000"
"dvsiq","1","440","440.000000000"
"dvslt","1","1","1.000000000"
"dvslx","1","4","4.000000000"
"dvsm1","1","6","6.000000000"
"dvsnr","1","526","526.000000000"
"dvso9","1","2","2.000000000"
"dvsoc","1","16","16.000000000"
"dvsoe","1","1","1.000000000"
"dvspj","1","1","1.000000000"
"dvsr0","1","9","9.000000000"
"dvsr5","1","1","1.000000000"
"dvssq","1","4","4.000000000"
"dvst4","1","15","15.000000000"
"dvst8","1","37","37.000000000"
"dvsti","1","66","66.000000000"
"dvstu","1","2","2.000000000"
"dvstw","1","1","1.000000000"
"dvsug","1","35","35.000000000"
"dvsuh","1","1","1.000000000"
"dvsul","1","10","10.000000000"
"dvsum","1","2","2.000000000"
"dvsun","1","55","55.000000000"
"dvsvn","1","99","99.000000000"
"dvsw6","1","7","7.000000000"
"dvswn","1","143","143.000000000"
"dvswu","1","4","4.000000000"
"dvswz","1","5","5.000000000"
"dvsyd","1","2","2.000000000"
"dvszu","1","34","34.000000000"
"dvt00","1","1","1.000000000"
"dvt0j","1","1","1.000000000"
"dvt1m","1","1","1.000000000"
"dvt1s","1","15","15.000000000"
"dvt1z","1","1417","1417.000000000"
"dvt26","1","4","4.000000000"
"dvt3j","1","2","2.000000000"
"dvt4i","1","12","12.000000000"
"dvt5n","1","5","5.000000000"
"dvt5s","1","728","728.000000000"
"dvt5z","1","367","367.000000000"
"dvt6a","1","2","2.000000000"
"dvt6k","1","30","30.000000000"
"dvt71","1","1","1.000000000"
"dvt7g","1","7","7.000000000"
"dvt7m","1","6","6.000000000"
"dvt9r","1","47","47.000000000"
"dvta4","1","4","4.000000000"
"dvta9","1","138","138.000000000"
"dvtb0","1","1","1.000000000"
"dvtb3","1","6","6.000000000"
"dvtbi","1","1","1.000000000"
"dvtfg","1","7","7.000000000"
"dvtg0","1","1","1.000000000"
"dvtg1","1","2","2.000000000"
"dvtgh","1","1102","1102.000000000"
"dvtgy","1","4","4.000000000"
"dvthy","1","5","5.000000000"
"dvtix","1","91","91.000000000"
"dvtjc","1","19","19.000000000"
"dvtjq","1","7","7.000000000"
"dvtjv","1","42","42.000000000"
"dvtjx","1","7","7.000000000"
"dvtku","1","277","277.000000000"
"dvtl0","1","219","219.000000000"
"dvtln","1","698","698.000000000"
"dvtlo","1","2","2.000000000"
"dvtlu","1","160","160.000000000"
"dvtlv","1","23","23.000000000"
"dvtm4","1","28","28.000000000"
"dvtn7","1","3","3.000000000"
"dvtnc","1","5","5.000000000"
"dvtnu","1","1","1.000000000"
"dvtoc","1","3","3.000000000"
"dvtps","1","9105","9105.000000000"
"dvtq5","1","4","4.000000000"
"dvts3","1","2","2.000000000"
"dvtsg","1","103","103.000000000"
"dvtsz","1","13","13.000000000"
"dvttf","1","2","2.000000000"
"dvttr","1","7815","7815.000000000"
"dvttt","1","2","2.000000000"
"dvtus","1","15","15.000000000"
"dvtvg","1","7","7.000000000"
"dvtvx","1","8","8.000000000"
"dvtxn","1","2","2.000000000"
"dvtxo","1","9","9.000000000"
"dvtye","1","1","1.000000000"
"dvtz8","1","2","2.000000000"
"dvtz9","1","3","3.000000000"
"dvtzc","1","727","727.000000000"
"dvtzg","1","6","6.000000000"
"dvtzl","1","533","533.000000000"
"dvtzn","1","1","1.000000000"
"dvu07","1","2","2.000000000"
"dvu1t","1","2","2.000000000"
"dvu28","1","1","1.000000000"
"dvu39","1","6","6.000000000"
"dvu40","1","2","2.000000000"
"dvu4n","1","59","59.000000000"
"dvu4r","1","1387","1387.000000000"
"dvu5f","1","1","1.000000000"
"dvu6s","1","899","899.000000000"
"dvu6t","1","8","8.000000000"
"dvu7i","1","99","99.000000000"
"dvu7p","1","968","968.000000000"
"dvu7r","1","59","59.000000000"
"dvu7z","1","104","104.000000000"
"dvu8d","1","1","1.000000000"
"dvu9q","1","5","5.000000000"
"dvuaq","1","2","2.000000000"
"dvud5","1","13","13.000000000"
"dvue8","1","38","38.000000000"
"dvufm","1","3","3.000000000"
"dvufy","1","1","1.000000000"
"dvuga","1","1","1.000000000"
"dvugh","1","15","15.000000000"
"dvugq","1","343","343.000000000"
"dvui4","1","484","484.000000000"
"dvui9","1","1","1.000000000"
"dvuj3","1","4","4.000000000"
"dvum4","1","34","34.000000000"
"dvumu","1","1","1.000000000"
"dvunj","1","4271","4271.000000000"
"dvuo2","1","5","5.000000000"
"dvuo8","1","21","21.000000000"
"dvuon","1","55","55.000000000"
"dvuoq","1","22","22.000000000"
"dvuot","1","12","12.000000000"
"dvupy","1","7","7.000000000"
"dvuq5","1","2","2.000000000"
"dvuqe","1","69","69.000000000"
"dvuqg","1","400","400.000000000"
"dvurx","1","1237","1237.000000000"
"dvuso","1","1","1.000000000"
"dvutj","1","10786","10786.000000000"
"dvuu2","1","119","119.000000000"
"dvuuk","1","114","114.000000000"
"dvuuz","1","44","44.000000000"
"dvuv0","1","295","295.000000000"
"dvuxn","1","1","1.000000000"
"dvuxs","1","35","35.000000000"
"dvuyz","1","55","55.000000000"
"dvuz8","1","1","1.000000000"
"dvv0a","1","150","150.000000000"
"dvv0n","1","1414","1414.000000000"
"dvv1g","1","182","182.000000000"
"dvv1r","1","4","4.000000000"
"dvv2e","1","2462","2462.000000000"
"dvv32","1","4155","4155.000000000"
"dvv39","1","1","1.000000000"
"dvv48","1","1","1.000000000"
"dvv4o","1","2","2.000000000"
"dvv4u","1","4","4.000000000"
"dvv4w","1","163","163.000000000"
"dvv54","1","3143","3143.000000000"
"dvv59","1","2","2.000000000"
"dvv8s","1","2","2.000000000"
"dvv96","1","3","3.000000000"
"dvv9b","1","481","481.000000000"
"dvv9m","1","4","4.000000000"
"dvvb9","1","7","7.000000000"
"dvvbg","1","3476","3476.000000000"
"dvvcp","1","8","8.000000000"
"dvvcv","1","55","55.000000000"
"dvvd3","1","1","1.000000000"
"dvve3","1","1304","1304.000000000"
"dvveb","1","3","3.000000000"
"dvvf7","1","4479","4479.000000000"
"dvvfs","1","3","3.000000000"
"dvvg7","1","848","848.000000000"
"dvvgl","1","15","15.000000000"
"dvvgp","1","2","2.000000000"
"dvvh6","1","344","344.000000000"
"dvvj7","1","6","6.000000000"
"dvvjf","1","757","757.000000000"
"dvvjj","1","4","4.000000000"
"dvvjs","1","1","1.000000000"
"dvvjy","1","1","1.000000000"
"dvvk0","1","1","1.000000000"
"dvvkc","1","8","8.000000000"
"dvvke","1","4","4.000000000"
"dvvle","1","2","2.000000000"
"dvvlu","1","4","4.000000000"
"dvvmm","1","4","4.000000000"
"dvvnl","1","3","3.000000000"
"dvvnm","1","5","5.000000000"
"dvvp8","1","1","1.000000000"
"dvvps","1","27","27.000000000"
"dvvqh","1","20","20.000000000"
"dvvqj","1","13","13.000000000"
"dvvqn","1","12","12.000000000"
"dvvrn","1","2","2.000000000"
"dvvrz","1","2","2.000000000"
"dvvtm","1","11","11.000000000"
"dvvto","1","12","12.000000000"
"dvvvx","1","1","1.000000000"
"dvvw6","1","804","804.000000000"
"dvvxo","1","11","11.000000000"
"dvvxu","1","166","166.000000000"
"dvvyi","1","39","39.000000000"
"dvvyv","1","1","1.000000000"
"dvvyw","1","36","36.000000000"
"dvvzg","1","14","14.000000000"
"dvvzy","1","2","2.000000000"
"dvvzz","1","3490","3490.000000000"
"dvw16","1","1365","1365.000000000"
"dvw17","1","125","125.000000000"
"dvw2f","1","20","20.000000000"
"dvw33","1","65","65.000000000"
"dvw78","1","2505","2505.000000000"
"dvw7t","1","70","70.000000000"
"dvw80","1","1","1.000000000"
"dvw8t","1","2","2.000000000"
"dvwa2","1","33","33.000000000"
"dvwaz","1","713","713.000000000"
"dvwda","1","2","2.000000000"
"dvwdj","1","3476","3476.000000000"
"dvwek","1","949","949.000000000"
"dvwgk","1","77","77.000000000"
"dvwgn","1","2","2.000000000"
"dvwi5","1","501","501.000000000"
"dvwiw","1","2","2.000000000"
"dvwkn","1","902","902.000000000"
"dvwks","1","8","8.000000000"
"dvwl5","1","1","1.000000000"
"dvwl9","1","1","1.000000000"
"dvwnj","1","10","10.000000000"
"dvwoc","1","315","315.000000000"
"dvwod","1","83","83.000000000"
"dvwon","1","1","1.000000000"
"dvwp9","1","4","4.000000000"
"dvwrw","1","385","385.000000000"
"dvwtc","1","5","5.000000000"
"dvwti","1","859","859.000000000"
"dvwwj","1","145","145.000000000"
"dvwwr","1","68","68.000000000"
"dvwwv","1","88","88.000000000"
"dvwz7","1","345","345.000000000"
"dvwzs","1","4","4.000000000"
"dvwzx","1","315","315.000000000"
"dvx3h","1","4","4.000000000"
"dvx51","1","41","41.000000000"
"dvx83","1","222","222.000000000"
"dvx8r","1","1","1.000000000"
"dvx8x","1","1","1.000000000"
"dvx8y","1","1217","1217.000000000"
"dvx9l","1","4","4.000000000"
"dvxak","1","2","2.000000000"
"dvxap","1","2","2.000000000"
"dvxc6","1","7","7.000000000"
"dvxd2","1","48","48.000000000"
"dvxde","1","321","321.000000000"
"dvxdj","1","18","18.000000000"
"dvxek","1","35","35.000000000"
"dvxfi","1","89","89.000000000"
"dvxg6","1","1","1.000000000"
"dvxgi","1","2","2.000000000"
"dvxgo","1","2","2.000000000"
"dvxgy","1","268","268.000000000"
"dvxhh","1","112","112.000000000"
"dvxhl","1","4","4.000000000"
"dvxhx","1","121","121.000000000"
"dvxhy","1","17","17.000000000"
"dvxib","1","2","2.000000000"
"dvxj1","1","19","19.000000000"
"dvxja","1","1","1.000000000"
"dvxje","1","41","41.000000000"
"dvxjj","1","5","5.000000000"
"dvxkd","1","129","129.000000000"
"dvxki","1","5044","5044.000000000"
"dvxl2","1","17","17.000000000"
"dvxl5","1","106","106.000000000"
"dvxlh","1","3","3.000000000"
"dvxlm","1","135","135.000000000"
"dvxm0","1","1073","1073.000000000"
"dvxmj","1","1","1.000000000"
"dvxn5","1","16","16.000000000"
"dvxna","1","16","16.000000000"
"dvxni","1","2","2.000000000"
"dvxnj","1","1945","1945.000000000"
"dvxnx","1","19","19.000000000"
"dvxon","1","3239","3239.000000000"
"dvxp4","1","1","1.000000000"
"dvxpm","1","4","4.000000000"
"dvxpu","1","1","1.000000000"
"dvxqa","1","2656","2656.000000000"
"dvxrf","1","59","59.000000000"
"dvxrz","1","3389","3389.000000000"
"dvxso","1","28","28.000000000"
"dvxsx","1","7","7.000000000"
"dvxsy","1","1","1.000000000"
"dvxsz","1","2","2.000000000"
"dvxtt","1","7","7.000000000"
"dvxud","1","39","39.000000000"
"dvxv5","1","29","29.000000000"
"dvxv6","1","1","1.000000000"
"dvxve","1","3","3.000000000"
"dvxvn","1","6","6.000000000"
"dvxvw","1","1","1.000000000"
"dvxvy","1","32","32.000000000"
"dvxw4","1","81","81.000000000"
"dvxwq","1","2306","2306.000000000"
"dvxwx","1","68","68.000000000"
"dvxwy","1","24","24.000000000"
"dvxy2","1","11","11.000000000"
"dvxy8","1","8","8.000000000"
"dvxyg","1","11","11.000000000"
"dvxyo","1","6","6.000000000"
"dvxz2","1","14314","14314.000000000"
"dvxzf","1","7","7.000000000"
"dvxzx","1","1","1.000000000"
"dvy00","1","11","11.000000000"
"dvy0j","1","7","7.000000000"
"dvy0y","1","3","3.000000000"
"dvy11","1","3","3.000000000"
"dvy1i","1","2","2.000000000"
"dvy2k","1","309","309.000000000"
"dvy2x","1","109","109.000000000"
"dvy39","1","17","17.000000000"
"dvy3l","1","1","1.000000000"
"dvy4e","1","322","322.000000000"
"dvy5g","1","76","76.000000000"
"dvy5k","1","2747","2747.000000000"
"dvy61","1","13","13.000000000"
"dvy6a","1","1","1.000000000"
"dvy6e","1","12","12.000000000"
"dvy9f","1","47","47.000000000"
"dvy9k","1","176","176.000000000"
"dvy9l","1","1","1.000000000"
"dvy9r","1","12","12.000000000"
"dvy9z","1","2150","2150.000000000"
"dvyab","1","25","25.000000000"
"dvyav","1","87","87.000000000"
"dvybr","1","24","24.000000000"
"dvyc8","1","1851","1851.000000000"
"dvydj","1","3","3.000000000"
"dvydk","1","1","1.000000000"
"dvyds","1","5522","5522.000000000"
"dvydz","1","4","4.000000000"
"dvyej","1","2","2.000000000"
"dvyes","1","105","105.000000000"
"dvyfz","1","23","23.000000000"
"dvyg2","1","3721","3721.000000000"
"dvyg7","1","6","6.000000000"
"dvygs","1","1","1.000000000"
"dvyi1","1","2","2.000000000"
"dvyi3","1","1","1.000000000"
"dvyjg","1","11","11.000000000"
"dvyko","1","1","1.000000000"
"dvylp","1","1","1.000000000"
"dvym6","1","6","6.000000000"
"dvymc","1","2","2.000000000"
"dvymk","1","458","458.000000000"
"dvymn","1","296","296.000000000"
"dvyo8","1","222","222.000000000"
"dvyoc","1","209","209.000000000"
"dvyon","1","14537","14537.000000000"
"dvype","1","10","10.000000000"
"dvyq4","1","3872","3872.000000000"
"dvyr7","1","5","5.000000000"
"dvyti","1","16","16.000000000"
"dvytu","1","16","16.000000000"
"dvyu3","1","3","3.000000000"
"dvyur","1","4","4.000000000"
"dvywe","1","4","4.000000000"
"dvywv","1","743","743.000000000"
"dvyxc","1","4","4.000000000"
"dvyxg","1","2","2.000000000"
"dvyy2","1","120","120.000000000"
"dvyy9","1","1","1.000000000"
"dvyyi","1","85","85.000000000"
"dvyyn","1","26112","26112.000000000"
"dvyyr","1","160","160.000000000"
"dvyz4","1","427","427.000000000"
"dvyzb","1","5","5.000000000"
"dvyzk","1","13","13.000000000"
"dvz16","1","1","1.000000000"
"dvz36","1","1","1.000000000"
"dvz46","1","11","11.000000000"
"dvz59","1","1","1.000000000"
"dvz7t","1","436","436.000000000"
"dvz8a","1","3","3.000000000"
"dvz8g","1","3","3.000000000"
"dvz94","1","11","11.000000000"
"dvz96","1","10","10.000000000"
"dvz9d","1","3","3.000000000"
"dvz9y","1","115","115.000000000"
"dvzc7","1","4","4.000000000"
"dvze5","1","1","1.000000000"
"dvzf9","1","43","43.000000000"
"dvzfl","1","1","1.000000000"
"dvzga","1","9","9.000000000"
"dvziz","1","215","215.000000000"
"dvzjp","1","50","50.000000000"
"dvzks","1","19","19.000000000"
"dvzlp","1","1","1.000000000"
"dvzm0","1","1993","1993.000000000"
"dvzm6","1","824","824.000000000"
"dvznn","1","1","1.000000000"
"dvzoq","1","1","1.000000000"
"dvzoy","1","53","53.000000000"
"dvzr2","1","4058","4058.000000000"
"dvzrp","1","8","8.000000000"
"dvzsk","1","1599","1599.000000000"
"dvzt4","1","5","5.000000000"
"dvzt5","1","1999","1999.000000000"
"dvzts","1","251","251.000000000"
"dvztt","1","4485","4485.000000000"
"dvzvm","1","1","1.000000000"
"dvzxp","1","75","75.000000000"
"dvzxy","1","175","175.000000000"
"dvzyx","1","2","2.000000000"
"dvzz0","1","1","1.000000000"
"dvzz3","1","19","19.000000000"
"dvzzz","1","4","4.000000000"
"dw00n","1","24","24.000000000"
"dw018","1","2476","2476.000000000"
"dw01s","1","268","268.000000000"
"dw02b","1","13","13.000000000"
"dw02v","1","2","2.000000000"
"dw03e","1","17","17.000000000"
"dw03p","1","188","188.000000000"
"dw03s","1","1","1.000000000"
"dw04b","1","71","71.000000000"
"dw04z","1","1","1.000000000"
"dw079","1","3","3.000000000"
"dw07w","1","1","1.000000000"
"dw08w","1","821","821.000000000"
"dw09h","1","2741","2741.000000000"
"dw0au","1","36","36.000000000"
"dw0b7","1","1","1.000000000"
"dw0bc","1","131","131.000000000"
"dw0bo","1","175","175.000000000"
"dw0by","1","1","1.000000000"
"dw0dd","1","10","10.000000000"
"dw0dr","1","977","977.000000000"
"dw0f8","1","2430","2430.000000000"
"dw0h7","1","2","2.000000000"
"dw0hs","1","1","1.000000000"
"dw0hx","1","29","29.000000000"
"dw0il","1","35","35.000000000"
"dw0io","1","18","18.000000000"
"dw0jl","1","2","2.000000000"
"dw0lk","1","813","813.000000000"
"dw0lz","1","4","4.000000000"
"dw0m7","1","304","304.000000000"
"dw0mh","1","52","52.000000000"
"dw0nr","1","1524","1524.000000000"
"dw0og","1","5","5.000000000"
"dw0oz","1","590","590.000000000"
"dw0po","1","777","777.000000000"
"dw0q6","1","7","7.000000000"
"dw0q7","1","1","1.000000000"
"dw0qv","1","98","98.000000000"
"dw0r4","1","2","2.000000000"
"dw0r6","1","166","166.000000000"
"dw0r7","1","64","64.000000000"
"dw0rk","1","152","152.000000000"
"dw0tg","1","29","29.000000000"
"dw0xr","1","11","11.000000000"
"dw0y6","1","15","15.000000000"
"dw11j","1","12","12.000000000"
"dw11v","1","50","50.000000000"
"dw12n","1","2","2.000000000"
"dw13d","1","2","2.000000000"
"dw14h","1","13","13.000000000"
"dw14v","1","8","8.000000000"
"dw16m","1","1","1.000000000"
"dw182","1","4","4.000000000"
"dw18f","1","3","3.000000000"
"dw18g","1","3878","3878.000000000"
"dw19s","1","1","1.000000000"
"dw19z","1","18","18.000000000"
"dw1cq","1","3","3.000000000"
"dw1cy","1","49","49.000000000"
"dw1d6","1","19","19.000000000"
"dw1eg","1","5","5.000000000"
"dw1ei","1","10","10.000000000"
"dw1er","1","15","15.000000000"
"dw1fb","1","1","1.000000000"
"dw1fi","1","2","2.000000000"
"dw1hv","1","9","9.000000000"
"dw1j4","1","3","3.000000000"
"dw1k3","1","1","1.000000000"
"dw1lx","1","1","1.000000000"
"dw1ma","1","13","13.000000000"
"dw1o0","1","3","3.000000000"
"dw1pk","1","18","18.000000000"
"dw1r6","1","1","1.000000000"
"dw1rf","1","1","1.000000000"
"dw1rl","1","1534","1534.000000000"
"dw1rs","1","3","3.000000000"
"dw1sm","1","7","7.000000000"
"dw1t1","1","3","3.000000000"
"dw1ux","1","1606","1606.000000000"
"dw1vw","1","2","2.000000000"
"dw1ws","1","17","17.000000000"
"dw1ww","1","68","68.000000000"
"dw1xk","1","973","973.000000000"
"dw203","1","2","2.000000000"
"dw24o","1","4","4.000000000"
"dw24r","1","14","14.000000000"
