"partnerid","TimeatVariance1Min","TimeatVariance5Min","TimeatVariance3Hr","TimeatVariance6Hr","status"
"8iui3","0.00","0.00","0.00","0.00","OK"
"8iuia","2.11","26.04","16475.75","66860.06","OK"
"8iuip","0.00","0.00","0.00","0.00","OK"
"8iujq","0.00","0.00","2.00","2.00","OK"
"8iujx","0.08","0.41","31.55","108.02","OK"
"8iukd","0.00","0.00","0.00","0.00","OK"
"8iuls","0.00","0.06","0.25","0.40","OK"
"8ium6","0.00","0.00","0.00","0.00","OK"
"8iumc","0.03","0.10","4.63","8.05","OK"
"8iume","0.14","0.68","108.54","442.21","OK"
"8iumx","0.24","1.69","1.69","1.69","OK"
"8iun9","0.14","0.99","193.71","591.56","OK"
"8iuna","0.00","0.19","0.89","0.89","OK"
"8iunk","0.00","0.00","0.00","0.00","OK"
"8iuo8","0.00","0.61","344.04","2008.49","OK"
"8iuok","0.00","0.03","4.18","7.24","OK"
"8iuqb","0.00","0.00","0.00","0.00","OK"
"8iuqh","0.00","0.04","0.60","1.11","OK"
"8iuqk","0.01","0.57","324.96","1980.39","OK"
"8iuqp","0.00","0.00","0.00","0.00","OK"
"8iuqv","0.00","0.00","0.00","0.00","OK"
"8iurr","0.00","0.11","0.58","0.96","OK"
"8iuuw","0.00","0.00","0.00","0.00","OK"
"8iuv4","0.00","0.00","0.41","1.27","OK"
"8iuv6","0.01","0.05","4.05","7.08","OK"
"8iuv8","0.06","0.06","0.50","3.22","OK"
"8iuv9","0.56","4.88","271.25","271.25","OK"
"8iuva","0.00","0.08","0.50","1.29","OK"
"8iuwa","0.00","0.00","0.00","0.00","OK"
"8iuxg","0.00","0.00","0.00","0.25","OK"
"8iuxk","0.22","0.22","0.00","0.00","OK"
"8iuxq","0.04","0.28","3.26","8.26","OK"
"8iuy6","0.00","0.00","0.00","0.00","OK"
"8iuyv","0.28","3.54","28.56","66.77","OK"
"8iv07","0.00","0.14","0.64","0.64","OK"
"8iv0i","0.00","0.00","0.00","0.00","OK"
"8iv0s","0.00","0.00","0.00","0.00","OK"
"8iv0x","0.01","0.17","6.38","17.17","OK"
"8iv1g","0.00","0.00","0.00","0.25","OK"
"8iv1m","0.00","0.00","0.14","0.14","OK"
"8iv1x","0.02","0.12","6.10","11.34","OK"
"8iv2t","0.00","0.00","0.00","0.00","OK"
"8iv3o","0.00","0.00","0.00","0.00","OK"
"8iv48","0.00","0.00","0.00","0.00","OK"
"8iv4d","0.00","0.00","0.00","0.00","OK"
"8iv4h","0.00","0.00","0.00","0.00","OK"
"8iv4j","0.18","0.76","31.99","43.81","OK"
"8iv58","0.00","0.00","0.00","0.00","OK"
"8iv5f","0.00","0.00","0.00","0.00","OK"
"8iv5p","0.00","0.00","0.00","0.00","OK"
"8iv65","0.00","0.00","1.21","3.81","OK"
"8iv6j","0.07","0.07","0.19","0.22","OK"
"8iv7e","0.08","0.61","91.51","200.85","OK"
"8iv7j","0.13","0.78","149.51","611.61","OK"
"8iv8i","0.00","0.00","0.00","0.00","OK"
"8iv9n","0.00","0.29","120.72","655.92","OK"
"8ivbf","1.34","21.82","2150.00","2150.00","Observation"
"8ivbn","0.11","0.41","29.02","99.82","OK"
"8ivbx","0.00","0.00","0.00","0.00","OK"
"8ivcn","0.00","0.00","0.00","0.00","OK"
"8ivdi","0.06","0.18","18.16","27.21","OK"
"8ivdx","0.00","0.00","0.50","1.00","OK"
"8ive3","0.00","0.00","0.53","0.80","OK"
"8ive5","0.00","0.00","0.00","0.00","OK"
"8ivea","0.07","0.38","8.16","12.75","OK"
"8iveg","0.04","0.09","1.09","1.58","OK"
"8ivf6","0.04","0.14","4.17","9.52","OK"
"8ivfj","0.00","0.00","0.00","0.00","OK"
"8ivfk","0.33","2.47","607.97","3131.33","OK"
"8ivge","0.00","0.00","0.22","0.22","OK"
"8ivhg","0.00","0.00","0.00","0.00","OK"
"8ivhr","0.10","0.37","20.00","44.56","OK"
"8ivir","3.32","52.54","48319.40","111784.83","OK"
"8iviz","0.00","0.00","0.00","0.00","OK"
"8ivj4","0.00","0.00","0.00","0.00","OK"
"8ivjv","0.71","5.74","2298.47","7632.83","OK"
"8ivkm","0.00","0.00","0.00","0.00","OK"
"8ivkn","0.41","1.32","163.08","592.69","OK"
"8ivlh","0.95","7.84","2276.17","10499.46","Fraud"
"8ivlp","0.13","1.16","269.80","905.14","Observation"
"8ivm9","0.00","0.00","0.00","0.00","OK"
"8ivmk","0.00","0.04","0.63","0.64","OK"
"8ivnj","0.00","0.00","0.00","0.00","OK"
"8ivnk","0.14","0.69","0.69","0.69","OK"
"8ivnx","0.00","0.00","0.00","0.00","OK"
"8ivny","0.00","0.00","0.00","0.00","OK"
"8ivo7","0.08","0.29","11.87","24.08","OK"
"8ivof","0.27","1.94","477.29","1996.92","OK"
"8ivp6","0.00","0.00","0.00","0.00","OK"
"8ivpt","0.00","0.00","0.00","0.00","OK"
"8ivpv","0.07","0.39","44.66","208.59","OK"
"8ivql","0.00","0.00","0.00","0.00","OK"
"8ivsv","0.00","0.00","0.00","0.00","OK"
"8ivsx","0.05","0.24","50.25","135.38","OK"
"8ivti","0.03","0.12","1.53","2.14","OK"
"8ivtm","0.00","0.19","0.19","0.19","OK"
"8ivtv","0.00","0.00","0.00","0.00","OK"
"8ivwj","0.66","6.07","1101.59","2526.15","OK"
"8ivwr","0.23","0.29","0.96","2.67","OK"
"8ivwv","0.00","0.00","0.00","0.24","OK"
"8ivxp","0.00","0.00","0.00","0.00","OK"
"8ivy4","0.08","0.36","41.08","59.50","OK"
"8ivy5","0.00","0.00","0.00","0.00","OK"
"8ivyc","0.08","0.25","2.22","4.17","OK"
"8ivyu","0.00","0.00","0.00","0.00","OK"
"8iw0a","0.00","0.00","0.00","0.00","OK"
"8iw0n","0.00","0.00","2.25","7.60","OK"
"8iw0r","2.99","8.55","1050.65","1952.81","OK"
"8iw1f","0.00","0.09","1.19","1.48","OK"
"8iw1v","0.00","0.00","0.00","0.00","OK"
"8iw21","0.00","0.00","0.00","0.00","OK"
"8iw29","0.06","0.27","1.06","1.06","OK"
"8iw31","0.00","0.00","0.00","0.00","OK"
"8iw3u","0.00","0.00","0.00","0.00","OK"
"8iw46","0.00","0.08","1.00","2.00","OK"
"8iw4a","0.00","0.00","0.14","0.24","OK"
"8iw55","0.00","0.00","0.00","0.00","OK"
"8iw5p","0.08","0.44","1.06","3.33","OK"
"8iw5r","0.00","0.00","0.00","0.00","OK"
"8iw6k","0.00","0.00","0.00","0.00","OK"
"8iw6v","0.00","0.00","0.00","0.00","OK"
"8iw7e","0.12","0.12","1.80","2.44","OK"
"8iw7i","0.00","0.00","0.29","0.77","OK"
"8iw84","0.00","0.00","2.12","4.86","OK"
"8iw9s","0.07","0.87","21.94","66.76","OK"
"8iwaa","0.00","0.22","0.22","0.22","OK"
"8iwac","0.00","0.00","0.00","0.00","OK"
"8iwag","0.00","0.00","0.00","0.00","OK"
"8iwak","0.19","0.19","0.22","0.22","OK"
"8iwau","0.00","0.00","0.00","0.00","OK"
"8iwav","0.00","0.00","0.00","0.00","OK"
"8iwbt","0.00","0.00","0.00","0.00","OK"
"8iwe6","0.00","0.00","0.44","1.27","OK"
"8iweh","0.00","0.00","0.00","0.00","OK"
"8iwf2","0.00","0.00","0.00","0.00","OK"
"8iwfs","0.00","0.00","0.86","1.80","OK"
"8iwg3","0.04","0.17","11.65","29.92","OK"
"8iwh3","0.09","0.09","0.53","0.47","OK"
"8iwhf","0.00","0.00","0.00","0.00","OK"
"8iwhh","0.00","0.00","0.00","0.00","OK"
"8iwhi","0.00","0.08","4.34","12.47","OK"
"8iwid","2.79","39.44","18042.28","53917.25","OK"
"8iwii","0.05","0.40","5.47","20.45","OK"
"8iwj3","0.00","0.00","0.00","0.00","OK"
"8iwjs","0.03","0.10","1.18","3.06","OK"
"8iwky","0.00","0.00","0.00","0.00","OK"
"8iwl4","0.03","0.28","37.23","82.15","OK"
"8iwl5","0.00","0.06","1.29","3.42","OK"
"8iwmb","0.54","4.43","1399.11","6456.85","OK"
"8iwn7","0.00","0.00","0.00","0.00","OK"
"8iwnh","0.00","0.00","0.00","0.00","OK"
"8iwo2","0.82","9.03","2603.93","5794.21","OK"
"8iwos","0.25","1.88","173.04","507.56","Fraud"
"8iwp2","0.42","2.60","112.31","309.46","Fraud"
"8iwp3","0.14","0.89","170.30","662.33","OK"
"8iwpy","0.00","0.00","0.00","0.00","OK"
"8iwq4","0.05","0.14","3.61","8.73","OK"
"8iwq6","0.00","0.00","0.16","0.75","OK"
"8iwqm","0.00","0.00","0.56","1.44","OK"
"8iwqv","0.00","0.00","0.00","0.00","OK"
"8iwrl","1.58","4.24","11.84","17.04","OK"
"8iwrx","0.01","0.06","4.34","15.83","OK"
"8iws2","0.00","0.08","0.21","0.25","OK"
"8iws4","0.00","0.00","0.00","0.00","OK"
"8iws7","0.00","0.13","1.31","1.96","OK"
"8iwsa","0.00","0.00","0.00","0.00","OK"
"8iwsc","0.00","0.21","1.06","1.80","OK"
"8iwu7","0.16","0.74","193.21","459.33","OK"
"8iwug","0.00","0.04","0.69","1.70","OK"
"8iwv8","0.21","0.28","24.92","23.20","OK"
"8iwvi","0.25","0.00","0.00","0.00","OK"
"8iwvl","0.02","0.19","10.08","25.82","OK"
"8iwx5","0.00","0.00","1.56","4.24","OK"
"8iwxs","0.00","0.00","0.00","0.00","OK"
"8iwxv","0.05","0.60","1.43","5.92","OK"
"8iwy8","0.40","3.19","1270.57","5330.92","OK"
"8iwz0","0.00","0.00","0.00","0.00","OK"
"8ix09","0.00","0.00","0.00","0.00","OK"
"8ix0c","0.00","0.00","0.00","0.00","OK"
"8ix2h","0.08","0.54","97.15","355.93","OK"
"8ix3h","0.00","0.00","0.00","0.00","OK"
"8ix6h","0.00","0.00","0.12","0.22","OK"
"8ix6p","0.36","1.48","140.23","734.46","Fraud"
"8ix86","0.00","0.00","0.00","0.00","OK"
"8ix89","0.22","0.22","0.22","0.22","OK"
"8ixdk","0.00","0.00","0.00","0.25","OK"
"8ixgd","0.03","0.11","5.19","13.67","OK"
"8ixgl","0.00","0.00","0.73","0.73","OK"
"8ixl3","0.58","0.58","3.58","3.35","OK"
"8ixly","0.00","0.10","0.89","0.89","OK"
"8ixlz","0.03","0.34","6.31","18.60","OK"
"8ixoq","0.12","0.57","70.48","181.31","OK"
"8ixor","0.26","1.87","395.59","1588.39","OK"
"8ixp4","0.00","0.00","0.00","0.00","OK"
"8ixq4","6.52","89.33","37752.68","136927.67","OK"
"8ixq5","9.22","137.25","128811.28","541759.75","OK"
"8ixs1","0.02","0.05","1.62","3.74","OK"
"8ixsd","1.09","8.92","3258.16","12310.90","OK"
"8ixue","0.00","0.00","0.00","0.00","OK"
"8ixuj","0.00","0.00","0.00","0.00","OK"
"8ixvg","0.02","0.09","5.22","7.72","OK"
"8ixvu","0.88","7.78","1926.07","5583.48","OK"
"8ixy5","0.00","0.00","0.00","0.00","OK"
"8ixzl","0.00","0.00","0.00","0.00","OK"
"8ixzs","0.77","8.09","3690.11","8990.59","OK"
"8ixzt","1.18","10.86","1689.52","2975.79","OK"
"8iy03","3.58","52.89","30987.60","81783.91","OK"
"8iy0v","0.13","0.78","215.75","782.41","Observation"
"8iy1m","0.00","0.00","0.00","0.00","OK"
"8iy36","0.09","0.59","30.25","67.63","OK"
"8iy4x","0.00","0.00","0.22","0.22","OK"
"8iy5g","0.61","5.70","2358.28","6766.62","OK"
"8iy6x","0.00","0.00","0.00","0.00","OK"
"8iy7x","1.22","2.07","4.20","6.22","OK"
"8iy9b","0.00","0.10","0.19","0.19","OK"
"8iyb9","0.00","0.00","2.40","2.75","OK"
"8iyc8","0.95","9.72","5731.85","20306.49","OK"
"8iydk","0.00","0.00","0.00","0.00","OK"
"8iyea","0.00","0.00","0.00","0.00","OK"
"8iyfx","0.08","0.38","14.20","25.32","OK"
"8iyi9","0.05","0.11","10.06","18.89","OK"
"8iyj6","0.02","0.19","1.56","4.24","OK"
"8iyo2","0.00","0.00","0.00","0.00","OK"
"8iysb","0.08","0.38","58.48","176.06","OK"
"8iyvp","0.43","3.36","1468.33","5015.78","OK"
"8iywe","0.00","0.00","0.00","0.00","OK"
"8iyxe","0.05","0.07","3.93","5.69","OK"
"8iz0o","0.00","0.00","0.00","0.00","OK"
"8iz1c","1.75","21.64","15846.48","50216.40","OK"
"8iz2a","0.62","2.64","124.71","218.79","OK"
"8iz2c","0.07","0.56","105.46","182.08","OK"
"8iz2e","0.03","0.12","9.30","29.64","OK"
"8iz2m","0.14","0.57","74.00","155.14","OK"
"8iz2n","0.77","3.47","139.48","296.71","OK"
"8iz48","0.06","0.17","11.78","31.21","OK"
"8iz6y","0.00","0.00","0.11","0.58","OK"
"8iz7h","0.00","0.00","0.19","0.19","OK"
"8iz7i","1.65","20.38","13356.42","45518.22","OK"
"8iz80","0.00","0.00","0.00","0.00","OK"
"8iz8t","0.00","0.00","0.00","0.00","OK"
"8iz91","0.08","0.41","126.79","457.48","OK"
"8izah","0.00","0.00","0.23","0.45","OK"
"8izak","0.00","0.00","0.00","0.00","OK"
"8izam","0.00","0.00","0.00","0.00","OK"
"8izan","0.00","0.00","0.00","0.00","OK"
"8izao","0.00","0.00","0.00","0.00","OK"
"8izar","0.00","0.00","0.16","0.75","OK"
"8izau","0.00","0.06","1.11","2.20","OK"
"8izav","0.00","0.08","2.36","5.21","OK"
"8izaw","0.00","0.00","0.58","0.56","OK"
"8izay","0.00","0.00","0.00","0.00","OK"
"8izbp","0.00","0.00","0.00","0.00","OK"
"8izbt","0.09","0.24","4.58","16.39","OK"
"8ize1","0.00","0.00","0.00","0.00","OK"
"8izgi","0.00","0.00","0.00","0.19","OK"
"8izjs","0.00","0.00","0.00","0.00","OK"
"8izkp","0.00","0.00","0.00","0.00","OK"
"8izlr","0.00","0.00","0.19","0.53","OK"
"8iznj","0.73","7.49","4231.46","11165.51","OK"
"8izot","0.00","0.00","0.00","0.00","OK"
"8izpa","0.15","0.62","93.72","190.59","OK"
"8izsa","0.00","0.00","0.12","0.50","OK"
"8izt5","48.52","486.63","111411.61","201034.99","Observation"
"8izt6","0.38","3.37","2127.52","6022.90","Observation"
"8iztc","0.07","0.43","44.41","134.07","OK"
"8iztd","0.00","0.00","0.24","0.69","OK"
"8iztj","0.00","0.02","3.69","6.02","OK"
"8izts","0.00","0.00","0.00","0.00","OK"
"8izu7","0.00","0.00","0.00","0.00","OK"
"8izv8","0.12","0.64","1.00","1.00","OK"
"8izwb","0.09","0.59","40.48","100.09","OK"
"8izwe","0.47","4.29","720.54","1105.58","Fraud"
"8izxr","0.00","0.05","4.16","8.31","OK"
"8izzv","4.57","11.56","240.83","861.24","OK"
"8j00e","0.00","0.10","2.98","4.56","OK"
"8j01d","0.00","0.00","0.00","0.00","OK"
"8j029","0.00","0.00","0.75","0.67","OK"
"8j07i","0.05","0.26","9.07","33.10","OK"
"8j07s","0.00","0.00","1.21","1.81","OK"
"8j085","0.19","0.19","0.19","0.19","OK"
"8j08y","2.59","41.36","32462.08","103265.92","OK"
"8j094","0.00","0.00","0.00","0.00","OK"
"8j096","0.07","0.07","0.24","0.47","OK"
"8j09p","0.00","0.00","0.14","0.14","OK"
"8j0a9","0.02","0.03","1.83","4.40","OK"
"8j0ao","0.00","0.00","0.19","0.41","OK"
"8j0b4","0.42","3.53","1412.28","4640.85","OK"
"8j0b5","0.37","3.30","1670.86","6328.22","OK"
"8j0bs","0.24","1.61","541.81","1442.58","OK"
"8j0bz","0.00","0.00","0.00","0.00","OK"
"8j0da","0.00","0.00","1.00","1.00","OK"
"8j0dl","0.00","0.00","0.00","0.25","OK"
"8j0eq","0.04","0.16","7.71","22.00","OK"
"8j0fj","0.17","1.07","246.88","757.82","OK"
"8j0g9","0.04","0.63","31.95","60.78","OK"
"8j0h6","0.00","0.00","0.00","0.00","OK"
"8j0hb","0.10","0.58","78.70","269.60","OK"
"8j0j9","0.02","0.30","6.84","11.24","OK"
"8j0m9","0.00","0.00","0.00","0.25","OK"
"8j0mk","0.00","0.00","1.13","2.05","OK"
"8j0mw","0.19","0.19","1.98","3.21","OK"
"8j0n4","0.05","0.25","19.22","51.72","OK"
"8j0ov","0.08","0.45","40.35","118.22","OK"
"8j0oz","0.00","0.00","0.00","0.00","OK"
"8j0pl","0.80","8.46","3364.51","8782.98","Fraud"
"8j0py","0.00","0.00","0.00","0.00","OK"
"8j0qc","0.20","0.97","51.32","94.62","OK"
"8j0qr","0.00","0.00","0.00","0.00","OK"
"8j0su","0.00","0.00","3.56","3.56","OK"
"8j0tb","0.00","0.00","0.14","0.14","OK"
"8j0tg","0.00","0.00","0.49","0.58","OK"
"8j0w1","1.64","20.56","10573.97","20616.52","Observation"
"8j0wb","0.05","0.22","0.32","1.14","OK"
"8j0ww","0.06","0.35","31.67","107.05","OK"
"8j0x3","0.10","0.63","86.15","278.08","OK"
"8j0x9","1.24","14.91","8535.43","21148.79","Observation"
"8j0z9","0.00","0.00","0.00","0.00","OK"
"8j10c","47.98","913.50","759805.74","999999.99","OK"
"8j11k","0.00","0.00","0.00","0.00","OK"
"8j121","0.05","0.22","3.07","3.74","OK"
"8j12n","0.00","0.10","1.03","1.69","OK"
"8j15b","0.00","0.13","1.39","2.08","OK"
"8j16r","0.00","0.00","0.00","0.25","OK"
"8j18g","0.00","0.00","0.14","0.14","OK"
"8j197","0.24","0.53","23.83","29.61","OK"
"8j19d","0.04","0.18","8.55","15.74","OK"
"8j19f","0.70","6.16","1919.22","7906.33","OK"
"8j19x","2.26","21.88","11135.61","56334.08","OK"
"8j1a0","0.00","0.17","3.42","9.88","OK"
"8j1a1","0.34","2.49","732.52","2065.41","OK"
"8j1a2","2.99","20.15","1496.12","3272.39","OK"
"8j1a3","0.00","0.08","0.16","0.75","OK"
"8j1a6","0.00","0.00","1.46","1.85","OK"
"8j1a7","0.00","0.00","0.38","1.27","OK"
"8j1aj","0.28","1.89","567.05","1853.02","OK"
"8j1di","0.00","0.06","1.81","5.01","OK"
"8j1fp","0.00","0.00","0.22","0.22","OK"
"8j1h7","0.00","0.00","0.00","0.25","OK"
"8j1j6","0.00","0.14","0.19","0.19","OK"
"8j1lc","0.07","0.34","16.92","50.64","OK"
"8j1od","0.29","2.51","679.35","2230.75","OK"
"8j1pb","0.18","0.59","30.19","88.26","OK"
"8j1pd","4.86","87.48","87368.72","333158.95","OK"
"8j1q5","0.00","0.00","0.00","0.00","OK"
"8j1qi","0.00","0.00","0.00","0.00","OK"
"8j1rc","0.89","0.89","0.89","0.89","OK"
"8j1s7","0.00","0.00","0.00","0.00","OK"
"8j1se","0.04","0.13","7.81","14.31","OK"
"8j1so","0.00","0.12","2.38","8.96","OK"
"8j1sp","0.00","0.00","2.51","8.44","OK"
"8j1sw","0.03","0.17","13.05","25.43","OK"
"8j1t4","0.13","0.81","191.52","763.69","OK"
"8j1ti","2.73","39.44","30019.36","111368.62","OK"
"8j1u4","0.00","0.06","0.84","1.56","OK"
"8j1u5","0.02","0.11","3.86","12.67","OK"
"8j1uw","0.22","2.25","2.25","2.25","OK"
"8j1x0","0.14","0.14","0.24","0.24","OK"
"8j1xv","0.06","0.06","0.41","0.82","OK"
"8j1y0","0.00","0.00","0.00","0.00","OK"
"8j1y6","0.19","0.19","0.19","0.19","OK"
"8j20z","0.50","4.30","1555.22","3306.38","OK"
"8j22j","0.00","0.00","0.20","0.58","OK"
"8j22t","0.11","0.11","0.20","0.58","OK"
"8j23z","0.00","0.00","1.56","1.00","OK"
"8j240","0.00","0.00","0.00","0.00","OK"
"8j24h","0.00","0.00","0.00","0.00","OK"
"8j26k","0.00","0.22","5.60","8.24","OK"
"8j279","0.02","0.18","1.57","5.02","OK"
"8j27p","0.00","0.00","0.14","0.24","OK"
"8j295","0.00","0.00","0.25","0.25","OK"
"8j29y","0.00","0.08","3.33","3.84","OK"
"8j2b6","0.05","0.10","4.18","10.53","OK"
"8j2b9","0.03","0.23","4.24","12.22","OK"
"8j2dz","0.00","0.00","0.00","0.00","OK"
"8j2e0","8.93","117.02","66649.08","149459.08","OK"
"8j2e9","0.00","0.00","0.00","0.00","OK"
"8j2er","0.00","0.00","0.89","0.25","OK"
"8j2f8","0.00","0.13","1.41","2.61","OK"
"8j2hf","0.15","1.34","505.42","1415.67","Observation"
"8j2i2","0.05","0.14","2.55","8.25","OK"
"8j2ix","2.53","12.41","134.16","282.58","Observation"
"8j2kd","0.00","0.00","0.00","0.00","OK"
"8j2ki","0.00","0.00","0.00","0.00","OK"
"8j2li","0.00","0.00","0.00","0.00","OK"
"8j2m4","3.27","49.79","37187.71","94308.85","Observation"
"8j2nt","1.89","2.14","35.00","48.85","OK"
"8j2pr","0.08","0.17","4.37","7.21","OK"
"8j2r9","0.00","0.07","2.41","4.89","OK"
"8j2s6","0.68","5.46","2040.22","9796.09","OK"
"8j2s7","2.63","28.06","20274.12","88112.22","OK"
"8j2td","0.06","0.25","11.73","35.85","OK"
"8j2to","0.00","0.00","0.00","0.00","OK"
"8j2tr","0.00","0.00","0.00","0.00","OK"
"8j2uy","0.14","0.99","204.76","899.33","Fraud"
"8j2z5","0.03","0.13","1.78","3.76","OK"
"8j2zn","0.00","0.00","0.00","0.00","OK"
"8j307","0.03","0.16","3.36","10.16","OK"
"8j30b","0.25","0.31","3.43","3.96","OK"
"8j30i","0.00","0.00","0.00","0.00","OK"
"8j30r","0.41","2.70","457.86","437.19","Fraud"
"8j311","0.03","0.07","3.13","7.41","OK"
"8j319","0.00","0.00","0.00","0.00","OK"
"8j31t","0.37","3.11","1509.81","5006.24","Observation"
"8j31u","0.05","0.30","15.73","27.87","OK"
"8j326","0.00","0.00","0.00","0.00","OK"
"8j329","0.00","0.00","0.00","0.00","OK"
"8j32k","0.07","0.13","1.72","4.91","OK"
"8j32l","0.06","0.13","6.74","17.36","OK"
"8j32m","0.11","0.42","63.99","179.10","OK"
"8j34p","0.14","0.14","0.64","0.64","OK"
"8j368","1.79","23.99","13275.61","42399.98","Observation"
"8j369","2.34","35.54","22643.27","81837.61","Observation"
"8j36c","0.00","0.00","0.00","0.00","OK"
"8j36d","2.42","31.96","24498.56","90345.75","Observation"
"8j36e","3.72","49.90","35320.36","148957.10","OK"
"8j36f","0.24","0.61","19.46","66.24","OK"
"8j36t","0.98","9.40","2879.92","14990.38","OK"
"8j38c","0.00","0.00","0.00","0.00","OK"
"8j398","0.00","0.00","0.00","0.00","OK"
"8j39n","0.07","0.27","33.92","73.75","OK"
"8j39x","0.24","1.80","451.82","1721.16","OK"
"8j3e7","0.00","0.00","0.00","0.00","OK"
"8j3ej","0.03","0.10","0.76","1.91","OK"
"8j3fg","0.00","0.11","3.05","4.56","OK"
"8j3fs","0.08","0.08","0.23","1.14","OK"
"8j3gw","129.88","2856.29","999999.99","999999.99","OK"
"8j3j2","0.00","0.00","0.00","0.00","OK"
"8j3kg","0.27","0.49","2.61","2.08","OK"
"8j3l0","0.00","0.00","0.00","0.00","OK"
"8j3ln","0.00","0.00","0.00","0.00","OK"
"8j3nw","0.03","0.14","12.17","41.25","OK"
"8j3oy","0.00","0.00","0.00","0.00","OK"
"8j3th","0.00","0.00","0.00","0.00","OK"
"8j3u4","0.04","0.16","14.12","45.01","OK"
"8j3xi","0.07","0.41","41.51","160.28","OK"
"8j3xm","0.00","0.00","0.00","0.00","OK"
"8j3z1","0.24","0.69","0.69","0.89","OK"
"8j3zu","0.19","1.46","14.73","32.58","OK"
"8j416","0.45","3.50","1614.57","5283.94","OK"
"8j41t","0.00","0.00","0.25","0.00","OK"
"8j42p","0.00","0.00","0.00","0.00","OK"
"8j437","0.12","0.22","0.64","0.64","OK"
"8j43i","0.00","0.00","0.00","0.00","OK"
"8j46c","6.65","107.29","91987.13","244768.37","OK"
"8j470","0.00","0.00","0.00","0.00","OK"
"8j49w","0.02","0.23","51.63","145.50","OK"
"8j4ap","0.00","0.00","0.00","0.00","OK"
"8j4ch","0.23","0.68","19.24","20.75","OK"
"8j4dw","0.00","0.00","0.00","0.00","OK"
"8j4fc","0.05","0.32","27.21","73.78","OK"
"8j4fe","0.12","0.22","3.00","5.56","OK"
"8j4gq","1.31","14.46","3597.16","12405.25","OK"
"8j4gr","11.71","181.00","115218.06","411149.01","OK"
"8j4hv","0.00","0.00","0.00","0.00","OK"
"8j4li","0.08","0.15","0.47","0.47","OK"
"8j4mp","0.16","0.86","125.42","403.25","OK"
"8j4nq","0.00","0.19","0.22","0.22","OK"
"8j4o3","0.00","0.00","0.00","0.00","OK"
"8j4og","0.00","0.00","0.22","0.22","OK"
"8j4pk","0.00","0.00","0.24","1.14","OK"
"8j4pp","1.19","13.81","9465.27","31269.75","OK"
"8j4qz","1.15","12.81","6780.12","23274.13","OK"
"8j4sj","0.00","0.00","0.00","0.00","OK"
"8j4tc","0.07","0.16","3.33","9.74","OK"
"8j4tl","0.00","0.00","0.00","0.00","OK"
"8j4tm","0.00","0.00","0.22","0.22","OK"
"8j4uo","0.34","2.45","616.64","2433.75","OK"
"8j4uq","0.00","0.19","1.31","1.58","OK"
"8j4v5","0.05","0.41","27.41","78.75","OK"
"8j4vg","0.03","0.15","3.82","4.33","OK"
"8j4vj","0.00","0.00","0.00","0.00","OK"
"8j4ye","0.05","0.27","62.42","169.61","OK"
"8j507","0.43","3.85","1689.84","3857.08","OK"
"8j510","0.22","0.22","0.22","0.22","OK"
"8j51f","0.24","1.66","490.35","1796.69","Observation"
"8j522","0.02","0.07","1.56","4.08","OK"
"8j523","0.59","2.67","25.87","39.84","OK"
"8j52r","0.04","0.25","13.50","30.33","OK"
"8j53q","0.00","0.11","0.11","0.58","OK"
"8j53t","0.26","1.91","623.16","1678.08","OK"
"8j54k","0.00","0.16","0.16","0.25","OK"
"8j54x","0.00","0.00","0.00","0.00","OK"
"8j55y","193.92","4363.49","999999.99","999999.99","OK"
"8j55z","34.19","649.92","561332.56","999999.99","OK"
"8j57g","0.00","0.00","0.00","0.00","OK"
"8j59e","0.09","0.09","0.23","0.56","OK"
"8j5a2","0.12","0.50","3.00","5.69","OK"
"8j5an","1.03","9.77","5423.33","13434.33","OK"
"8j5bx","0.17","0.76","130.34","362.84","OK"
"8j5cg","0.13","0.50","19.04","36.84","OK"
"8j5d0","0.14","0.63","95.52","352.44","OK"
"8j5dj","0.08","0.44","88.88","202.84","OK"
"8j5dk","0.00","0.00","0.00","0.00","OK"
"8j5dn","0.00","0.00","0.00","0.00","OK"
"8j5ey","0.00","0.00","0.19","0.19","OK"
"8j5f7","0.00","0.00","2.49","2.98","OK"
"8j5fu","0.08","0.42","35.14","140.37","OK"
"8j5gg","1.63","13.49","2131.74","4374.18","OK"
"8j5gh","1.70","21.10","13627.72","40737.02","OK"
"8j5gi","0.38","2.96","400.90","928.79","OK"
"8j5gj","0.79","8.31","3168.63","11824.18","OK"
"8j5h0","0.00","0.00","0.65","1.11","OK"
"8j5hb","0.00","0.00","0.00","0.00","OK"
"8j5hx","0.00","0.00","0.00","0.25","OK"
"8j5ig","0.00","0.00","0.00","0.19","OK"
"8j5ix","0.00","0.00","0.13","0.45","OK"
"8j5lq","0.00","0.14","0.24","1.56","OK"
"8j5lt","55.82","1117.06","943773.27","999999.99","OK"
"8j5n1","0.00","0.00","0.00","0.00","OK"
"8j5n8","0.00","0.00","0.16","0.25","OK"
"8j5ne","0.00","0.00","0.00","0.22","OK"
"8j5oc","0.00","0.00","0.80","2.75","OK"
"8j5od","0.00","0.07","0.45","1.11","OK"
"8j5ol","0.16","0.16","0.75","0.75","OK"
"8j5qz","0.00","0.00","0.00","0.00","OK"
"8j5r6","0.12","0.47","64.70","249.14","OK"
"8j5rx","0.00","0.00","0.00","0.00","OK"
"8j5t5","0.07","0.43","2.28","1.65","OK"
