"partnerid","AvgClickPer1Min","status"
"8kz2y","1.00","OK"
"8kz4p","1.00","OK"
"8kz5j","1.00","OK"
"8kz64","1.04","OK"
"8kz6l","1.00","OK"
"8kz6p","1.15","Fraud"
"8kz6r","1.00","OK"
"8kz74","1.00","OK"
"8kz7h","1.00","OK"
"8kz7i","1.00","OK"
"8kz7z","1.00","OK"
"8kz81","1.10","OK"
"8kz84","1.04","OK"
"8kz8a","1.03","OK"
"8kz9c","1.00","OK"
"8kz9e","1.00","OK"
"8kz9f","1.41","OK"
"8kz9k","1.00","OK"
"8kz9x","1.00","OK"
"8kzaf","1.00","OK"
"8kzbb","4.13","OK"
"8kzbg","1.19","OK"
"8kzd5","1.00","OK"
"8kzds","1.00","OK"
"8kzen","1.07","OK"
"8kzep","1.05","OK"
"8kzer","1.06","OK"
"8kzes","1.00","OK"
"8kzf2","1.00","OK"
"8kzf5","1.00","OK"
"8kzfo","1.08","OK"
"8kzgc","1.00","OK"
"8kzgf","1.00","OK"
"8kzhr","1.00","OK"
"8kzhu","1.00","OK"
"8kzhz","1.00","OK"
"8kzi1","1.00","OK"
"8kzi5","1.00","OK"
"8kzjk","1.08","Fraud"
"8kzjq","1.00","OK"
"8kzjy","1.00","OK"
"8kzkc","1.00","OK"
"8kzkl","1.08","OK"
"8kzkp","1.00","OK"
"8kzkq","1.00","OK"
"8kzl3","1.00","OK"
"8kzl6","1.00","OK"
"8kzlb","1.00","OK"
"8kzll","1.03","OK"
"8kzlm","1.00","OK"
"8kzm1","1.13","Fraud"
"8kzmh","1.00","OK"
"8kzmx","1.00","OK"
"8kzmy","1.00","OK"
"8kzna","1.58","OK"
"8kznn","1.20","OK"
"8kznw","1.01","OK"
"8kzo4","1.00","OK"
"8kzom","1.00","OK"
"8kzpi","1.00","OK"
"8kzq3","1.00","OK"
"8kzqd","1.11","OK"
"8kzqe","1.00","OK"
"8kzqo","1.00","OK"
"8kzr4","1.05","OK"
"8kzr5","1.07","OK"
"8kzr6","1.03","OK"
"8kzr7","1.03","OK"
"8kzr9","1.00","OK"
"8kzss","1.04","OK"
"8kzst","1.02","OK"
"8kzsu","1.00","OK"
"8kzt1","1.63","OK"
"8kztj","1.00","OK"
"8kztp","1.00","OK"
"8kztq","1.03","OK"
"8kzu3","1.00","OK"
"8kzuk","1.02","OK"
"8kzv1","1.05","OK"
"8kzvn","1.99","OK"
"8kzw1","1.03","OK"
"8kzwc","1.00","OK"
"8kzwu","1.18","OK"
"8kzx6","1.06","OK"
"8kzxc","1.07","OK"
"8kzxk","1.03","OK"
"8kzxo","1.13","OK"
"8kzxz","3.50","OK"
"8kzy2","1.00","OK"
"8kzy5","1.27","OK"
"8kzyi","1.36","Observation"
"8kzyz","1.00","OK"
"8l004","1.00","OK"
"8l00g","1.89","OK"
"8l00h","1.07","Fraud"
"8l00x","1.00","OK"
"8l014","1.50","OK"
"8l01a","1.00","OK"
"8l01b","1.00","OK"
"8l01g","1.01","OK"
"8l01w","1.00","OK"
"8l01y","1.04","OK"
"8l029","1.13","OK"
"8l02e","1.00","OK"
"8l02g","1.00","OK"
"8l02m","1.00","OK"
"8l02n","1.00","OK"
"8l02t","1.09","OK"
"8l02x","1.01","OK"
"8l03g","1.00","OK"
"8l03j","1.03","OK"
"8l046","1.00","OK"
"8l04m","1.00","OK"
"8l04x","1.50","OK"
"8l04z","1.12","OK"
"8l050","1.34","OK"
"8l051","1.52","OK"
"8l052","1.38","OK"
"8l053","1.42","OK"
"8l05k","1.20","OK"
"8l05l","1.10","OK"
"8l05z","1.00","OK"
"8l061","1.03","OK"
"8l063","1.00","OK"
"8l06b","1.00","OK"
"8l071","1.07","OK"
"8l07i","1.06","OK"
"8l07n","1.25","OK"
"8l07q","1.00","OK"
"8l07t","1.00","OK"
"8l08l","1.00","OK"
"8l09b","1.68","OK"
"8l0a0","1.02","OK"
"8l0aq","1.07","OK"
"8l0b4","1.08","OK"
"8l0bl","1.22","Observation"
"8l0bm","1.00","OK"
"8l0c2","1.00","OK"
"8l0ca","1.07","OK"
"8l0cx","1.93","OK"
"8l0e4","1.02","OK"
"8l0f6","1.00","OK"
"8l0fs","1.00","OK"
"8l0fv","2.00","OK"
"8l0fx","1.00","OK"
"8l0gr","1.06","OK"
"8l0ho","1.00","OK"
"8l0i4","1.00","OK"
"8l0io","1.02","OK"
"8l0iu","1.00","OK"
"8l0iv","1.06","OK"
"8l0j8","1.00","OK"
"8l0jf","1.02","OK"
"8l0k0","1.00","OK"
"8l0k9","1.00","OK"
"8l0l8","1.00","OK"
"8l0lh","1.05","OK"
"8l0lm","1.00","OK"
"8l0lv","1.17","OK"
"8l0m2","2.00","OK"
"8l0m9","1.03","OK"
"8l0mw","1.00","OK"
"8l0n5","1.00","OK"
"8l0ng","1.00","OK"
"8l0nw","1.00","OK"
"8l0p1","1.07","OK"
"8l0p8","1.00","OK"
"8l0q6","2.08","Fraud"
"8l0r9","1.20","OK"
"8l0rb","1.78","Fraud"
"8l0rp","1.12","OK"
"8l0rq","1.26","OK"
"8l0rr","1.08","OK"
"8l0sm","1.66","OK"
"8l0sw","1.00","OK"
"8l0t1","1.05","OK"
"8l0t3","1.00","OK"
"8l0t6","1.00","OK"
"8l0td","1.00","OK"
"8l0ty","1.00","OK"
"8l0u5","1.00","OK"
"8l0uu","1.18","OK"
"8l0v8","1.44","Observation"
"8l0v9","3.07","OK"
"8l0w0","1.00","OK"
"8l0wx","1.08","OK"
"8l0wz","1.25","OK"
"8l0x3","1.12","OK"
"8l0x4","1.00","OK"
"8l0x9","1.00","OK"
