"partnerid","CntrIdPercent","CntrSgPercent","CntrUsPercent","CntrThPercent","CntrUkPercent","CntrInPercent","status"
"8iqe6","0.00","0.00","0.00","0.00","0.00","0.67","OK"
"8iqec","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"8iqee","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iqez","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iqfg","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iqhl","0.25","0.00","0.25","0.00","0.00","0.00","OK"
"8iqip","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iqjj","0.50","0.00","0.00","0.00","0.00","0.00","OK"
"8iqk3","0.30","0.00","0.00","0.10","0.05","0.05","OK"
"8iqks","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iqni","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iqnn","0.29","0.00","0.14","0.00","0.00","0.00","OK"
"8iqnv","0.06","0.12","0.01","0.03","0.01","0.01","OK"
"8iqp5","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"8iqqe","0.00","0.00","0.00","0.00","0.00","0.71","OK"
"8iqr5","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iqsf","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iqsw","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iqtd","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iqth","0.00","0.00","0.02","0.02","0.00","0.54","OK"
"8iqu0","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iqu4","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iqu5","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iqua","0.00","0.00","0.00","0.00","0.00","0.33","OK"
"8iqug","0.42","0.02","0.03","0.01","0.00","0.20","OK"
"8iqur","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iquu","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iqvd","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iqvi","0.64","0.00","0.05","0.00","0.00","0.14","OK"
"8iqvo","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"8iqvp","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"8iqvs","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iqw0","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"8iqw1","0.00","0.00","0.00","0.99","0.00","0.00","OK"
"8iqw2","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"8iqw6","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"8iqw8","0.00","0.00","0.05","0.93","0.00","0.00","OK"
"8iqw9","0.00","0.00","0.00","0.78","0.22","0.00","OK"
"8iqwa","0.00","0.11","0.07","0.50","0.00","0.00","OK"
"8iqwb","0.00","0.00","0.00","0.67","0.33","0.00","OK"
"8iqwc","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"8iqwe","0.00","0.00","0.00","0.33","0.00","0.00","OK"
"8iqwf","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"8iqwy","0.50","0.00","0.00","0.00","0.00","0.00","OK"
"8iqx9","0.00","0.00","0.17","0.00","0.00","0.42","OK"
"8iqxa","0.06","0.00","0.00","0.00","0.00","0.63","OK"
"8iqxb","0.00","0.00","0.00","0.00","0.00","0.14","OK"
"8iqxi","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iqym","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iqyw","0.12","0.05","0.02","0.01","0.01","0.35","OK"
"8iqzc","0.00","0.00","0.03","0.00","0.06","0.29","OK"
"8iqzg","0.00","0.00","0.23","0.00","0.04","0.29","OK"
"8iqzh","0.00","0.00","0.28","0.00","0.03","0.20","OK"
"8iqzi","0.00","0.00","0.00","0.00","0.00","0.84","OK"
"8iqzk","0.01","0.00","0.10","0.00","0.04","0.63","OK"
"8iqzl","0.00","0.00","0.07","0.00","0.11","0.25","OK"
"8iqzm","0.01","0.00","0.14","0.00","0.02","0.15","OK"
"8iqzn","0.00","0.00","0.00","0.00","0.00","0.37","OK"
"8iqzo","0.00","0.00","0.00","0.00","0.01","0.92","OK"
"8iqzp","0.00","0.00","0.05","0.00","0.09","0.02","OK"
"8iqzs","0.60","0.01","0.09","0.01","0.00","0.00","OK"
"8iqzu","0.00","0.00","0.09","0.00","0.15","0.15","OK"
"8iqzw","0.00","0.00","0.00","0.00","0.00","0.97","OK"
"8iqzz","0.02","0.00","0.05","0.00","0.01","0.02","OK"
"8ir00","0.00","0.00","0.00","0.00","0.00","0.96","OK"
"8ir01","0.00","0.00","0.00","0.00","0.00","0.95","OK"
"8ir05","0.00","0.00","0.00","0.00","0.01","0.96","Fraud"
"8ir06","0.01","0.00","0.00","0.01","0.00","0.88","OK"
"8ir07","0.00","0.00","0.00","0.00","0.00","0.95","OK"
"8ir09","0.01","0.00","0.00","0.00","0.00","0.24","OK"
"8ir0d","0.10","0.00","0.00","0.00","0.00","0.38","OK"
"8ir0f","0.00","0.00","0.00","0.00","0.01","0.94","OK"
"8ir0i","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ir0v","0.67","0.00","0.00","0.00","0.00","0.33","OK"
"8ir0z","0.00","0.33","0.00","0.00","0.00","0.00","OK"
"8ir14","0.49","0.25","0.06","0.03","0.00","0.00","OK"
"8ir16","0.58","0.17","0.03","0.02","0.00","0.01","OK"
"8ir1o","0.00","0.00","0.00","0.00","0.00","0.67","OK"
"8ir25","0.11","0.00","0.67","0.00","0.00","0.00","OK"
"8ir28","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ir2b","0.00","0.00","0.00","0.00","0.00","0.07","OK"
"8ir2e","0.00","0.01","0.05","0.00","0.00","0.18","OK"
"8ir2l","0.83","0.00","0.00","0.00","0.00","0.00","OK"
"8ir2o","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ir2s","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8ir3v","0.00","0.00","0.00","0.00","0.00","0.73","OK"
"8ir4d","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ir6j","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ir6k","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ir6w","0.20","0.00","0.20","0.00","0.00","0.00","OK"
"8ir7h","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ir96","0.15","0.00","0.03","0.01","0.00","0.41","OK"
"8irab","0.00","0.00","0.02","0.00","0.00","0.84","OK"
"8irb0","0.93","0.00","0.00","0.00","0.00","0.00","OK"
"8irbp","0.05","0.00","0.02","0.01","0.01","0.10","OK"
"8irck","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ircl","0.00","0.00","0.26","0.00","0.00","0.00","OK"
"8ircq","0.93","0.03","0.00","0.00","0.00","0.00","OK"
"8ircw","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ircy","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8irdq","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8irdv","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ire4","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8irek","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8irgx","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8irid","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8irih","0.01","0.00","0.02","0.00","0.00","0.61","OK"
"8iriv","0.00","0.00","0.00","0.00","0.00","0.10","OK"
"8irjv","0.00","0.00","0.17","0.00","0.00","0.67","OK"
"8irk4","0.02","0.14","0.11","0.42","0.08","0.00","OK"
"8irkm","0.80","0.00","0.00","0.00","0.00","0.00","OK"
"8irl1","0.00","0.00","0.00","0.50","0.00","0.50","OK"
"8irlc","0.02","0.01","0.03","0.02","0.00","0.46","OK"
"8irle","0.36","0.01","0.02","0.00","0.00","0.18","OK"
"8irll","0.17","0.00","0.02","0.00","0.01","0.00","Observation"
"8irob","0.03","0.00","0.01","0.01","0.01","0.32","OK"
"8irot","0.83","0.03","0.02","0.00","0.00","0.00","OK"
"8irq0","0.10","0.01","0.02","0.01","0.01","0.21","OK"
"8irqh","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8irqi","0.00","0.00","0.00","0.00","0.50","0.00","OK"
"8irqk","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8irr8","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8irr9","0.13","0.00","0.00","0.00","0.00","0.13","OK"
"8irrl","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8irrw","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8irrx","0.00","0.00","0.33","0.02","0.01","0.16","Observation"
"8irs5","0.00","0.00","0.01","0.00","0.01","0.80","OK"
"8irsq","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8irsy","0.89","0.00","0.00","0.00","0.00","0.00","OK"
"8irt8","0.36","0.02","0.02","0.03","0.06","0.36","OK"
"8irtb","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8irtc","0.00","0.00","0.00","0.00","0.00","0.90","OK"
"8irti","0.00","0.00","0.13","0.00","0.00","0.00","OK"
"8irtu","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iru0","0.27","0.00","0.00","0.00","0.00","0.00","OK"
"8iru3","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8irui","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iruq","0.00","0.00","0.00","0.00","0.00","0.33","OK"
"8irvj","0.06","0.00","0.04","0.00","0.01","0.33","OK"
"8irwu","0.00","0.00","0.00","0.00","0.00","0.67","OK"
"8irzv","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8is01","0.08","0.00","0.02","0.01","0.01","0.64","OK"
"8is0l","0.07","0.00","0.00","0.00","0.00","0.47","OK"
"8is1d","0.37","0.00","0.02","0.00","0.02","0.10","OK"
"8is20","0.00","0.00","0.00","0.00","0.00","0.84","OK"
"8is2b","0.89","0.02","0.01","0.00","0.00","0.00","OK"
"8is2k","0.77","0.01","0.02","0.00","0.01","0.01","Fraud"
"8is2p","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8is30","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8is32","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8is41","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8is47","0.17","0.00","0.00","0.00","0.00","0.00","OK"
"8is4p","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8is4w","0.00","0.00","0.01","0.00","0.00","0.00","OK"
"8is4x","0.00","0.00","0.00","0.00","0.00","0.14","OK"
"8is5e","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8is5f","0.00","0.00","0.00","0.00","0.00","0.33","OK"
"8is5h","0.00","0.00","0.00","0.00","0.00","0.00","Observation"
"8is5o","0.00","0.00","0.06","0.03","0.00","0.73","OK"
"8is5q","0.04","0.00","0.01","0.00","0.00","0.48","OK"
"8is5r","0.22","0.00","0.00","0.00","0.00","0.00","OK"
"8is6u","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8is82","0.00","0.00","0.00","0.00","0.00","0.05","OK"
"8is85","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8is87","0.01","0.00","0.00","0.00","0.00","0.08","OK"
"8is8g","0.41","0.00","0.00","0.02","0.00","0.14","OK"
"8isas","0.94","0.01","0.01","0.00","0.00","0.00","OK"
"8isat","0.04","0.00","0.00","0.00","0.00","0.01","OK"
"8isau","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8isbh","0.00","0.00","0.00","0.00","0.00","0.83","OK"
"8isbo","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8isbr","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8isbz","0.06","0.01","0.02","0.00","0.02","0.54","OK"
"8isch","0.00","0.00","0.24","0.02","0.01","0.00","Observation"
"8iscw","0.25","0.00","0.01","0.01","0.03","0.05","OK"
"8iscy","0.30","0.00","0.01","0.01","0.01","0.14","OK"
"8isd4","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8isd6","0.33","0.00","0.00","0.00","0.00","0.00","OK"
"8isdb","0.01","0.00","0.06","0.00","0.02","0.60","OK"
"8isdq","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ise8","0.92","0.00","0.00","0.00","0.00","0.00","OK"
"8isei","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ises","0.93","0.05","0.00","0.01","0.00","0.00","OK"
"8iseu","0.81","0.00","0.00","0.00","0.00","0.06","OK"
"8isf7","0.00","0.01","0.07","0.01","0.03","0.00","OK"
"8isfp","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8isfs","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8isgu","0.20","0.00","0.05","0.05","0.00","0.40","OK"
"8ish6","0.18","0.01","0.04","0.01","0.00","0.41","OK"
"8ishk","0.66","0.10","0.03","0.00","0.00","0.00","OK"
"8ishn","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8isi3","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8isj3","0.09","0.01","0.02","0.01","0.01","0.19","OK"
"8isj9","0.78","0.00","0.13","0.00","0.00","0.00","OK"
"8isje","0.96","0.00","0.02","0.02","0.00","0.00","OK"
"8isk1","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8isk6","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8islr","0.00","0.00","0.00","0.07","0.00","0.48","OK"
"8isme","0.00","0.00","0.38","0.00","0.00","0.63","OK"
"8ismw","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8isp2","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8isrm","0.00","0.01","0.02","0.00","0.00","0.92","OK"
"8isrt","0.50","0.00","0.00","0.00","0.00","0.00","OK"
"8issu","0.03","0.00","0.04","0.00","0.01","0.48","OK"
"8isvf","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8isxs","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8isxw","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8isyx","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8isz2","0.50","0.00","0.00","0.00","0.00","0.00","OK"
"8isz4","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8it0b","0.00","0.00","0.00","0.00","0.00","0.69","OK"
"8it0m","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8it0v","0.00","0.00","0.00","0.09","0.00","0.00","OK"
"8it18","0.00","0.00","0.00","0.00","0.00","0.92","OK"
"8it2h","0.00","0.00","0.06","0.00","0.03","0.09","OK"
"8it36","0.01","0.42","0.00","0.13","0.00","0.00","Fraud"
"8it3p","0.03","0.00","0.02","0.02","0.00","0.57","OK"
"8it4b","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8it51","0.00","0.00","0.04","0.00","0.00","0.91","OK"
"8it52","0.40","0.03","0.01","0.00","0.00","0.04","OK"
"8it54","0.00","0.00","0.00","0.05","0.10","0.00","OK"
"8it55","0.00","0.00","0.03","0.00","0.06","0.00","OK"
"8it57","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8it59","0.00","0.00","0.00","0.17","0.00","0.00","OK"
"8it5a","0.00","0.00","0.22","0.00","0.00","0.00","OK"
"8it5b","0.00","0.00","0.00","0.00","0.20","0.00","OK"
"8it5c","0.00","0.00","0.00","0.00","0.05","0.00","OK"
"8it5d","0.00","0.00","0.08","0.00","0.08","0.00","OK"
"8it5e","0.00","0.00","0.00","0.00","0.02","0.00","OK"
"8it5i","0.00","0.00","0.06","0.00","0.00","0.00","OK"
"8it5k","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8it5n","0.00","0.00","0.00","0.00","0.03","0.00","OK"
"8it5o","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8it5q","0.00","0.00","0.00","0.00","0.17","0.00","OK"
"8it5r","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8it5t","0.01","0.00","0.02","0.04","0.02","0.56","OK"
"8it63","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8it65","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8it66","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8it6j","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8it7k","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8it7m","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8it7o","0.00","0.00","0.07","0.00","0.00","0.00","OK"
"8it7p","0.00","0.00","0.14","0.00","0.00","0.00","OK"
"8it8j","0.04","0.00","0.04","0.00","0.00","0.69","OK"
"8it8l","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8it8q","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8it9g","0.02","0.00","0.01","0.00","0.00","0.71","OK"
"8it9n","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8it9p","0.21","0.01","0.06","0.05","0.00","0.33","OK"
"8it9w","0.16","0.01","0.02","0.01","0.01","0.40","OK"
"8itaa","0.13","0.00","0.00","0.00","0.00","0.50","OK"
"8itap","0.01","0.01","0.07","0.00","0.00","0.75","Observation"
"8itat","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8itb0","0.00","0.00","0.00","0.00","0.01","0.13","OK"
"8itb1","0.00","0.00","0.00","0.00","0.21","0.00","OK"
"8itcr","0.01","0.00","0.00","0.12","0.00","0.00","OK"
"8itcx","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8itdr","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8itdx","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ite3","0.04","0.00","0.02","0.01","0.00","0.66","OK"
"8iteu","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8itf4","0.13","0.00","0.00","0.00","0.00","0.00","OK"
"8itfc","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8itgs","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ith0","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ith4","0.03","0.00","0.02","0.00","0.01","0.18","OK"
"8ith6","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ithb","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8ithf","0.00","0.00","0.00","0.00","0.00","0.96","Observation"
"8ithn","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ithu","0.76","0.01","0.00","0.00","0.01","0.01","OK"
"8ithz","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8itif","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8itio","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8itiu","0.00","0.00","0.45","0.00","0.00","0.34","OK"
"8itj5","0.23","0.00","0.00","0.05","0.00","0.13","OK"
"8itji","0.01","0.00","0.01","0.01","0.00","0.78","OK"
"8itk7","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8itka","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8itkq","0.12","0.00","0.00","0.00","0.00","0.47","OK"
"8itks","0.09","0.18","0.00","0.09","0.00","0.18","OK"
"8itkt","0.00","0.00","0.01","0.00","0.00","0.51","OK"
"8itl2","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8itl8","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8itla","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8itlh","0.00","0.00","0.02","0.00","0.00","0.00","OK"
"8itli","0.00","0.00","0.00","0.00","0.00","0.11","OK"
"8itlt","0.70","0.00","0.00","0.00","0.00","0.00","OK"
"8itly","0.00","0.02","0.04","0.76","0.02","0.00","OK"
"8itm2","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8itme","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8itmi","0.11","0.00","0.05","0.00","0.01","0.50","OK"
"8itmu","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8itnb","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8itod","0.00","0.00","0.00","0.00","0.03","0.00","OK"
"8itoe","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8itof","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8itop","0.02","0.00","0.02","0.02","0.00","0.38","OK"
"8itos","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8itoz","0.00","0.00","0.00","0.00","0.00","0.86","OK"
"8itp0","0.25","0.00","0.05","0.00","0.00","0.10","OK"
"8itpk","0.03","0.00","0.01","0.00","0.01","0.63","OK"
"8itq3","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8itql","0.00","0.00","0.00","0.00","0.00","0.20","OK"
"8itqs","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8itrb","0.60","0.03","0.00","0.00","0.00","0.03","OK"
"8itre","0.24","0.01","0.04","0.02","0.00","0.25","OK"
"8itrn","0.00","0.00","0.05","0.00","0.00","0.05","OK"
"8itro","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8itrq","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8its6","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8itsg","0.00","0.00","0.00","0.00","0.00","0.67","OK"
"8itsw","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8itt6","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ittc","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8itth","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ittq","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ittu","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ittv","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ituk","0.00","0.00","0.00","0.00","0.00","0.67","OK"
"8itvb","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8itww","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8itx1","0.06","0.00","0.00","0.09","0.06","0.04","OK"
"8itx5","0.00","0.01","0.01","0.90","0.01","0.00","OK"
"8itxs","0.40","0.00","0.00","0.00","0.00","0.00","OK"
"8itxx","0.38","0.00","0.00","0.00","0.00","0.00","OK"
"8ityd","0.00","0.00","0.00","0.91","0.00","0.00","OK"
"8itzi","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iu02","0.33","0.33","0.00","0.00","0.00","0.00","OK"
"8iu0k","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iu23","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iu2c","0.03","0.00","0.03","0.01","0.01","0.69","Observation"
"8iu38","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iu3e","0.01","0.00","0.00","0.96","0.00","0.00","OK"
"8iu3h","0.02","0.00","0.00","0.00","0.00","0.38","OK"
"8iu4c","0.00","0.00","0.01","0.00","0.01","0.00","OK"
"8iu57","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iu5r","0.00","0.00","0.00","0.33","0.00","0.00","OK"
"8iu66","0.29","0.01","0.03","0.00","0.01","0.12","OK"
"8iu6m","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iu6x","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iu74","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iu76","1.00","0.00","0.00","0.00","0.00","0.00","Observation"
"8iu77","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iu7b","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iu7d","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iu7w","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iu82","0.67","0.00","0.00","0.00","0.00","0.00","OK"
"8iua3","0.00","0.23","0.00","0.00","0.00","0.46","OK"
"8iuan","0.07","0.00","0.04","0.00","0.03","0.44","Observation"
"8iuav","0.00","0.00","0.00","0.00","0.00","0.78","OK"
"8iub1","0.25","0.00","0.00","0.00","0.00","0.00","OK"
"8iucx","0.00","0.00","0.00","0.00","0.00","0.23","OK"
"8iufj","0.06","0.00","0.00","0.94","0.00","0.00","OK"
"8iufr","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iufs","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iufv","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iugo","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iuhr","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8iui3","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iuia","0.04","0.00","0.00","0.04","0.00","0.28","OK"
"8iuip","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iujq","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iujx","0.38","0.01","0.03","0.00","0.00","0.03","OK"
"8iukd","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iuls","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ium6","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8iumc","0.00","0.00","0.00","0.03","0.00","0.50","OK"
"8iume","0.02","0.00","0.01","0.00","0.00","0.42","OK"
"8iumx","0.00","0.00","0.00","0.00","0.00","0.86","OK"
"8iun9","0.08","0.00","0.02","0.01","0.01","0.49","OK"
"8iuna","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iunk","0.00","0.00","0.00","0.00","0.00","0.67","OK"
"8iuo8","0.01","0.00","0.15","0.15","0.15","0.02","OK"
"8iuok","0.05","0.00","0.00","0.00","0.00","0.74","OK"
"8iuqb","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iuqh","0.00","0.00","0.00","0.00","0.00","0.72","OK"
"8iuqk","0.02","0.00","0.14","0.17","0.15","0.03","OK"
"8iuqp","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iuqv","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iurr","0.78","0.00","0.00","0.00","0.00","0.00","OK"
"8iuuw","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iuv4","0.00","0.00","0.00","0.00","0.00","0.38","OK"
"8iuv6","0.00","0.00","0.00","0.01","0.00","0.90","OK"
"8iuv8","0.00","0.00","0.00","0.25","0.00","0.00","OK"
"8iuv9","0.00","0.00","0.00","0.04","0.00","0.00","OK"
"8iuva","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"8iuwa","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iuxg","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iuxk","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iuxq","0.00","0.00","0.00","0.00","0.00","0.04","OK"
"8iuy6","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iuyv","0.09","0.00","0.03","0.00","0.00","0.36","OK"
"8iv07","0.57","0.00","0.00","0.00","0.00","0.00","OK"
"8iv0i","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"8iv0s","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iv0x","0.00","0.00","0.00","0.00","0.02","0.00","OK"
"8iv1g","0.00","0.00","0.00","0.00","0.00","0.33","OK"
"8iv1m","0.00","0.00","0.00","0.00","0.00","0.14","OK"
"8iv1x","0.08","0.00","0.02","0.02","0.00","0.10","OK"
"8iv2t","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iv3o","0.50","0.00","0.00","0.00","0.00","0.00","OK"
"8iv48","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iv4d","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iv4h","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iv4j","0.02","0.02","0.08","0.00","0.01","0.65","OK"
"8iv58","0.00","0.00","0.00","0.00","0.00","0.00","OK"
