"partnerid","AvgClickAtMorning","AvgClickAtAfternoon","AvgClickAtEvening","AvgClickAtNight","MaxClickAtMorning","MaxClickAtAfternoon","MaxClickAtEvening","MaxClickAtNight","SkewAtMorning","SkewAtAfternoon","SkewAtEvening","SkewAtNight","TimeatVarianceAtMorning","TimeatVarianceAtAfternoon","TimeatVarianceAtEvening","TimeatVarianceAtNight","status"
"8kuo5","12.00","23.67","15.33","17.67","15","35","20","20","-0.47","-0.05","-0.24","-0.71","8.22","88.22","16.89","10.89","OK"
"8kuol","98.00","43.00","59.00","12.50","137","43","59","15","0.00",\N,\N,"0.00","1521.00","0.00","0.00","6.25","Fraud"
"8kuph",\N,\N,\N,"2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8kupj",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8kupz","5.33","11.67","9.67","12.67","8","16","13","19","-0.38","-0.14","-0.67","-0.50","8.22","13.56","16.22","40.22","OK"
"8kuq2","1.00",\N,"1.50","1.00","1",\N,"2","1",\N,\N,"0.00",\N,"0.00",\N,"0.25","0.00","OK"
"8kuq3","70.33","128.67","137.33","182.00","77","147","142","197","0.38","0.17","-0.63","0.67","46.22","205.56","27.56","114.00","OK"
"8kuqa","11.33","17.67","18.33","14.33","23","22","24","16","0.70","-0.71","-0.20","-0.53","72.00","37.56","24.22","2.89","OK"
"8kuql",\N,"19.00","4.00",\N,\N,"19","4",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,"OK"
"8kuro","1.00","1.00","4.00","2.00","1","1","4","2",\N,\N,\N,\N,"0.00","0.00","0.00","0.00","OK"
"8kurp",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8kurq",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8kurs",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8kurt","3.00","3.00","3.00","4.00","4","3","4","9","0.00",\N,"0.00","0.67","1.00","0.00","1.00","12.67","OK"
"8kus3","37.67","68.00","55.67","84.67","43","91","65","97","0.24","-0.08","0.71","-0.64","14.00","368.67","43.56","197.56","OK"
"8kus9","44.00","76.67","84.67","116.00","49","97","102","146","0.38","-0.12","-0.45","0.63","28.22","294.89","280.89","460.67","Observation"
"8kusb",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8kusi","1.00","2.00",\N,"1.00","1","2",\N,"1",\N,\N,\N,\N,"0.00","0.00",\N,"0.00","OK"
"8kuti","1.00",\N,"2.00",\N,"1",\N,"2",\N,\N,\N,\N,\N,"0.00",\N,"0.00",\N,"OK"
"8kutv",\N,"1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00","OK"
"8kuuh","1.00","1.00",\N,"1.00","1","1",\N,"1",\N,\N,\N,\N,"0.00","0.00",\N,"0.00","OK"
"8kuv9","28.67","57.67","21.67","98.33","65","98","41","214","0.50","-0.53","0.16","0.67","2216.22","1701.56","229.56","6777.56","OK"
"8kuva","15.00","14.67","22.33","31.00","22","25","41","36","0.27","0.70","0.60","0.38","44.22","53.56","180.22","14.00","OK"
"8kuvb","313.33","373.67","352.33","748.33","538","489","514","1278","-0.13","-0.70","-0.17","0.42","65526.00","23504.89","19276.22","154974.89","Observation"
"8kuvj","29.33","42.00","37.33","75.33","36","47","42","88","-0.67","-0.53","-0.24","0.05","96.22","26.00","16.89","104.22","OK"
"8kuvt","2167.67","1846.00","2441.67","6440.67","2587","2343","2765","6892","0.36","0.64","0.50","0.29","156584.00","126364.67","56122.89","118283.56","OK"
"8kuvu",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8kuvv","1.67","79.00","57.33","47.00","2","79","162","90","-0.71",\N,"0.70","0.00","0.00","0.00","5483.56","1849.00","Fraud"
"8kuvy",\N,\N,"1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,"0.00",\N,"0.00","0.00","OK"
"8kux8","1.00","1.00","1.00","4.00","1","1","1","4",\N,\N,\N,\N,"0.00","0.00","0.00","0.00","OK"
"8kuxa","8036.00","8641.00","11201.00","9961.67","9054","9631","12462","10744","0.60","0.54","0.56","0.10","721508.67","517794.00","835240.67","386990.89","Observation"
"8kuxg","1.00",\N,\N,"1.00","1",\N,\N,"1",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8kuxh","1.00","5.00","1.00","2.00","1","6","1","3",\N,"-0.71",\N,"0.00","0.00","2.00","0.00","0.67","OK"
"8kuxi",\N,\N,\N,"4.00",\N,\N,\N,"4",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8kuxj",\N,"1.00",\N,"5.00",\N,"1",\N,"5",\N,\N,\N,\N,\N,"0.00",\N,"0.00","OK"
"8kuxk",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8kuxp","1.00","2.50","1.67","3.50","1","4","3","6",\N,"0.00","0.71","0.00","0.00","2.25","0.89","6.25","OK"
"8kuy9",\N,"1.00","2.00","1.50",\N,"1","2","2",\N,\N,\N,"0.00",\N,"0.00","0.00","0.25","OK"
"8kuyg","113.00","135.67","180.67","244.00","133","142","189","251","0.47","-0.33","-0.53","-0.71","216.22","33.56","72.22","98.00","OK"
"8kuyp",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8kuys","87.50","314.00","98.00",\N,"130","495","187",\N,"0.00","0.00","0.00",\N,"1806.25","32761.00","7921.00",\N,"Fraud"
"8kuyv",\N,"1.00","1.50","1.50",\N,"1","2","2",\N,\N,"0.00","0.00","0.00","0.00","0.25","0.25","OK"
"8kuzg","1.00",\N,"2.00",\N,"1",\N,"2",\N,\N,\N,\N,\N,"0.00",\N,"0.00",\N,"OK"
"8kuzj","60.67","62.67","71.67","49.33","69","124","98","72","-0.71","0.71","-0.71","-0.60","224.67","1881.56","1284.22","609.56","Fraud"
"8kuzl","9.00","1.00","1.00","11.00","9","1","1","11",\N,\N,\N,\N,"0.00","0.00","0.00","0.00","OK"
"8kv01",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8kv0e","22.00","34.67","49.33","44.00","24","43","61","46","-0.60","0.15","0.53","0.00","4.22","42.89","72.22","2.67","OK"
"8kv0j","32.50","5.00","35.00","21.50","46","5","35","32","0.00",\N,\N,"0.00","182.25","0.00","0.00","110.25","OK"
"8kv0o",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8kv0s","573.00","5445.67","6873.00","1190.00","573","10700","12795","2379",\N,"-0.07","0.00","0.00","0.00","999999.99","999999.99","999999.99","Observation"
"8kv1w","1.00",\N,\N,"1.00","1",\N,\N,"1",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8kv2v",\N,"1.00",\N,"5.00",\N,"1",\N,"5",\N,\N,\N,\N,"0.00","0.00",\N,"0.00","OK"
"8kv3c","6.00","8.00","11.33","14.00","13","14","13","17","0.69","0.32","0.38","-0.67","27.56","20.67","1.56","12.67","OK"
"8kv3v","2.00","1.00","2.00","3.50","2","1","2","5",\N,\N,\N,"0.00","0.00","0.00","0.00","2.25","OK"
"8kv42",\N,"1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,"OK"
"8kv4a",\N,\N,"2.00","1.00",\N,\N,"2","1",\N,\N,\N,\N,\N,\N,"0.00","0.00","OK"
"8kv4k",\N,\N,\N,"24.50",\N,\N,\N,"34",\N,\N,\N,"0.00",\N,\N,\N,"90.25","OK"
"8kv4v","1.33","1.00","2.00","3.67","2","1","3","6","0.71",\N,"0.00","0.53","0.67","0.00","1.00","2.89","Fraud"
"8kv4x",\N,\N,"2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8kv5p",\N,\N,"2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8kv5r",\N,\N,\N,"2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8kv60",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8kv6v","25.33","13.67","44.00","50.33","41","23","53","57","-0.28","0.53","-0.47","0.38","240.67","46.22","78.00","24.89","Fraud"
"8kv6y","21.33","15.67","22.67","46.67","30","21","42","48","-0.45","-0.38","0.16","-0.38","102.89","24.89","229.56","1.56","Observation"
"8kv74","107.00","58.67","67.00","84.00","180","169","132","204","-0.51","0.70","0.00","0.56","6937.56","6090.89","4225.00","7552.67","Fraud"
"8kv7k",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8kv7s","3.50","10.00",\N,\N,"4","10",\N,\N,"0.00",\N,\N,\N,"0.25","0.00",\N,\N,"OK"
"8kv7v","2.50","10.00",\N,\N,"3","10",\N,\N,"0.00",\N,\N,\N,"0.25","0.00",\N,\N,"OK"
"8kv7y","43.00","6.00",\N,\N,"51","6",\N,\N,"0.00",\N,\N,\N,"64.00","0.00",\N,\N,"OK"
"8kv7z","14.00",\N,\N,\N,"14",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8kv80","7.00",\N,"2.00","6.00","7",\N,"2","6",\N,\N,\N,\N,"0.25",\N,"0.00","0.00","OK"
"8kv8s","1.00","1.33","2.00","3.00","1","2","2","5",\N,"0.71",\N,"0.00","0.00","0.22","0.00","4.00","OK"
"8kv90","2.33","4.00","3.00","3.67","4","6","4","7","0.38","0.00","0.00","0.71","0.89","4.00","0.67","5.56","OK"
"8kv97","11.00","13.00","20.67","24.67","14","15","27","29","-0.67","0.71","-0.09","0.65","11.56","2.00","28.22","9.56","OK"
"8kv9a","3.33","6.33","5.67","7.33","6","8","9","11","0.24","0.38","0.71","0.63","4.22","1.56","5.56","6.89","OK"
"8kv9b","2.00","1.50","3.67","1.00","2","2","6","1",\N,"0.00","0.53",\N,"0.00","0.25","2.89","0.00","OK"
"8kval",\N,"3.00","13.00","3.00",\N,"5","13","3",\N,"0.00",\N,\N,\N,"4.00","0.00","0.00","OK"
"8kvas","9.67","8.50","3.00","7.33","16","16","4","12","0.68","0.00","0.00","0.14","24.89","56.25","0.67","13.56","OK"
"8kvax","4.67","8.00","6.33","8.67","7","12","10","20","0.53","-0.38","-0.29","0.58","2.67","14.00","10.89","66.89","OK"
"8kvb3","1.00","1.00","1.00","1.00","1","1","1","1",\N,\N,\N,\N,"0.00","0.00","0.00","0.00","OK"
"8kvc4","155.50","282.00","150.00","98.00","198","389","150","98","0.00","0.00",\N,\N,"1806.25","11449.00","0.00","0.00","Fraud"
"8kvc6","764.00","3636.00",\N,\N,"764","3636",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,\N,"Fraud"
"8kvc7","3.00","6.00","8.00","1.00","3","6","8","1",\N,\N,\N,\N,"0.00","0.00","0.00","0.00","OK"
"8kvc8","1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,\N,"OK"
"8kvco",\N,\N,\N,"4.00",\N,\N,\N,"4",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8kvcs",\N,"1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00","OK"
"8kvct","1.50","2.00","1.50","2.00","2","3","2","3","0.00","0.00","0.00","0.00","0.89","1.00","0.25","0.67","OK"
"8kvdh","2.00","2.50","2.50","2.00","2","3","3","3",\N,"0.00","0.00","0.00","0.00","0.25","0.25","0.67","OK"
"8kve1",\N,\N,\N,"2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8kve5",\N,"2.50",\N,"1.00",\N,"4",\N,"1",\N,"0.00",\N,\N,\N,"2.25",\N,"0.00","OK"
"8kve7","11.33","14.67","15.00","25.00","14","16","18","31","-0.38","-0.38","-0.67","0.32","8.22","1.56","12.67","20.67","OK"
"8kvec","5.33","8.00","9.33","12.67","7","12","16","16","0.38","0.47","0.62","-0.17","6.89","8.67","22.89","8.22","OK"
"8kvej",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8kven","11.50","9.67","16.00","23.33","14","11","24","37","0.00","-0.71","-0.21","-0.40","0.25","3.56","48.67","166.89","OK"
"8kveo","7.00","10.67","17.67","14.00","11","15","24","17","0.47","0.29","-0.67","0.00","6.89","10.89","57.56","6.00","OK"
"8kveq","3.00","4.33","6.00","9.33","5","6","8","15","0.00","-0.53","0.00","0.45","2.89","2.89","2.67","17.56","OK"
"8kvey",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8kvf6","7.00",\N,\N,\N,"7",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8kvfr","65.33","164.33","141.00","194.67","78","191","156","229","-0.33","0.24","-0.32","0.66","206.89","422.22","186.00","597.56","OK"
"8kvg1",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8kvgr","2.00","1.00","1.00","2.67","2","1","1","6",\N,\N,\N,"0.71","0.22","0.00","0.00","5.56","OK"
"8kvh1","1.00","1.00","2.00","1.67","1","1","2","3",\N,\N,\N,"0.71","0.00","0.00","0.00","0.89","OK"
"8kvhd","1.00","2.00","1.67","1.00","1","2","2","1",\N,\N,"-0.71",\N,"0.00","0.00","0.22","0.00","OK"
"8kvhi","330.33","966.00","1066.33","782.33","367","1055","1370","852","-0.29","0.45","0.52","-0.42","1312.89","4328.67","49144.22","4406.89","OK"
"8kvhp","1.00",\N,\N,"1.00","1",\N,\N,"1",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8kvie","1.00",\N,"1.00","1.00","1",\N,"1","1",\N,\N,\N,\N,"0.00",\N,"0.00","0.00","OK"
"8kvil","1.00","2.00","4.00","1.67","1","2","4","3",\N,\N,\N,"0.71","0.00","0.00","0.00","0.89","OK"
"8kvim","34.33","68.00","75.67","83.00","40","78","79","92","-0.43","0.38","-0.71","-0.47","18.67","56.00","22.22","78.00","OK"
"8kviw","18.00","28.67","29.67","48.00","21","30","32","59","0.60","-0.71","-0.71","0.17","0.89","3.56","10.89","74.00","OK"
"8kvj1","4.67","10.67","6.00","3.67","7","18","9","7","0.53","0.43","0.00","0.38","2.89","29.56","6.00","6.22","OK"
"8kvj4","1.00","1.00",\N,"1.00","1","1",\N,"1",\N,\N,\N,\N,"0.00","0.00",\N,"0.00","OK"
"8kvkq","2.50","2.50","2.67","12.33","3","4","4","14","0.00","0.00","-0.38","0.38","4.67","2.25","1.56","1.56","OK"
"8kvkw","15.67","29.67","23.33","35.33","20","36","26","39","-0.45","-0.70","-0.71","-0.57","29.56","68.22","14.22","14.89","OK"
"8kvl0","10.67","21.33","22.33","48.67","14","29","31","59","-0.17","0.69","0.07","-0.60","16.89","29.56","48.22","126.89","OK"
"8kvl1","7.00","4.67","8.67","23.00","8","7","12","27","-0.71","0.53","0.71","0.00","0.89","2.89","5.56","10.67","OK"
"8kvl2","46.67","45.00","61.00","61.33","55","48","72","66","-0.61","0.00","0.35","0.71","128.22","6.00","68.67","10.89","OK"
"8kvl6","46.00","94.67","75.00","165.33","61","109","82","238","0.70","0.70","-0.63","0.63","193.56","102.89","62.00","2706.89","OK"
"8kvl7","31.00","70.00","88.67","170.00","37","77","105","186","-0.70","0.27","0.61","-0.45","53.56","28.67","137.56","240.67","OK"
"8kvlk",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8kvlp","29.00","41.67","44.67","79.67","34","49","57","102","0.00","0.17","0.10","0.69","24.22","32.89","96.22","250.89","OK"
"8kvlq",\N,"2.00","3.50","1.67",\N,"2","4","3",\N,\N,"0.00","0.71",\N,"0.00","0.25","0.89","OK"
"8kvm0","12.50","6.00","12.67","3.00","18","9","20","7","0.00","-0.47","0.63","0.71","48.67","8.67","27.56","8.00","OK"
"8kvm1","5.00","3.00","4.00","15.00","7","5","4","18","0.00","0.00",\N,"0.00","30.25","2.67","0.00","9.00","OK"
"8kvm2","6.00","7.00","34.33","9.00","14","13","58","23","0.71","0.00","0.50","0.69","29.56","36.00","300.22","98.67","OK"
"8kvm6","54.00","33.67","18.33","54.00","76","43","26","63","0.67","0.53","0.56","-0.69","300.22","46.22","30.89","128.67","OK"
"8kvm7","38.00","42.67","21.33","23.67","86","87","34","60","0.71","0.69","0.35","0.71","1922.67","986.89","90.89","660.22","OK"
"8kvmd","1.00",\N,"1.00","1.00","1",\N,"1","1",\N,\N,\N,\N,"0.00",\N,"0.00","0.00","OK"
"8kvmf","3.00","1.33","1.33","5.33","4","2","2","10","0.00","0.71","0.71","0.14","0.67","0.22","0.22","13.56","OK"
"8kvmo",\N,\N,\N,"30.00",\N,\N,\N,"30",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8kvmr","20.33","30.33","34.67","48.00","25","37","38","68","-0.63","-0.38","-0.53","0.09","46.89","38.89","11.56","254.00","OK"
"8kvna","115.33","125.67","150.67","232.67","176","198","223","372","0.50","0.55","0.62","0.71","3362.89","2756.22","2689.56","9709.56","OK"
"8kvnb","23.33","1.50","2.00","41.00","64","2","3","69","0.70","0.00","0.00","-0.52","1856.89","0.25","0.67","808.67","Fraud"
"8kvnm","2.00","1.00",\N,\N,"2","1",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,\N,"OK"
"8kvnu","1.67","2.67","4.67","4.00","2","5","7","7","-0.71","0.53","-0.24","0.60","0.67","2.89","4.22","4.67","OK"
"8kvny",\N,"1.00","1.33",\N,\N,"1","2",\N,\N,\N,"0.71",\N,\N,"0.00","0.22",\N,"OK"
"8kvo1","18.00","24.67","34.67","14.00","26","33","50","18","-0.70","-0.53","-0.48","0.47","139.56","72.22","230.22","8.67","Fraud"
"8kvoa",\N,\N,\N,"2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8kvos","1.00","16.50","1.50","5.00","1","32","2","10",\N,"0.00","0.00","0.67","0.00","240.25","0.25","12.67","OK"
"8kvot","16.33","20.00","2.50","1.33","46","39","4","2","0.71","0.00","0.00","0.71","440.22","361.00","2.25","0.22","OK"
"8kvp0",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8kvpb","6.00","11.33","14.00",\N,"8","18","20",\N,"0.71","-0.17","0.71",\N,"2.00","32.89","18.00",\N,"OK"
"8kvpc",\N,"4.00",\N,"3.00",\N,"4",\N,"3",\N,\N,\N,\N,\N,"0.00",\N,"0.00","OK"
"8kvpe","6.00","2.00","2.00","3.50","6","3","3","5",\N,"0.00","0.00","0.00","0.00","1.00","0.67","2.25","OK"
"8kvpg",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8kvpw","1.00",\N,"2.00","3.00","1",\N,"2","3",\N,\N,\N,\N,"0.00",\N,"0.00","0.00","OK"
"8kvq0","1.00","3.00","4.33","2.33","1","7","8","4",\N,"0.71","0.63","0.38","0.00","8.00","6.89","1.56","OK"
"8kvqh","2.00","4.00","3.50","3.00","3","6","6","4","0.00","-0.60","0.00","0.00","0.89","4.67","6.25","0.67","OK"
"8kvqm","5.67","17.33","12.33","19.00","8","20","20","29","0.53","-0.38","0.33","0.71","4.22","6.22","33.56","50.00","OK"
"8kvqp",\N,\N,"4.00",\N,\N,\N,"4",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8kvr5","2.00","1.00","3.33","3.00","3","1","6","4","0.00",\N,"0.24","0.00","0.67","0.00","4.22","0.67","OK"
"8kvrb",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8kvre",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8kvrh",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8kvrj",\N,\N,"1.00","4.00",\N,\N,"1","4",\N,\N,\N,\N,\N,\N,"0.00","0.00","OK"
"8kvry",\N,"1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,"OK"
"8kvs0","137.33","307.67","482.00","650.00","150","388","578","666","0.61","0.54","0.61","-0.69","323.56","3408.22","4758.00","394.67","OK"
"8kvs1","1.50",\N,"3.00",\N,"2",\N,"3",\N,"0.00",\N,\N,\N,"0.25",\N,"0.00",\N,"OK"
"8kvs9","1.00",\N,"2.00",\N,"1",\N,"2",\N,\N,\N,\N,\N,"0.00",\N,"0.00",\N,"OK"
"8kvsu","6.33","2.67","2.00","6.00","11","5","2","9","0.71","0.53",\N,"0.60","10.89","2.89","0.00","4.67","OK"
"8kvty","48.33","72.00","77.00","104.67","55","86","94","122","0.38","-0.24","0.67","-0.31","28.22","152.00","146.00","246.22","OK"
"8kvu3",\N,\N,"2.00","1.00",\N,\N,"2","1",\N,\N,\N,\N,\N,\N,"0.00","0.00","OK"
"8kvu5",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8kvu7","1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8kvug","13.00","20.33","30.67","3.00","27","22","41","4","0.27","-0.53","-0.06","0.00","114.67","2.89","73.56","1.00","OK"
"8kvuh","1.50","1.00","4.00","4.67","2","1","5","8","0.00",\N,"0.00","-0.17","0.22","0.00","1.00","8.22","OK"
"8kvuw",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8kvv2","16.33","28.00","20.33","41.00","18","45","28","45","-0.53","0.70","0.33","-0.38","2.89","144.67","33.56","14.00","Observation"
"8kvv3","1.00","1.00",\N,"1.50","1","1",\N,"2",\N,\N,\N,"0.00","0.00","0.00",\N,"0.25","OK"
"8kvv6","30.67","53.00","75.00","108.67","42","56","93","151","-0.05","-0.47","0.52","0.71","134.89","8.67","172.67","896.22","Fraud"
"8kvvd",\N,"1.00","1.00","1.00",\N,"1","1","1",\N,\N,\N,\N,\N,"0.00","0.00","0.00","OK"
"8kvxl",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8kvxq",\N,"1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00","OK"
"8kvyf","7.50","8.00","4.33","11.00","10","10","5","12","0.00","0.00","-0.71","0.00","6.25","2.67","0.89","1.00","OK"
"8kvyo","21.33","22.00","11.33","44.33","58","48","17","126","0.70","0.61","-0.43","0.71","1136.22","348.67","29.56","3336.22","OK"
"8kvyr","2.00","2.00","3.50","8.00","3","4","6","12","0.00","0.71","0.00","0.71","0.22","2.00","6.25","8.00","OK"
"8kvzc",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8kvzr",\N,"3.00",\N,\N,\N,"3",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8kw0f","208.00","224.67","352.50","326.00","228","352","373","326","0.00","-0.69","0.00",\N,"1722.25","25173.56","420.25","0.00","Fraud"
"8kw0n","1.50","1.00","3.00","2.00","2","1","3","2","0.00",\N,\N,\N,"0.25","0.00","0.00","0.00","OK"
"8kw19","46.33","72.33","74.00","89.33","48","83","81","105","0.38","0.67","-0.68","0.67","6.00","57.56","72.67","124.22","OK"
"8kw39","1.00","1.00","1.00","1.00","1","1","1","1",\N,\N,\N,\N,"0.00","0.00","0.00","0.00","OK"
"8kw3g","65.33","144.33","105.67","183.00","79","174","115","207","-0.09","-0.57","0.71","0.54","131.56","981.56","43.56","304.67","OK"
"8kw4j",\N,\N,"3.00",\N,\N,\N,"3",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8kw4u","3.00","1.50","1.00","1.50","5","2","1","2","0.00","0.00",\N,"0.00","4.00","0.25","0.00","0.25","OK"
"8kw4v","944.00","615.00","81.00","1297.00","944","615","81","1297",\N,\N,\N,\N,"0.00","0.00","0.00","0.00","Observation"
"8kw4x","2.50","2.33","3.33","4.00","3","4","4","8","0.00","0.38","-0.71","0.71","0.25","1.56","0.89","8.00","OK"
"8kw4z","52.00","65.00","81.33","25.00","65","142","111","45","-0.71","0.64","-0.70","0.62","338.00","3024.67","1480.22","206.00","Fraud"
"8kw53","4.00","1.00",\N,"1.33","4","1",\N,"2",\N,\N,\N,"0.71","0.00","0.00",\N,"0.22","OK"
"8kw5u","3.00",\N,"2.00","61.50","3",\N,"3","104",\N,\N,"0.00","0.00","0.00",\N,"1.00","1806.25","Fraud"
"8kw6m",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8kw70","1.00","1.00","1.50","1.00","1","1","2","1",\N,\N,"0.00",\N,"0.00","0.00","0.25","0.00","OK"
"8kw9u",\N,\N,"205.00",\N,\N,\N,"205",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"Fraud"
"8kwa5",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"Observation"
"8kwli","2.00","1.00","9.00","2.50","3","1","9","4","0.00",\N,\N,"0.00","1.56","0.00","0.00","2.25","OK"
"8kwll","4.00","2.50","4.00","3.33","7","4","7","5","0.00","0.00","0.00","-0.53","12.25","2.25","9.00","2.89","OK"
"8kwlt","12.00","33.00",\N,"259.33","23","33",\N,"424","0.63",\N,\N,"0.19","74.89","0.00",\N,"16461.56","OK"
"8kwlz","2.00","8.33","2.50","9.00","3","18","4","17","0.00","0.70","0.00","0.71","9.00","46.89","2.25","32.00","OK"
"8kwm2",\N,"1.50",\N,"1.00",\N,"2",\N,"1",\N,"0.00",\N,\N,\N,"0.25",\N,"0.00","OK"
"8kwm8","2.00","2.50","3.33","7.00","3","3","6","7","0.00","0.00","0.24",\N,"2.25","0.25","4.22","0.00","OK"
"8kwma","1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8kwmc","1.00",\N,"1.00","1.00","1",\N,"1","1",\N,\N,\N,\N,"0.00",\N,"0.00","0.00","OK"
"8kwme",\N,"19.00",\N,\N,\N,"27",\N,\N,\N,"0.00",\N,\N,\N,"64.00",\N,\N,"OK"
"8kwmi",\N,"3.00",\N,\N,\N,"3",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8kwmk","130.33","285.00","344.33","790.33","158","345","417","884","0.64","0.57","-0.04","-0.37","480.22","1880.67","3602.89","7606.89","OK"
"8kwn0","21.50",\N,"3.00",\N,"27",\N,"3",\N,"0.00",\N,\N,\N,"30.25",\N,"0.00",\N,"OK"
"8kwn1","19.33","5.00","17.00","1.00","32","9","38","1","0.35","0.00","0.70",\N,"90.89","10.67","220.67","0.00","OK"
