"partnerid","CntrOtherPercent","status"
"8kz4p","1.00","OK"
"8kz5j","0.25","OK"
"8kz64","0.52","OK"
"8kz6l","1.00","OK"
"8kz6p","0.17","Fraud"
"8kz6r","0.00","OK"
"8kz74","0.50","OK"
"8kz7h","0.50","OK"
"8kz7i","1.00","OK"
"8kz7z","0.29","OK"
"8kz81","0.23","OK"
"8kz84","0.28","OK"
"8kz8a","0.35","OK"
"8kz9c","0.30","OK"
"8kz9e","0.33","OK"
"8kz9f","0.13","OK"
"8kz9k","0.00","OK"
"8kz9x","0.67","OK"
"8kzaf","1.00","OK"
"8kzbb","0.78","OK"
"8kzbg","0.26","OK"
"8kzd5","0.25","OK"
"8kzds","1.00","OK"
"8kzen","0.24","OK"
"8kzep","0.07","OK"
"8kzer","0.42","OK"
"8kzes","1.00","OK"
"8kzf2","0.00","OK"
"8kzf5","1.00","OK"
"8kzfo","0.10","OK"
"8kzgc","1.00","OK"
"8kzgf","0.67","OK"
"8kzhr","0.33","OK"
"8kzhu","0.50","OK"
"8kzhz","0.67","OK"
"8kzi1","0.00","OK"
"8kzi5","0.00","OK"
"8kzjk","0.00","Fraud"
"8kzjq","0.00","OK"
"8kzjy","1.00","OK"
"8kzkc","1.00","OK"
"8kzkl","0.23","OK"
"8kzkp","0.00","OK"
"8kzkq","0.00","OK"
"8kzl3","1.00","OK"
"8kzl6","0.00","OK"
"8kzlb","0.00","OK"
"8kzll","0.18","OK"
"8kzlm","0.00","OK"
"8kzm1","0.11","Fraud"
"8kzmh","0.33","OK"
"8kzmx","0.00","OK"
"8kzmy","0.51","OK"
"8kzna","0.31","OK"
"8kznn","0.60","OK"
"8kznw","0.67","OK"
"8kzo4","0.50","OK"
"8kzom","0.00","OK"
"8kzpi","1.00","OK"
"8kzq3","0.00","OK"
"8kzqd","0.22","OK"
"8kzqe","0.00","OK"
"8kzqo","0.00","OK"
"8kzr4","0.93","OK"
"8kzr5","0.85","OK"
"8kzr6","0.92","OK"
"8kzr7","0.96","OK"
"8kzr9","0.96","OK"
"8kzss","0.90","OK"
"8kzst","0.92","OK"
"8kzsu","0.95","OK"
"8kzt1","0.95","OK"
"8kztj","0.33","OK"
"8kztp","1.00","OK"
"8kztq","0.30","OK"
"8kzu3","0.14","OK"
"8kzuk","0.55","OK"
"8kzv1","0.85","OK"
"8kzvn","0.34","OK"
"8kzw1","0.51","OK"
"8kzwc","0.09","OK"
"8kzwu","0.05","OK"
"8kzx6","0.53","OK"
"8kzxc","0.11","OK"
"8kzxk","0.34","OK"
"8kzxo","0.11","OK"
"8kzxz","0.17","OK"
"8kzy2","0.00","OK"
"8kzy5","0.20","OK"
"8kzyi","0.10","Observation"
"8kzyz","1.00","OK"
"8l004","1.00","OK"
"8l00g","0.89","OK"
"8l00h","0.92","Fraud"
"8l00x","0.25","OK"
"8l014","0.67","OK"
"8l01a","0.00","OK"
"8l01b","0.00","OK"
"8l01g","0.49","OK"
"8l01w","0.00","OK"
"8l01y","0.58","OK"
"8l029","0.11","OK"
"8l02e","1.00","OK"
"8l02g","0.33","OK"
"8l02m","0.00","OK"
"8l02n","0.00","OK"
"8l02t","0.24","OK"
"8l02x","0.99","OK"
"8l03g","0.00","OK"
"8l03j","0.24","OK"
"8l046","1.00","OK"
"8l04m","0.00","OK"
"8l04x","0.00","OK"
"8l04z","0.22","OK"
"8l050","0.00","OK"
"8l051","0.00","OK"
"8l052","0.00","OK"
"8l053","0.00","OK"
"8l05k","0.83","OK"
"8l05l","0.54","OK"
"8l05z","0.00","OK"
"8l061","0.42","OK"
"8l063","0.00","OK"
"8l06b","0.00","OK"
"8l071","0.02","OK"
"8l07i","0.28","OK"
"8l07n","1.00","OK"
"8l07q","0.00","OK"
"8l07t","0.00","OK"
"8l08l","1.00","OK"
"8l09b","0.00","OK"
"8l0a0","0.15","OK"
"8l0aq","0.19","OK"
"8l0b4","0.39","OK"
"8l0bl","0.95","Observation"
"8l0bm","1.00","OK"
"8l0c2","1.00","OK"
"8l0ca","0.00","OK"
"8l0cx","0.72","OK"
"8l0e4","0.23","OK"
"8l0f6","0.23","OK"
"8l0fs","0.00","OK"
"8l0fv","1.00","OK"
"8l0fx","0.00","OK"
"8l0gr","0.65","OK"
"8l0ho","0.20","OK"
"8l0i4","1.00","OK"
"8l0io","0.96","OK"
"8l0iu","0.94","OK"
"8l0iv","0.87","OK"
"8l0j8","0.50","OK"
"8l0jf","0.95","OK"
"8l0k0","1.00","OK"
"8l0k9","0.50","OK"
"8l0l8","1.00","OK"
"8l0lh","0.60","OK"
"8l0lm","0.00","OK"
"8l0lv","0.29","OK"
"8l0m2","0.00","OK"
"8l0m9","0.41","OK"
"8l0mw","0.00","OK"
"8l0n5","0.86","OK"
"8l0ng","0.00","OK"
"8l0nw","1.00","OK"
"8l0p1","0.29","OK"
"8l0p8","0.00","OK"
"8l0q6","0.31","Fraud"
"8l0r9","0.00","OK"
"8l0rb","0.44","Fraud"
"8l0rp","0.44","OK"
"8l0rq","0.44","OK"
"8l0rr","0.31","OK"
"8l0sm","0.48","OK"
"8l0sw","0.63","OK"
"8l0t1","0.19","OK"
"8l0t3","1.00","OK"
"8l0t6","0.20","OK"
"8l0td","0.00","OK"
"8l0ty","0.67","OK"
"8l0u5","0.75","OK"
"8l0uu","0.08","OK"
"8l0v8","0.79","Observation"
"8l0v9","0.99","OK"
"8l0w0","1.00","OK"
"8l0wx","0.22","OK"
"8l0wz","0.00","OK"
"8l0x3","0.58","OK"
"8l0x4","0.00","OK"
"8l0x9","1.00","OK"
