partnerid,status,avg_spiky_ReAgCnIpCi,std_spiky_ReAgCnIpCi,night_avg_spiky_ReAgCnIpCi,night_std_spiky_ReAgCnIpCi,morning_avg_spiky_ReAgCnIpCi,morning_std_spiky_ReAgCnIpCi,afternoon_avg_spiky_ReAgCnIpCi,afternoon_std_spiky_ReAgCnIpCi,evening_avg_spiky_ReAgCnIpCi,evening_std_spiky_ReAgCnIpCi,avg_spiky_ReAgCnIp,std_spiky_ReAgCnIp,avg_spiky_ReAgCn,std_spiky_ReAgCn,avg_spiky_iplong,std_spiky_iplong,avg_spiky_agent,std_spiky_agent,night_avg_spiky_agent,night_std_spiky_agent,morning_avg_spiky_agent,morning_std_spiky_agent,afternoon_avg_spiky_agent,afternoon_std_spiky_agent,evening_avg_spiky_agent,evening_std_spiky_agent,avg_spiky_cid,std_spiky_cid,avg_spiky_cntr,std_spiky_cntr,avg_spiky_referer,std_spiky_referer,night_avg_spiky_referer,night_std_spiky_referer,morning_avg_spiky_referer,morning_std_spiky_referer,afternoon_avg_spiky_referer,afternoon_std_spiky_referer,evening_avg_spiky_referer,evening_std_spiky_referer,category_es,category_mc,category_ad,category_co,category_se,category_mg,category_pp,category_in,category_gd,category_ow,total_clicks,distinct_iplong,distinct_agent,distinct_cid,distinct_cntr,distinct_referer,night_click_percent,morning_click_percent,afternoon_click_percent,evening_click_percent,night_referer_percent,morning_referer_percent,afternoon_referer_percent,evening_referer_percent,night_agent_percent,morning_agent_percent,afternoon_agent_percent,evening_agent_percent,avg_total_clicks,std_total_clicks,avg_distinct_iplong,std_distinct_iplong,avg_distinct_agent,std_distinct_agent,avg_distinct_cid,std_distinct_cid,avg_distinct_cntr,std_distinct_cntr,avg_distinct_referer,std_distinct_referer,avg_null_agent,std_null_agent,avg_null_referer,std_null_referer,night_avg_null_referer,night_std_null_referer,morning_avg_null_referer,morning_std_null_referer,afternoon_avg_null_referer,afternoon_std_null_referer,evening_avg_null_referer,evening_std_null_referer,first_15_minute_percent,second_15_minute_percent,third_15_minute_percent,last_15_minute_percent,brand_MAUI_percent,brand_Nokia_percent,brand_Generic_percent,brand_Apple_percent,brand_Blackberry_percent,brand_Samsung_percent,brand_SonyEricsson_percent,brand_LG_percent,brand_other_percent,avg_per_hour_density,std_per_hour_density,cntr_az_percent,cntr_id_percent,cntr_in_percent,cntr_us_percent,cntr_ng_percent,cntr_tr_percent,cntr_ru_percent,cntr_th_percent,cntr_sg_percent,cntr_uk_percent,cntr_other_percent
8j8hq,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
8j8hr,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1.29,0.45,1.13,0.33,1,0,0,0,1.25,0.43,1,0,0,1,0,0,0,0,0,0,0,0,9,9,7,7,1,4,0.22,0,0.56,0.22,0.25,0,0.5,0.25,0.29,0,0.57,0.29,3,0.82,3,0.82,2.67,0.47,3,0.82,1,0,1.67,0.47,0,0,1.5,0.5,1,0,0,0,1,0,1,0,0.22,0.33,0.33,0.11,0.11,0.11,0,0,0,0.22,0.11,0,0,3,0.82,0,0,0,0,0,0,0,0,0,0,1
8j8i3,0,2.05,2.98,1.95,3.53,1.97,2.56,2.39,3.19,1.96,2.63,2.09,3.01,2.12,3.02,1.23,0.54,1.69,1.7,2,2.29,1.63,1.29,1.72,1.75,1.53,1.45,1.34,0.8,6.67,7.46,2.56,3.25,2.47,3.9,2.88,2.93,2.82,3.35,2.24,2.77,0,0,1,0,0,0,0,0,0,0,320,139,83,83,14,41,0.23,0.23,0.25,0.29,0.44,0.29,0.39,0.63,0.35,0.41,0.36,0.53,106.67,43.34,61.33,13.77,42,9.42,41,9.09,6,0.82,19.67,1.89,0,0,61,27.36,14,6.98,13.33,8.18,17,6.48,16.67,6.24,0.25,0.23,0.26,0.26,0.32,0.01,0.03,0,0.01,0.01,0,0.01,0.02,22,0,0,0.9,0.03,0,0,0,0,0.01,0,0,0.01
8j8j4,0,1.04,0.19,1,0,1,0,1.09,0.29,1,0,1.04,0.19,1.08,0.27,1.08,0.27,1.04,0.19,1,0,1,0,1,0,1.2,0.4,1.04,0.19,1.42,0.67,1.5,0.76,1.17,0.37,2,0,1.5,0.5,2,1.41,0,1,0,0,0,0,0,0,0,0,27,18,19,12,6,6,0.26,0.07,0.44,0.22,0.67,0.17,0.5,0.33,0.37,0.11,0.58,0.26,9,0,7.67,0.47,8.67,0.47,7.33,0.94,4.33,0.47,3,0.82,0,0,1,0,0,0,0,0,1,0,0,0,0.33,0.15,0.26,0.26,0,0.04,0,0,0,0.07,0.04,0.07,0.04,6.33,1.25,0,0,0,0.26,0,0,0,0,0,0.19,0.07
8j8jd,0,2.43,18.43,2.14,17.89,2.41,13.24,2.45,17.19,2.7,21.76,2.43,18.44,2.51,18.73,1.31,1.78,3.58,10.44,3.56,10.6,2.75,7.01,3.6,9.81,4.07,12.38,14.48,66.11,19.36,72.66,3.65,22.58,3.42,22.65,3.28,15.42,3.67,21.07,4.02,26.48,0,0,1,0,0,0,0,0,0,0,7994,5014,442,183,66,1242,0.27,0.14,0.26,0.33,0.36,0.21,0.34,0.39,0.6,0.44,0.56,0.62,2664.67,113.21,1762.67,89.16,283.67,15.17,104.67,9.57,45.67,3.86,513.33,43.18,1.5,0.5,1542.67,6.94,370.33,34.8,214,13.14,408.67,22.31,549.67,5.73,0.25,0.26,0.25,0.25,0.26,0,0.02,0,0,0,0,0,0,24,0,0,0.02,0.83,0.01,0,0,0,0,0,0,0
8j8jg,0,2,1,3,0,1,0,0,0,0,0,2,1,2,1,2,1,2,1,3,0,1,0,0,0,0,0,1.33,0.47,2,1,2,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,2,3,2,1,0.75,0.25,0,0,0,1,0,0,0.5,0.5,0,0,4,0,2,0,2,0,3,0,2,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.75,0,0,0,0,0.25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.25
8j8k3,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,0,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8j8mt,0,1.16,0.49,1.17,0.37,1,0,1,0,1.18,0.57,1.29,0.57,1.38,0.6,1.22,0.42,1.29,0.46,1.4,0.49,1,0,1,0,1.3,0.46,1.16,0.36,2.75,2.05,1.83,0.9,1.75,0.83,1,0,1,0,2.17,0.9,0,0,1,0,0,0,0,0,0,0,22,18,13,11,1,3,0.32,0.05,0.05,0.59,1,0.33,0.33,1,0.38,0.08,0.08,0.54,11,1,9,0,7,2,6.5,0.5,1,0,2.5,0.5,0,0,1.5,0.5,0,0,0,0,0,0,1.5,0.5,0.18,0.45,0.18,0.18,0,0.05,0.05,0,0,0.14,0.05,0,0,4.5,2.5,0,0,0,0,0,0,0,0,0,0,1
8j8mz,0,1.54,2.6,1.39,2.02,1.65,2.7,1.57,2.72,1.65,3.03,1.59,2.64,1.61,2.69,1.15,0.49,1.35,0.87,1.41,1.07,1.37,0.77,1.36,0.9,1.29,0.62,2.17,3.93,3.23,5.71,1.99,3.09,2.14,3.16,1.87,2.81,1.87,2.97,2.03,3.29,0,1,0,0,0,0,0,0,0,0,804,566,222,148,58,258,0.29,0.16,0.27,0.28,0.31,0.19,0.37,0.31,0.5,0.32,0.46,0.5,268,10.03,208.67,7.59,119,4.55,73.33,8.18,34.67,7.59,98.67,11.81,0,0,95.33,18.37,21.67,1.7,17.67,8.99,27,4.9,29,4.32,0.23,0.26,0.26,0.25,0.08,0,0.03,0,0,0,0,0,0,24,0,0,0.12,0.52,0.01,0,0.01,0,0.01,0,0.01,0.01
8j8o4,0,1.25,2.16,1.25,2.2,1.2,1.53,1.24,1.95,1.29,2.64,1.25,2.17,1.27,2.19,1.09,0.37,1.51,1.01,1.59,1.08,1.36,0.83,1.44,0.84,1.58,1.18,4.09,13.33,3.17,4.93,2.26,3.54,2.41,3.99,2.01,2.5,2.08,2.99,2.48,4.17,0,1,0,0,0,0,0,0,0,0,2235,1633,445,199,105,313,0.31,0.19,0.23,0.28,0.5,0.38,0.45,0.42,0.5,0.43,0.42,0.49,745,207.7,598,157.74,244.67,49.89,105,11.58,70.67,10.21,161.67,38.16,0,0,143.33,38.77,40.67,7.13,24.33,6.8,31.33,13.12,47,13.49,0.26,0.24,0.24,0.26,0.03,0,0.03,0.01,0,0,0,0,0,24,0,0,0.05,0.25,0.02,0.02,0.01,0,0.01,0.01,0,0.02
8j8op,0,1.03,0.18,1.08,0.28,1,0,1,0,1,0,1.07,0.26,1.07,0.26,1.25,0.52,1.25,0.52,1.3,0.64,1,0,1.27,0.45,1,0,1.07,0.26,1.58,0.88,1.11,0.31,1.18,0.39,1,0,1.08,0.27,1,0,0,0,1,0,0,0,0,0,0,0,30,23,19,25,4,22,0.43,0.03,0.47,0.07,0.41,0.05,0.59,0,0.47,0.05,0.42,0.11,10,6.48,7.67,5.19,7,4.24,9,5.72,3,0.82,7.67,4.64,0,0,1.5,0.5,1,0,0,0,0,0,1,0,0.3,0.27,0.17,0.27,0.03,0.03,0,0.03,0.03,0.03,0.03,0.03,0,6,2.16,0,0.57,0,0.13,0,0,0,0.03,0,0,0.27
8j8or,0,1.33,0.47,1.5,0.5,1,0,0,0,0,0,1.33,0.47,1.33,0.47,1,0,1.33,0.47,1.5,0.5,1,0,0,0,0,0,1,0,1.33,0.47,1.33,0.47,1.5,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,1,2,1,0,0.75,0.25,0,0,0,0,0,0,1,1,0,0,1.33,0.47,1.33,0.47,1,0,1,0,1,0,0,0,0,0,1.33,0.47,1.5,0.5,1,0,0,0,0,0,0.25,0.5,0,0.25,0,0,1,0,0,0,0,0,0,1.33,0.47,0,0,0,0,0,0,0,0,0,0,1
8j8ou,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0.5,0.5,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.5,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8j8q3,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1.2,0.4,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,6,5,3,4,3,0.5,0.33,0,0.17,0.67,0,0,0.33,0.6,0.4,0,0.2,2,0.82,2,0.82,2,0.82,1.33,0.47,2,0.82,1,0.82,0,0,1,0,1,0,1,0,0,0,0,0,0.17,0.17,0.5,0.17,0,0.17,0,0.17,0,0,0,0,0,2,0.82,0,0,0.5,0,0,0,0,0,0,0,0.17
8j8rh,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8j8sa,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8j8se,0,1.15,0.56,1.05,0.22,1.07,0.26,1.12,0.42,1.43,1.05,1.25,0.65,1.25,0.65,1.18,0.63,1.25,0.65,1.17,0.37,1.15,0.36,1.21,0.5,1.54,1.15,1.12,0.51,2.36,1.86,1.25,0.65,1.11,0.31,1.15,0.36,1.21,0.5,1.67,1.18,0,0,1,0,0,0,0,0,0,0,85,54,42,49,5,43,0.25,0.18,0.34,0.24,0.42,0.23,0.37,0.16,0.38,0.24,0.4,0.24,28.33,28.77,18.67,18.73,15.67,15.84,18,17.15,3.33,1.25,14.33,14.64,0,0,8.33,6.13,2,0,4,0,4,3,3.67,0.47,0.27,0.19,0.25,0.29,0.15,0.06,0.02,0.05,0.02,0.01,0.01,0,0.01,11.33,8.5,0,0.67,0,0.04,0,0,0,0.02,0,0,0.01
8j8sf,0,1.26,0.94,1.5,1.43,1,0,1.04,0.2,1.33,0.86,1.26,0.94,1.26,0.94,1.03,0.18,1.13,0.36,1.15,0.43,1.13,0.34,1.04,0.2,1.16,0.37,1.08,0.38,1.49,1.35,1.26,0.94,1.5,1.43,1,0,1.04,0.2,1.33,0.86,0,0,0,0,1,0,0,0,0,0,122,106,61,71,27,76,0.37,0.14,0.2,0.3,0.33,0.2,0.24,0.26,0.52,0.23,0.28,0.39,40.67,1.25,37,2.94,28.33,2.36,32.33,1.7,14.33,0.94,26,2.94,0,0,14,3.27,6.67,1.7,1,0,2,0.82,4.67,2.62,0.31,0.19,0.23,0.27,0.01,0.01,0,0,0,0.01,0.02,0.01,0.01,16.67,0.94,0,0.01,0.38,0.02,0.03,0.02,0.12,0.02,0,0,0.01
8j8sv,0,1.19,0.58,1.48,1.01,1.06,0.24,1.19,0.53,1.12,0.32,1.21,0.59,1.21,0.59,1.19,0.51,1.28,0.73,1.24,0.59,1.52,1.14,1.32,0.66,1.07,0.26,1.31,0.88,2.28,1.69,1.21,0.59,1.48,1.01,1.09,0.29,1.23,0.56,1.12,0.32,0,0,0,0,1,0,0,0,0,0,132,62,59,44,11,82,0.23,0.27,0.28,0.22,0.17,0.34,0.32,0.26,0.32,0.32,0.36,0.36,44,13.44,25,1.63,24.67,1.7,22,1.41,6.67,1.25,28.67,13.02,0,0,12.33,2.36,4.67,2.05,1.67,0.47,3.33,0.47,2.67,1.25,0.26,0.27,0.2,0.27,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,19,1.63,0,0.02,0.14,0.54,0.2,0,0,0,0,0,0.02
8j8t2,0,1.69,3.3,1.68,3.95,2.09,3.71,1.67,2.74,1.49,2.06,1.88,3.48,1.93,3.51,1.61,1.51,1.87,2.47,2.04,2.94,1.95,2.99,1.84,1.99,1.6,1.47,1.59,1.45,10.32,13.8,2.13,3.7,2.27,4.61,2.38,3.92,2.05,3,1.84,2.33,0,0,1,0,0,0,0,0,0,0,702,151,150,141,8,173,0.39,0.17,0.23,0.2,0.51,0.22,0.34,0.35,0.55,0.29,0.4,0.41,234,35.95,77.67,11.32,78.67,10.5,66.67,10.14,6,0.82,78.33,13.89,0,0,101.67,23.7,37.33,16.5,22.67,13.02,24,6.68,17.67,4.71,0.27,0.23,0.22,0.28,0.29,0,0.01,0.01,0,0,0,0,0,24,0,0,0.84,0,0.01,0,0,0,0.01,0.01,0,0.01
8j8tf,0,1.06,0.35,1.11,0.46,1,0,1,0,1,0,1.17,0.46,1.17,0.46,1.21,0.49,1.21,0.49,1.25,0.56,1,0,1.4,0.49,1,0,1.1,0.3,1.7,1.23,1.21,0.49,1.33,0.6,1,0,1.17,0.37,1,0,0,0,1,0,0,0,0,0,0,0,34,25,24,22,5,18,0.59,0.12,0.21,0.09,0.56,0.17,0.22,0.17,0.63,0.17,0.21,0.13,11.33,2.87,8.67,1.25,8.67,0.47,8.67,2.49,3,0.82,6.67,0.94,0,0,2,1,2,1,0,0,0,0,0,0,0.26,0.29,0.21,0.24,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0,0.03,7,1.41,0,0.62,0,0.03,0,0,0,0,0,0,0.06
8j8u2,0,1.43,1.39,1.48,1.55,1.11,0.41,1.71,1.91,1.42,1.19,1.61,1.49,1.66,1.52,1.31,0.84,1.52,1.07,1.42,0.98,1.48,1.05,1.45,1.05,1.74,1.17,1.19,0.56,4.36,4.27,1.79,1.64,1.87,1.76,1.35,0.56,1.78,1.93,2,1.66,0,0,1,0,0,0,0,0,0,0,218,86,81,86,5,61,0.33,0.14,0.22,0.31,0.41,0.28,0.3,0.36,0.51,0.2,0.3,0.36,72.67,5.31,42,3.74,34,1.41,39,2.94,3.33,0.47,24,5.1,0,0,27.67,1.7,9,2.16,2,0,8.67,3.3,8,0.82,0.23,0.25,0.3,0.22,0.21,0.06,0,0,0,0.01,0,0,0.01,20.33,1.25,0,0.74,0,0.03,0,0,0,0.01,0,0,0.01
8j8wj,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,2,2,1,0,0.5,0.5,0,0,1,1,0,0,0.5,0.5,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0.5
8j8yz,0,1.34,2.29,1.3,2.31,1.32,1.77,1.33,2.15,1.44,2.73,1.35,2.31,1.37,2.32,1.17,0.55,1.58,1.2,1.74,1.46,1.44,0.87,1.57,1.1,1.48,1.11,3.66,9.99,4.11,6.4,1.87,2.97,2.04,3.37,1.62,2.08,1.83,2.82,1.87,3.12,0,1,0,0,0,0,0,0,0,0,1380,975,258,178,62,447,0.36,0.17,0.23,0.24,0.39,0.24,0.31,0.29,0.56,0.41,0.45,0.52,460,18.49,355,18.02,150.67,5.44,88.67,4.5,37.67,2.62,175.33,18.26,0,0,112.33,2.62,34.33,1.7,19.67,2.62,26,3.56,32.33,3.3,0.23,0.26,0.25,0.26,0.08,0,0,0,0.01,0,0,0,0,24,0,0.01,0.07,0.37,0.03,0,0.02,0,0,0,0,0.14
8j8zb,0,1.13,0.47,1.2,0.65,1.04,0.2,1,0,1.21,0.48,1.16,0.49,1.18,0.51,1.04,0.19,1.08,0.27,1.09,0.29,1.04,0.2,1,0,1.13,0.34,1.96,1.41,1.51,0.94,1.96,1.48,2.57,1.76,2.4,2.11,1.25,0.43,1.75,0.94,0,0,1,0,0,0,0,0,0,0,110,105,66,24,22,8,0.33,0.22,0.14,0.32,0.38,0.38,0.38,1,0.42,0.29,0.18,0.38,36.67,0.94,35,1.63,27.33,1.7,9.67,3.3,12,4.32,4.67,1.25,0,0,8.67,3.4,3,1.41,2,1,2,1,4.5,0.5,0.18,0.25,0.32,0.25,0.05,0.01,0.08,0,0.03,0.01,0.01,0.01,0.01,17.67,0.47,0.01,0.03,0.34,0.03,0,0.12,0,0.04,0,0,0.04
8j90l,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8j90q,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1.14,0.35,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,8,8,5,6,5,2,0.13,0.13,0.25,0.5,0,0,0,1,0.2,0.2,0.4,0.8,2.67,0.47,2.67,0.47,2.67,0.47,2.33,0.47,2.67,0.47,0.67,0.47,0,0,2,0.82,1,0,1,0,2,0,1,0,0.13,0.5,0.25,0.13,0.25,0,0.38,0,0,0.13,0,0,0.13,2.33,0.47,0,0,0.25,0,0,0,0,0,0,0,0.13
8j92i,0,1.22,1.22,1.3,1.71,1.16,0.55,1.12,0.63,1.24,1.04,1.25,1.24,1.32,1.28,1.09,0.33,1.23,0.61,1.34,0.81,1.11,0.35,1.2,0.46,1.19,0.48,1.27,0.61,3.04,4.8,9.95,9.28,12.61,12.06,5.79,5.23,9.07,7.8,11.69,7.88,0,1,0,0,0,0,0,0,0,0,587,500,186,183,43,7,0.39,0.14,0.22,0.26,0.86,0.29,0.29,0.29,0.56,0.31,0.39,0.49,195.67,7.93,172.33,4.64,97.67,6.65,91,13.37,28.67,4.19,3.67,0.47,0,0,40,8.16,17.67,9.57,5,0.82,6.33,1.7,11,4.55,0.22,0.28,0.22,0.28,0.03,0,0,0.01,0,0,0,0,0,23.67,0.47,0,0.03,0.54,0.02,0.02,0.02,0,0,0,0.01,0.06
8j94o,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
8j94s,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
8j94z,0,1.16,0.47,1.12,0.32,1.08,0.28,1.22,0.63,1.29,0.7,1.16,0.47,1.18,0.49,1.08,0.28,1.16,0.42,1.12,0.32,1.08,0.28,1.38,0.7,1.13,0.33,1.73,1.15,1.79,1.4,1.37,0.7,1.58,0.86,1.18,0.39,1.38,0.7,1.29,0.7,0,0,0,0,1,0,0,0,0,0,52,47,35,13,8,12,0.37,0.25,0.21,0.17,0.5,0.42,0.25,0.33,0.4,0.34,0.2,0.23,17.33,4.5,16,3.74,13,3.74,5,1.41,4.33,0.94,5.33,2.87,0,0,6.33,1.89,2.5,1.5,1.67,0.94,2,1,1.67,0.47,0.25,0.23,0.37,0.15,0.1,0.02,0.1,0,0,0.02,0,0.02,0.02,11.67,3.4,0.02,0.02,0.71,0,0,0,0,0,0,0,0.02
8j95g,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,3,2,0,0,0.33,0.67,0,0,0,0,0,0,0.5,1,0,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,0,0,0,0,1.5,0.5,0,0,1,0,2,0,0,0,0.33,0,0.33,0.33,0,0,0,0,0,0.33,0,0,0.67,1.5,0.5,0,0,0,0.67,0,0,0,0,0,0,0.33
8j967,0,1.01,0.11,1.01,0.11,1.01,0.1,1.01,0.11,1.01,0.11,1.03,0.17,1.09,0.34,1.08,0.36,1.33,0.75,1.37,0.77,1.13,0.5,1.34,0.74,1.39,0.81,3.12,6.61,3.63,7.2,2.37,4.75,2.42,4.84,2.06,2.75,2.28,4.19,2.55,5.73,0,0,0,0,1,0,0,0,0,0,795,620,201,118,45,180,0.31,0.13,0.23,0.33,0.41,0.2,0.32,0.42,0.53,0.32,0.38,0.53,265,23.28,224.33,18.37,109,3.56,57,3.56,27.67,1.89,76.67,9.81,0,0,2.5,1.5,2,1,1,0,0,0,0,0,0.26,0.23,0.25,0.26,0.03,0,0,0,0,0,0,0,0,23.67,0.47,0,0.03,0.61,0.04,0.02,0,0.01,0,0,0,0.01
8j9a2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1.06,0.23,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,19,17,17,17,7,14,0.37,0.32,0.05,0.26,0.36,0.43,0,0.29,0.41,0.29,0.06,0.29,6.33,4.19,6,3.74,6,3.74,6.33,4.19,4.33,1.7,4.67,3.09,0,0,1.5,0.5,1,0,0,0,1,0,1,0,0.32,0.11,0.42,0.16,0,0.05,0,0,0,0.05,0.05,0.05,0,5.33,2.87,0,0.11,0.42,0,0.16,0.16,0,0.05,0,0,0.05
8j9a5,0,1.8,1.6,2.33,1.89,0,0,1,0,1,0,1.8,1.6,1.8,1.6,1.8,1.6,1.8,1.6,2.33,1.89,0,0,1,0,1,0,1.8,1.6,2.25,1.64,1.8,1.6,2.33,1.89,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,9,5,4,3,2,1,0.78,0,0.11,0.11,1,0,0,0,0.75,0,0.25,0.25,4.5,2.5,2.5,0.5,2.5,0.5,2,0,1.5,0.5,0.5,0.5,0,0,4,3,6,0,0,0,1,0,1,0,0.22,0.67,0,0.11,0,0.11,0,0,0,0.11,0,0.67,0.11,2.5,0.5,0,0,0,0.11,0,0,0,0,0,0,0.89
8j9aa,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1.14,0.35,1.14,0.35,1.33,0.47,1,0,1,0,0,0,1,0,1.14,0.35,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,7,5,8,4,8,0.5,0.38,0.13,0,0.5,0.38,0.13,0,0.4,0.6,0.2,0,2.67,1.25,2.33,0.94,2,0.82,2.67,1.25,1.67,0.47,2.67,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.13,0.13,0.38,0,0.5,0,0,0.13,0.13,0,0,0,2.33,0.94,0,0,0.63,0,0.13,0,0,0,0,0.13,0.13
8j9d9,0,1.04,0.23,1.05,0.26,1.03,0.16,1.03,0.18,1.04,0.27,1.05,0.26,1.08,0.29,1.23,0.72,1.62,1.51,1.66,1.13,1.36,0.77,1.74,1.83,1.64,1.98,1.47,1.03,2.49,3.09,1.09,0.31,1.15,0.38,1.06,0.23,1.03,0.18,1.06,0.29,0,1,0,0,0,0,0,0,0,0,279,199,89,95,27,237,0.39,0.14,0.22,0.26,0.38,0.15,0.24,0.27,0.49,0.26,0.31,0.37,93,9.09,69.33,7.76,39.33,5.19,46,3.74,15,1.41,81.33,7.41,0,0,6.33,1.89,4.5,2.5,1,0,1,0,2,0.82,0.25,0.22,0.33,0.2,0.05,0,0.04,0.01,0,0,0,0,0.01,21,0.82,0,0.27,0.15,0.01,0,0.12,0,0,0,0.03,0
